row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
700	junio	{Ｂ}６月	六月	6월
701	jupo	{Ｂ}【服】スカート	裙	치마
702	juro	{Ｂ}【法】法, 法律	法，法规，法律；法学	법, 법률
703	justa	{Ｂ}公正な, 正義の; 正当な, 合法的な	公正，公平；正当，合法的	공정한, 정당한; 적법한
704	juvelo	{Ｂ}（宝石貴金属の）装身具, アクセサリー, 宝飾品; 《転》貴重品, 至宝	珍宝，首饰	보석으로 된 장신구, 귀중한 장식물
705	juĝi	{Ｂ}［他］裁判する, 裁く; 判断する, 判定する; 審判する	审判；判断，评价	재판하거나 옳고 그름을 판단하다
706	kabano	{Ｂ}小屋, 掘立て小屋, あばら屋	简陋小屋，茅屋，草棚	허름한 오두막집
707	kabineto	{Ｂ}【政】内閣; 書斎, 事務室, 診察室; （収集品の）陳列室	书房，研究室；内阁	내각; 서재, 사무실, 진료실; 진열실
708	kadro	{Ｂ}枠, 額縁; 環境, 場所; 枠組, 範囲; 【政】幹部 / 【情】フレーム（ウェブページの表現技法の一）	边框，环境，范围；干部；（计）框架	틀, 테두리; 환경, 범위; 간부; (정보) 프레임
709	kaduka	{Ｂ}老朽の, 荒廃した; 老衰した, 老いぼれた; 消えていく, はかない; 【法】（期限切れで）無効の, 失効した	破旧，破败；衰老；不稳定，不可靠；失效，无效	낡고 쇠약한; 쇠퇴해 사라지는; (법) 실효된, 무효의
710	kafo	{Ｂ}【料】コーヒー; コーヒー豆, =kafgrajno	咖啡	커피
711	kaj	{Ｂ}［接］～と～; そして	和	그리고, 또, 〜와
712	kajero	{Ｂ}ノート, 帳面; （本の）分冊	笔记本，练习本	공책, 노트
713	kajo	{Ｂ}【海】岸壁, 波止場; 河岸（かし）, 荷揚げ場; 【鉄】プラットホーム	码头，站台，月台	부두, 하역장; (철도) 플랫폼
714	kaldrono	{Ｂ}かま, 大なべ; 【地理】カルデラ, 釜状陥没	大锅，圆陡的山谷（凹地）	가마솥, 큰 냄비; (지리) 칼데라
715	kalendaro	{Ｂ}カレンダー, 暦; 暦法	历法；日历，月历，月份牌	달력
716	kalkano	{Ｂ}【解】踵（かかと）	脚后跟，踵	발뒤꿈치
717	kalkuli	{Ｂ}［他］計算する; 数える; 見なす	数数，计算；算作	계산하다, 수를 세다; ...로 간주하다
718	kalsono	{Ｂ}【服】パンツ, トランクス（下着）	内裤，衬裤	속옷 팬티
719	kalumnii	{Ｂ}［他］中傷する, 誹謗（ひぼう）する, 名誉を毀損（きそん）する	污蔑，诽谤	근거 없이 남을 중상·비방하다
720	kamarado	{Ｂ}仲間, 同僚; （呼びかけで）同志	同伴，伙伴；同志（称呼）	동료, 동무; (호칭) 동지
721	kameno	{Ｂ}暖炉	壁炉，炉灶	벽난로
722	kamiono	{Ｂ}（主に大型）トラック, 貨物自動車, =ŝarĝaŭto	卡车	대형 트럭, 화물차
723	kampo	{Ｂ}野原, 田畑; 場, 分野, 範囲; 【理】場; 【情】フィールド	田地，场地；领域，范围；（理）场	밭, 들판; 분야, 범위; (물리) 장; (정보) 필드
724	kanalo	{Ｂ}運河, 堀, 水路; 【海】水道; 【通】チャンネル; 【解】管; 《転》伝達手段, 経路	运河，沟渠，水道；海峡；（通信）频道；（解）管道	운하, 수로, 【통신】채널, 【해부】관, 경로
725	kandelo	{Ｂ}ろうそく; 【理】カンデラ（光度の単位，cd）	蜡烛；（理）坎德拉（光度单位）	양초; (물리) 칸델라(광도 단위)
726	kandidato	{Ｂ}候補者, 志願者, （入試の）出願者	候选人，候补者，投考者	후보자, 지원자
727	kanti	{Ｂ}［他］歌う; （鳥が）さえずる; 《転》心地よい音を奏でる; （詩や歌で）褒めたたえる	唱，歌唱；（鸟）啼鸣；（转）讴歌	노래하다; (새가) 지저귀다; (비유) 찬미하다
728	kanzono	{Ｂ}歌, 歌謡曲, ポピュラーソング; 【文】カンツォーネ	歌曲；香颂（法式歌曲）；歌谣	노래, 가요
729	kapabla	{Ｂ}有能な, 能力のある, ～できる	有能力的，能够…的	능력 있는, 할 수 있는
730	kapitalo	{Ｂ}【経】資本; 資本金, 資金; 《転》資本, 元手	资产，资金，资本	자본, 사업이나 투자에 쓰는 돈
731	kapo	{Ｂ}頭, 首, 頭部; 頭脳; 一人, 一頭; 《転》頂上部, 先端, 先頭; 指導者	头；头脑；（量词）人/头；先端；领导者	머리, 두뇌, 선두, 지도자
732	kapro	{Ｂ}【動】ヤギ（山羊）	山羊属动物	염소
733	kapti	{Ｂ}［他］つかまえる, 捕らえる; つかむ, 把握する; とりこにする	捉住，抓住；把握；（转）迷住	잡다, 붙잡다; 파악하다; (비유) 매료시키다
734	kara	{Ｂ}親愛な, いとしい; 大切な; 高価な, （値段が）高い	亲爱的，珍贵，昂贵	사랑하는, 소중한
735	karaktero	{Ｂ}性質, 性格, 個性, 特徴; 風格, 気骨; 【生】形質; 【心】性格	性质，特征；性格	성격, 성질, 개성
736	karbo	{Ｂ}炭, 石炭, 木炭	煤，炭，木炭	석탄, 숯
737	karesi	{Ｂ}［他］愛撫する, やさしくなでる, そっと触れる; 慰める, 喜ばせる; 好意を示す	爱抚，抚摩	부드럽게 쓰다듬다, 애무하다
738	karno	{Ｂ}肉, 肉体, >>〜; 【植】果肉	肉，肉体，果肉	살, 육체; (식물) 과육
739	karoto	{Ｂ}【植】ニンジン（人参）	胡萝卜	당근
