row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
2800	sekci	{Ｂ}［他］切断する; 解剖する	切开，切断；解剖	절단하다, 자르다; 해부하다
2801	senato	{Ｂ}上院, 元老院	元老院，上议院，参议院	국가의 상원, 원로원
2802	sin/dona	{Ｂ}献身的な	献身的，忘我	헌신적인
2803	sin/garda	{Ｂ}慎重な, 用心深い	小心，谨慎，慎重	신중한, 조심스러운
2804	sin/teno	{Ｂ}態度, 姿勢	举止，姿态，仪表，态度	태도, 자세
2805	singularo	{Ｂ}【Ｇ】単数	单数	문법에서 단수
2806	sino	{Ｂ}懐（ふところ）; 内部	怀，怀抱；襟；内心	가슴, 품
2807	sitelo	{Ｂ}バケツ	提桶，水桶	양동이
2808	situo	{Ｂ}位置（立地）	地位，位置	위치, 입지
2809	skorpio	{Ｂ}【動】サソリ（蠍）; 【天】天蠍宮	蝎属动物；天蝎座（宫）	전갈; (천문) 전갈자리(황도12궁)
2810	sledo	{Ｂ}そり（雪上の）	雪橇	썰매
2811	solido	{Ｂ}【理】固体	固体	고체
2812	sonoro	{Ｂ}響き, 音色	鸣响，铿锵声	울리는 소리
2813	sorgo	{Ｂ}【植】モロコシ（唐黍）, 高粱	高粱属植物	수수류 곡식식물
2814	spektaklo	{Ｂ}見世物, 光景; 演劇	演出，表演；场面，景象	공연, 광경
2815	spinaco	{Ｂ}【植】ホウレンソウ（菠薐草）	菠菜属植物	시금치
2816	spiti	{Ｂ}［他］逆らう, 無視する	蔑视，违拗，与…作对	무시하다, 거역하다
2817	splito	{Ｂ}破片, 裂片	裂片，碎片	조각, 파편
2818	spongo	{Ｂ}海綿, スポンジ	海绵动物的总称；海绵制品	해면, 스펀지
2819	stadiono	{Ｂ}競技場, スタジアム	（有看台的）运动场	관람석 있는 경기장
2820	stameno	{Ｂ}【植】雄しべ	雄蕊	수술
2821	stampo	{Ｂ}刻印; 特徴	印记，烙印；特征	도장, 각인
2822	starti	{Ｂ}［自］出発する, スタートする	起跑，开始，出发；开动，发动（机器等）	시작하다
2823	sterko	{Ｂ}肥料	肥料	비료
2824	streko	{Ｂ}線（線分）, ストローク	一道痕（线），笔画	선, 줄, 획
2825	strigo	{Ｂ}【鳥】フクロウ（梟）	鸱鴞属鸟类（猫头鹰）	올빼미
2826	striki	{Ｂ}［自］ストライキをする	罢工	파업하다
2827	struto	{Ｂ}【鳥】ダチョウ（駝鳥）	鸵鸟属鸟类	타조
2828	stumpo	{Ｂ}切り株; 残り	树桩，残株；残余物	그루터기
2829	substanco	{Ｂ}物質; 実質	物质；本质，实质；本体，实体	물질, 본질, 실체
2830	subtila	{Ｂ}微細な; 鋭敏な; 巧妙な	细腻；精细，微妙；缜密，细致，敏锐	섬세하고 미묘한
2831	suplemento	{Ｂ}補足, 増補	增补；补篇，补遗	증보, 부록
2832	supro	{Ｂ}頂上, 上部	顶，上面	꼭대기
2833	susuri	{Ｂ}［自］さらさらと鳴る	发出簌簌声，沙沙做响，窸窸窣窣	바스락 소리를 내다
2834	svati	{Ｂ}［他］仲人をする	给…做媒，说亲	중매하다
2835	takto	{Ｂ}拍子; 機転	拍子，节拍；机敏，分寸感	박자, 리듬; 재치, 눈치
2836	tapeto	{Ｂ}壁紙, タペストリー	帷幔，裱墙物；挂毯，挂毡	장식 벽걸이, 태피스트리
2837	taŭga	{Ｂ}適当な, 役に立つ	适用的，胜任的，合格的	알맞은
2838	tegolo	{Ｂ}瓦（かわら）	瓦，瓦片	기와
2839	telegrafo	{Ｂ}電信	电报（机）	전신기
2840	telegramo	{Ｂ}電報	电报	전보
2841	tempesto	{Ｂ}嵐, 暴風雨	暴风，暴风雨	폭풍, 폭풍우
2842	tenera	{Ｂ}優しい, 愛情のこもった	温柔，温情；亲切，体贴	상냥하고 다정한
2843	ter/pomo	{Ｂ}【植】ジャガイモ（馬鈴薯）	马铃薯	감자
2844	teraso	{Ｂ}テラス, 台地	平台，台地，平顶屋	테라스, 평지붕
2845	terni	{Ｂ}［自］くしゃみをする	打喷嚏	재채기하다
2846	teĥniko	{Ｂ}技術（テクノロジー）, =〜	技术	기술
2847	tinkturo	{Ｂ}染料; チンキ剤	染料；酊，酊剂	염료; (약학) 팅크제
2848	tinti	{Ｂ}［自］ちりんちりんと鳴る	发当当（叮当、丁零）声	딸랑딸랑 소리가 나다
2849	torento	{Ｂ}急流, 激流	激流，急流，湍流，奔流，洪流	급류
2850	torto	{Ｂ}【料】タルト, ケーキ	蛋糕，馅饼，挞	타르트, 파이, 케이크
2851	tragika	{Ｂ}悲劇の, 悲惨な	悲剧性的，悲惨	비극적인
2852	traktato	{Ｂ}条約; 論文	条约；（长篇）论文，论著	조약, 논문
2853	traktoro	{Ｂ}トラクター	拖拉机，牵引车	트랙터
2854	tramo	{Ｂ}路面電車	有轨电车，电车	노면전차
2855	tri/angulo	{Ｂ}三角形	三角（形）	삼각형
2856	tribunalo	{Ｂ}裁判所, 法廷	法院，法庭	법원, 법정
2857	trumpeto	{Ｂ}【楽】トランペット	小号，喇叭	나팔, 트럼펫
2858	tufo	{Ｂ}房（ふさ）, 茂み	一束，一丛，一簇，一绺	한 다발, 한 숱
2859	vadi	{Ｂ}［自］（浅瀬を）歩いて渡る	淌水，涉水；跋涉	얕은 물을 걸어 건너다
2860	vakso	{Ｂ}蝋（ろう）, ワックス	蜂蜡，白蜡，功用如蜡的物质	밀랍, 왁스
2861	vanta	{Ｂ}虚栄心の強い; むなしい	徒劳的，空虚的；自负的（虚荣的）	허영심 많은
2862	ve!	{Ｂ}［間］ああ！	唉！咳！哎呀！	아아!
2863	vejno	{Ｂ}【解】静脈; 血管	静脉，血管；脉，纹	정맥, 혈관
2864	veluro	{Ｂ}ビロード, ベルベット	天鹅绒，丝绒；绒毛	벨벳, 비로드 직물
2865	vergo	{Ｂ}むち, 小枝	鞭子；细枝，小枝	회초리
2866	vertico	{Ｂ}頂点	顶点	정점
2867	vertikalo	{Ｂ}垂直線	垂直（线）	수직선
2868	verto	{Ｂ}頭頂	头顶，顶	정수리
2869	veruko	{Ｂ}【医】いぼ	疣，赘，肉瘤，小硬瘤	사마귀
2870	vespo	{Ｂ}【虫】スズメバチ（雀蜂）	胡蜂，黄蜂	말벌
2871	veziko	{Ｂ}【解】膀胱; 水泡	囊，泡；膀胱；水泡；气泡	방광, 물집
2872	viadukto	{Ｂ}陸橋, 高架橋	天桥，旱桥	육교, 고가교
2873	vindo	{Ｂ}おむつ, 産着	襁褓，包带	포대기, 강보
2874	vito	{Ｂ}【植】ブドウ（葡萄）（の木）	葡萄属植物	포도나무
2875	volonta	{Ｂ}自発的な	情愿的，乐意的	자발적인
2876	vulkano	{Ｂ}火山	火山	화산
2877	vulturo	{Ｂ}【鳥】ハゲワシ（禿鷲）	兀鹰属鸟类	독수리
2878	ĉar/umo	{Ｂ}手押し車	手推车	손수레
2879	ĉaro	{Ｂ}二輪馬車, 戦車	两轮马车；战车	이륜 수레, 전차
2880	ĉe/esti	{Ｂ}［自］出席している	出席，在场	출석하다, 자리에 있다
2881	ĉerko	{Ｂ}棺（ひつぎ）	棺材	시신 넣는 관
2882	ĉifi	{Ｂ}［他］くしゃくしゃにする	折皱	구겨서 망가뜨리다
2883	ĝendarmo	{Ｂ}憲兵	宪兵	헌병
2884	ĝibo	{Ｂ}こぶ（瘤）	驼峰；隆起，肿块	등에 난 혹
2885	ĥemio	{Ｂ}化学（ケミストリー）, =〜	化学	화학
2886	ŝakalo	{Ｂ}【動】ジャッカル	豺属动物	재칼
2887	ŝarĝo	{Ｂ}荷物, 負担	重荷；载运的货物；负荷	짐, 부담, 부하
2888	ŝpini	{Ｂ}［他］（糸を）紡ぐ	纺；吐丝、作茧、结网	실을 잣다
2889	ŝtipo	{Ｂ}丸太; 《転》のろま	木料，圆木；劈柴；笨人	통나무, 장작
