row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
1700	tajpi	{Ｂ}［他］タイプする	打字	타자치다
1701	taksi	{Ｂ}［他］評価する, 鑑定する, 見積もる, 査定する; 《古》=alte 〜（高く評価する）	评价，衡量，估计	가치나 수준을 평가하다
1702	talio	{Ｂ}（人体・服の）胴, 胴体; 腰回り, 腰（のくびれた部分）, ウエスト, >>〜, >>〜	腰，腰部，腰身；（人体）胴体	허리, 허리둘레; (몸의) 몸통
1703	tamen	{Ｂ}［副］とはいえ, それでも / {Ｂ}［接］けれども, だがしかし	可是，然而	그렇지만, 그래도
1704	tapiŝo	{Ｂ}絨毯（じゅうたん）, 敷物, カーペット; タペストリー	挂毯，地毯，桌毯等	카펫, 양탄자
1705	tarifo	{Ｂ}料金表, 定価表, 運賃表; 料金, 運賃; 関税表, 関税率表	税率表；关税表（率）；价目表，费率表，费率	요금표, 요금, 관세표, 관세율
1706	tasko	{Ｂ}任務, 課業, 仕事, 課題	任务，工作；活儿，作业，功课	임무, 일, 과제
1707	taso	{Ｂ}茶碗, カップ, 湯のみ	杯子，茶杯；（量）一杯	찻잔, 컵
1708	teatro	{Ｂ}劇場, 舞台; 劇団; 演劇, 芝居	戏院，剧院；剧团；戏剧	극장, 극단, 연극
1709	tedi	{Ｂ}［他］うんざりさせる, くどくど言って困らせる, 飽き飽きさせる, 退屈させる	使厌烦，使腻烦；使人生厌	지루하게 하다, 싫증나게 하다
1710	tegi	{Ｂ}［他］（布・皮などで）上張りする, 覆いをする	套，罩，包，镀，涂	덮개를 씌우다, 겉을 덮다
1711	tegmento	{Ｂ}屋根	屋顶，顶部	지붕
1712	tekniko	{Ｂ}技術, 工学; 技巧, 技法, 手法	技术，工艺方法；技巧	기술, 기법
1713	teksi	{Ｂ}［他］織る, 織り上げる, （クモが巣を）はる; 《転》織り成す, 作り上げる	织，编织；织成；（比喻）构织	직물을 짜다; (거미가) 줄을 치다; (비유) 엮어 만들다
1714	teksto	{Ｂ}テキスト, 本文, 原文; 歌詞	原文，本文；课文；正文	본문, 원문
1715	telefono	{Ｂ}電話, 電話機	电话（机）	전화기
1716	telero	{Ｂ}皿, 取り皿, >>〜; （皿に盛った）料理, 一品; 《転》皿状のもの	盘、碟、盆，盘状物	음식을 담는 접시, 접시 모양의 것
1717	televidi	{Ｂ}［他］テレビで見る	看电视	텔레비전을 보다
1718	temo	{Ｂ}主題（テーマ）, 題目, 論題, 話題; 【楽】主題, 主旋律	题目，话题，主题，题材	주제, 화제
1719	temperaturo	{Ｂ}温度, 気温; 【医】体温	温度，气温；体温	온도
1720	tempo	{Ｂ}時間, 時; 時代, 時期, ころ; 【学】標準時; 【Ｇ】時制	时间；时代，时期；（语法）时制	시간, 때; 시대, 시기; (문법) 시제
1721	tendenco	{Ｂ}傾向, 風潮; 性向, 性癖; 意図的傾向	倾向，趋势；意向	어떤 방향으로 기울어지는 경향
1722	tendo	{Ｂ}テント, 天幕	帐篷，（蒙古）包	텐트, 천막
1723	teni	{Ｂ}［他］手に持っている, つかんでいる, 腕に抱えている; 支える, つなぎとめる; 保有する, 保管する, 取っておく; （～の状態に）保つ, しておく, 維持する; 養う, 飼う	持，握；容纳；保持；维持；饲养	손에 들다, 붙잡다; 유지하다, 보관하다; (상태를) 지키다; 기르다
1724	tenti	{Ｂ}［他］誘惑する, そそのかす; （欲望を）そそる	引诱，诱惑；激起欲念	유혹하다, 욕망을 부추기다
1725	teo	{Ｂ}茶, 紅茶（茶葉および飲料）; 【植】チャ（種）	茶	차, 홍차
1726	teorio	{Ｂ}理論, ><〜; 学説, ～論; 空論, 理屈	理论，学说	이론, 학설
1727	tereno	{Ｂ}（特定用途に仕切られた）土地, 用地, 敷地, 区画, 地域, ～場; 地所; 《転》領域, 分野, 活動の場, 地歩, >>〜; 【地質】地層	（用于特定活动的）地面，场所，场地；《转》领域，阵地	특정한 목적을 위한 땅, 부지, 장소, 《전》영역, 분야
1728	teritorio	{Ｂ}【政】領土, 領地; 管轄区域, 管区, 地域; 【動】縄張り, テリトリー	领土，版图，国土	영토, 관할 구역; (동물) 영역
1729	termometro	{Ｂ}温度計, 寒暖計; 【医】体温計	温度计；体温计	온도계
1730	tero	{Ｂ}地球; 地面, 地表, 大地; 陸, 陸地; 土地; 土, 土壌; （天国に対して）現世; 地上の人々	地球；陆地，地面；土地；土壤	지구; 땅, 지면; 토양
1731	teruro	{Ｂ}恐怖, 非常な恐ろしさ, 脅威, >>timego; 《転》恐怖の的	恐惧，恐怖	극심한 공포, 무시무시한 두려움
1732	testudo	{Ｂ}【動】カメ（亀）; 【史】（古代ローマの）亀甲型掩蓋（きっこうがたえんがい）	龟；（史）龟甲阵（古罗马）	거북이; (고대 로마) 거북진
1733	tia	{Ｂ}［形］そのような, そんな, あのような, あんな	那样的，那种的	그런, 그와 같은
1734	tial	{Ｂ}［副］それゆえ, だから	所以，因此	그래서, 그러므로
1735	tiam	{Ｂ}［副］その時, あの時; その場合, あの場合	那时，当时	그때, 그 당시, 그 경우
1736	tie	{Ｂ}［副］そこに, そこで, あそこに, あそこで	那里，在那里	거기, 그곳에서
1737	tiel	{Ｂ}［副］そのように, それほど, あのように, あれほど	那样，这么	그렇게, 그 정도로
1738	ties	{Ｂ}［形］それの, その人の, その物の	那个人的；那个的	그 사람의, 그것의
1739	tigo	{Ｂ}【植】茎（くき）; （ピストンなどの）棒, 軸; （グラスの）あし	主茎，轴；花梗，叶柄；柄，把	식물의 줄기; (기계 등) 축·막대; (잔의) 다리
1740	tigro	{Ｂ}【動】トラ（虎）	虎	호랑이
1741	tikli	{Ｂ}［他］くすぐる, 軽く触れてむずむずさせる; 《転》快く刺激する	呵痒，胳肢；引起快感；取悦，迎合	간질이다, 기분 좋게 자극하다
1742	timi	{Ｂ}［他］恐れる, 怖がる, おびえる; 心配する, 危惧する, =〜	害怕	무서워하다, 두려워하다
1743	tio	{Ｂ}［代］それ, あれ, そのこと, あのこと	那个东西，那件事	그것, 그 일
1744	tiom	{Ｂ}［副］（数量）それほど, そんなに	那么多，那么些	그만큼, 그렇게 많이
1745	tipo	{Ｂ}型, 類型, タイプ; 典型; 原型; 【機】型式; 【印】活字; 【情】字体	典型，典范；类型；字模	유형, 전형; (인쇄) 활자; (정보) 글꼴
1746	tiri	{Ｂ}［他］引く, 引っ張る, 引き寄せる; 引き出す, 取り出す; 引き伸ばす; 引いて行く, 引きずる	拖，拉，拽；抽出；拉长	끌다, 끌어당기다, 뽑아내다, 늘이다
1747	titolo	{Ｂ}題名, 表題, 見出し, タイトル; 称号, 肩書; 資格	书名，篇名等；称号，头衔	제목; 칭호, 직함; 자격
1748	tiu	{Ｂ}［形］その, あの / {Ｂ}［代］そのひと, あのひと	那人；那个	그 사람이나 그것
1749	toleri	{Ｂ}［他］我慢する, 辛抱する, 耐え忍ぶ; 許容する, 大目に見る	忍受，容忍，宽容；经得起	참다, 용인하다; 견디다
