row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
2700	munti	{Ｂ}［他］組み立てる, 据え付ける	装配，安装；镶嵌；剪辑	조립하거나 설치하다; (영상) 편집하다
2701	muzelo	{Ｂ}（動物の）鼻面, 口先	突出的口器，口鼻部，兽吻	동물의 코와 입 부분
2702	muĝi	{Ｂ}［自］（牛などが）モーと鳴く; うなる	（牛等）哞哞叫；轰鸣	소 등이 음매 하고 울다; 우르릉거리다
2703	najtingalo	{Ｂ}【鳥】サヨナキドリ, ナイチンゲール	歌鸲属鸟类（夜莺）	나이팅게일
2704	nepra	{Ｂ}絶対の（必至の）, 必須の	必然的，绝对必要的，不可避免的	절대 필요한, 반드시 해야 하는; 피할 수 없는
2705	nervoza	{Ｂ}神経質な, 神経過敏な	烦躁，紧张不安；神经质，神经过敏	신경질적이고 예민한
2706	neto	{Ｂ}清書	誊清的稿子	정서한 원고
2707	nuko	{Ｂ}【解】うなじ, 首筋	项，颈项	목덜미, 목뒤
2708	nul	{Ｂ}ゼロ（無）, 零	零（用于读数码时）	영, 제로
2709	oficiro	{Ｂ}将校, 士官	军官	장교, 사관
2710	olivo	{Ｂ}【果】オリーブ	油橄榄	올리브열매
2711	operacii	{Ｂ}［他］手術する; 作戦を行う	做手术；进行作战行动	수술하다; (군사) 작전을 수행하다
2712	opero	{Ｂ}【楽】オペラ, 歌劇	歌剧	오페라, 가극
2713	oponi	{Ｂ}［他］反対する, 異議を唱える	表示反对意见	어떤 일에 반대하다
2714	opozicii	{Ｂ}［自］反対する（対立する）	反对，反抗	반대하다
2715	oratoro	{Ｂ}演説家, 雄弁家	演说家，演说者；雄辩家	연설가·웅변가
2716	orfo	{Ｂ}孤児	孤儿	고아
2717	orienti	{Ｂ}［他］方角を定める; 指導する	定方位；指导，使明确方向	방위를 정하다; 방향을 잡아 주다, 지도하다
2718	orto	{Ｂ}直角	直角	직각
2719	ovalo	{Ｂ}楕円形	椭圆形，卵形	타원형
2720	pa/njo	{Ｂ}ママ, かあちゃん	妈妈，妈咪	엄마의 애칭
2721	pa/ĉjo	{Ｂ}パパ, とうちゃん	爸爸，老爸	아빠, 아버지 애칭
2722	pajlo	{Ｂ}わら（藁）	麦秸，干草	짚
2723	palato	{Ｂ}【解】口蓋（こうがい）	腭，上腭	입천장, 구개
2724	paliso	{Ｂ}杭（くい）	木桩，木橛	말뚝
2725	palmo	{Ｂ}【植】ヤシ（椰子）	棕榈科植物通称	야자나무
2726	paralelo	{Ｂ}平行線; 類似	平行线；类似	평행선; 유사성
2727	paraŝuto	{Ｂ}パラシュート	降落伞	낙하산
2728	pavo	{Ｂ}【鳥】クジャク（孔雀）	孔雀属鸟类	공작새
2729	paŭzi	{Ｂ}［自］休止する, 一休みする	暂停，暂歇	잠시 쉬다
2730	pekli	{Ｂ}［他］塩漬けにする	盐腌，泡	소금에 절이다
2731	pendolo	{Ｂ}振り子	摆，摆锤	진자, 추
2732	perono	{Ｂ}（駅の）プラットフォーム; （古）玄関ポーチ	站台，月台；（旧）门前台阶	기차역 승강장, 플랫폼; (고어) 현관 포치
2733	piceo	{Ｂ}【植】トウヒ（唐檜）（属）	云杉属植物	가문비나무속 식물
2734	pigo	{Ｂ}【鳥】カササギ（鵲）	喜鹊属鸟类	까치
2735	piloto	{Ｂ}パイロット, 操縦士	领航员；飞行员	비행기 조종사
2736	pioĉo	{Ｂ}つるはし	十字镐	곡괭이
2737	pipo	{Ｂ}パイプ（喫煙用）	烟斗，烟杆	담뱃대, 파이프
2738	plago	{Ｂ}災難, 疫病	天灾；灾难，灾祸	재앙, 재난
2739	pland/umo	{Ｂ}靴底	鞋底	구두창
2740	plando	{Ｂ}足の裏	脚掌，脚底板	발바닥
2741	planto	{Ｂ}植物（草木）	植物；作物	식물; 작물
2742	plastiko	{Ｂ}造形術; 形成外科	造型艺术；整形外科	조형술; 성형외과
2743	platano	{Ｂ}【植】スズカケノキ（鈴掛の木）, プラタナス	悬铃木属植物（包括英（法）国梧桐）	플라타너스 나무
2744	plen/aĝa	{Ｂ}成年の	成年，达法定年龄的	성년의, 법정 연령에 이른
2745	plen/umi	{Ｂ}［他］果たす, 遂行する	完成，执行，履行	이행하다
2746	pleto	{Ｂ}盆, トレイ	盘，碟	쟁반, 트레이
2747	pli/igi	{Ｂ}［他］増やす	增长，增多	늘리다
2748	plonĝi	{Ｂ}［自］飛び込む, ダイビングする	[体育]跳水；俯冲	물에 뛰어들다, 다이빙하다; 급강하하다
2749	pluralo	{Ｂ}【Ｇ】複数	复数	복수형
2750	poluro	{Ｂ}光沢, つや	光泽；抛光	광택, 윤기
2751	porcelano	{Ｂ}磁器	瓷，瓷器	자기
2752	precipa	{Ｂ}主な, 主要な	最主要的，特别重要的；[~e]特别是，尤其是	가장 중요한, 주요한
2753	preskribi	{Ｂ}［他］規定する; 【医】処方する	规定，指示；开（药方），医嘱	규정하다; (의학) 처방하다
2754	produkto	{Ｂ}産物, 製品	产品，产物	제품, 산물
2755	profeto	{Ｂ}預言者	先知；预言家，预言者	예언자
2756	proksim/uma	{Ｂ}おおよその, 近似の	差不多的，大约的，近似的	대략의, 근사한
2757	proletario	{Ｂ}プロレタリア, 無産者	无产者	무산자
2758	proleto	{Ｂ}プロレタリア（労働者）, 無産者	无产者	무산자
2759	propagandi	{Ｂ}［他］宣伝する	宣传，传播	선전하다
2760	propozicio	{Ｂ}【文】節, 文; 命題	单句，句，分句；命题	(문법) 절, 문; 명제
2761	provizo	{Ｂ}蓄え, 在庫	储备，供应品	비축, 재고
2762	provoki	{Ｂ}［他］挑発する, 引き起こす	向…挑衅（战）；引起，激起	도발하다, 자극하다
2763	pruno	{Ｂ}【果】スモモ（李）, プラム	李，李子	자두, 플럼
2764	prunto	{Ｂ}貸借, 借金	贷款；借款；借入（出）的款或物	대출, 차입, 빌린 돈이나 물건
2765	pudro	{Ｂ}おしろい, パウダー	香粉，化妆粉；粉	화장용 가루, 파우더
2766	punto	{Ｂ}レース（編み物）	花边	레이스
2767	pupilo	{Ｂ}【解】瞳孔	瞳孔	눈의 동공
2768	puso	{Ｂ}【医】膿（うみ）	脓	고름
2769	racio	{Ｂ}理性, 道理	理性，理智，思考力	이성, 판단력
2770	radiatoro	{Ｂ}ラジエーター, 放熱器	辐射体，辐射器，散热器	라디에이터, 방열기
2771	raŭka	{Ｂ}しわがれ声の	沙哑，嘶哑	쉰 목소리의
2772	raŭpo	{Ｂ}【虫】芋虫, 毛虫	毛虫，青虫	애벌레, 유충
2773	re/formi	{Ｂ}［他］改革する, 改良する	改革，改造，改良	개혁하다
2774	reakcio	{Ｂ}反動; 【化】反応	反动；（化）反应	반동, 【화학】반응
2775	reflekti	{Ｂ}［他］反射する; 反映する	反射；反映	반사하다, 반영하다
2776	regimento	{Ｂ}【軍】連隊	（军事）团，联队	군대 조직 단위, 연대
2777	registro	{Ｂ}記録, 登録簿	登记表；记录	기록, 등록부
2778	reklami	{Ｂ}［自］宣伝する（広告する）	为…做广告，宣传	광고하거나 선전하다
2779	rekompenco	{Ｂ}報酬, 報い	报酬，报偿，奖赏	보상, 보수; 상
