row_index	column	old	new
1312	Korean_Trans	손가락 등으로 집다, 꼬집다; (악기 줄을) 뜯다	손가락 등으로 집다, 꼬집다; (동물이 풀을) 뜯다; (악기 줄을) 뜯다; (새싹을) 집어내다
1313	Chinese_Trans	工兵；拓荒者；先锋；创始者	拓荒者，先驱；（军）工兵；（旧苏联）少先队员
1313	Korean_Trans	선구자, 개척자	선구자, 개척자; (군사) 공병; (구소련) 피오네르 대원
1319	Korean_Trans	천장; (비유) 상한, 최고 한도	천장; (기상) 운고(雲高); (항공) 상승 한계; (비유) 상한, 최고 한도
1321	Korean_Trans	방의 마루, 바닥	방의 마루, 바닥; (교량) 교면(橋面)
1323	Korean_Trans	식물을 심다	식물을 심다; (땅에 박아) 세우다
1341	Korean_Trans	각각에게, 일정 비율로；（문자 이름） 포（P）	…씩, 각자; (문자 이름) 포(P)
1344	Korean_Trans	시, 운문이라는 문학 장르	시, 시가, 운문; 시정(詩情), 시취
1345	Korean_Trans	경찰 조직, 기관	경찰 조직·기관; 경찰관(구성원)
1351	Korean_Trans	인기 있는, 대중적인	인기 있는, 대중적인; 통속적이고 평이한
1359	Korean_Trans	시간이나 공간에서 뒤에 있음	시간적으로 …뒤에; 공간적으로 …뒤에
1367	Korean_Trans	우편, 우편 사업	우편, 우편 사업; (역사) 역마차
1369	Korean_Trans	실천, 실행	실천, 실행, 실용; (이론에 대립하는) 실제 적용
1373	Korean_Trans	강연하다	강연하다, 강의하다
1374	Korean_Trans	누르다, 압박하다	누르다, 쥐어짜다, 압박하다; (비유) 억압하고 괴롭히다
1380	Korean_Trans	준비가 된, 채비를 마친; 즉각 대응할 수 있는; 기꺼이 …할	준비가 된, 채비를 마친; 즉각 대응할 수 있는; 기꺼이 …할 준비가 된
1390	Korean_Trans	군주, 왕자, 공작	군주(소국의), 왕자; 공작; (비유) 제일인자
1396	Korean_Trans	일을 진행하거나 처리하다	절차를 진행하다, 처리하다; 순서대로 나아가다
