row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
2600	heĝo	{Ｂ}生け垣	灌木树篱，绿篱	산울타리
2601	ho!	{Ｂ}［間］おお！	嗬！啊！	오!, 아아!
2602	horizontalo	{Ｂ}水平線	水平线；横线	수평선; 수평의 선
2603	hufo	{Ｂ}（馬などの）ひづめ	蹄	발굽
2604	ia/foj/e	{Ｂ}［副］時々; かつて	有时，偶尔；曾经	가끔, 어떤 때
2605	impeti	{Ｂ}［自］突進する, 激しく動く	突进，冲刺	격렬히 돌진하다
2606	impulso	{Ｂ}衝動; 【理】衝撃, インパルス	推进力；脉冲；冲动	충동; (물리) 충격, 임펄스
2607	insidi	{Ｂ}［自］わなを掛ける, 陥れようとする	设陷阱，布圈套，暗害	몰래 함정을 파 음해하다
2608	inspektoro	{Ｂ}検査官, 監督官	检查员	검사관, 감독관
2609	instanco	{Ｂ}【法】審級; 決定機関	（法）审级；决定机构	법원의 심급; 결정 기관
2610	intereso	{Ｂ}興味, 関心; 利益	兴趣；利益；利害关系	흥미, 관심, 이익, 이해관계
2611	interpelacii	{Ｂ}［他］（議会で）質問する	提出质问，质询	국회에서 질의하다
2612	invalido	{Ｂ}傷痍軍人; 身体障害者	残疾人，伤员，病弱者	상이군인; 장애인
2613	jugo	{Ｂ}くびき; 《転》束縛, 圧制	轭；桎梏，束缚，压迫	멍에; (비유) 속박, 압제
2614	juki	{Ｂ}［自］かゆい	痒，发痒	가렵다, 근질거리다
2615	jungi	{Ｂ}［他］（馬などを）車につなぐ	套（牲口），挂（车）	짐승을 수레에 매다
2616	kahelo	{Ｂ}タイル	方瓷砖，花砖	타일
2617	kajuto	{Ｂ}船室, キャビン	船舱，机舱	선실, 캐빈
2618	kakao	{Ｂ}カカオ	可可豆	카카오콩
2619	kakto	{Ｂ}【植】サボテン	仙人掌科植物	선인장과 식물
2620	kalkan/umo	{Ｂ}（靴の）かかと	鞋后跟	구두의 뒤꿈치
2621	kalo	{Ｂ}たこ（胼胝）, まめ	趼子，茧子，胼胝	굳은살, 티눈
2622	kamelo	{Ｂ}【動】ラクダ（駱駝）	骆驼属动物	낙타
2623	kankro	{Ｂ}【動】カニ; 【天】巨蟹宮	蟹；螃蟹；巨蟹座	게; (천문) 게자리(황도12궁)
