row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
2400	ŝvebi	{Ｏ}［自］（空中に）浮かぶ, ただよう, 舞う, 滑空する; すべるように動く; 【理】（水中で）漂う, >>flosi, >>sinki; 《転》（心などに）浮かぶ; 《転》宙づりになっている	悬浮；漂浮；滑翔；《转》（心中）浮现	공중에 뜨거나 떠돌다, 활공하다; (물리) 물속에서 부유하다; (비유) 마음에 떠오르다; (비유) 미해결로 남다
2401	-adi	{Ｂ}［接尾辞］（継続・反復する行為を示す）	[后缀] 表示动作持续或反复	지속·반복되는 행위를 나타내는 접미사
2402	-ado	{Ｂ}［接尾辞］（行為・状態・動作の継続を示す）	[后缀] 表示动作、状态的持续或反复	행위·상태의 지속, 반복
2403	-ano	{Ｂ}［接尾辞］（構成員・住民・信奉者を示す）	[后缀] 表示成员、居民、信奉者	구성원·주민·신봉자를 나타내는 접미사
2404	-aro	{Ｂ}［接尾辞］（同種のものの集団を示す）	[后缀] 表示同类事物的集合	같은 종류의 사람·사물 집단을 나타내는 접미사
2405	-aĵo	{Ｂ}［接尾辞］（具体化された事物を示す）	[后缀] 表示具体化的事物	어근과 관련된 구체적인 사물을 나타내는 접미사
2406	-ebla	{Ｂ}［接尾辞］（受身の可能を示す）	[后缀] 表示“可…的”“能被…的”	…될 수 있는, …당할 수 있는(피동 가능)을 나타내는 접미사
2407	-eco	{Ｂ}［接尾辞］（性質・特性を示す）	[后缀] 表示性质、特性	성질·특성을 나타내는 접미사
2408	-ejo	{Ｂ}［接尾辞］（場所を示す）	[后缀] 表示场所	장소를 나타내는 접미사
2409	-ema	{Ｂ}［接尾辞］（傾向・習慣を示す）	[后缀] 表示倾向、习惯	어떤 성향·습관이 있음을 나타내는 접미사
2410	-estro	{Ｂ}［接尾辞］（長を示す）	[后缀] 表示首长、负责人	우두머리·책임자를 나타내는 접미사
2411	-ido	{Ｂ}［接尾辞］（子・子孫を示す）	[后缀] 表示子代、后裔	자식·후손을 나타내는 접미사
2412	-igi	{Ｂ}［接尾辞］（他動詞・使役動詞を作る）	使之…	…하게 하다, …이 되게 하다
2413	-ilo	{Ｂ}［接尾辞］（道具・機械・薬剤などを示す）	[后缀] 表示工具、器械、药剂等	도구·기구·약제 등을 나타내는 접미사
2414	-inda	{Ｂ}［接尾辞］（～される価値がある）	值得被…的	…할 가치가 있는, …할 만한
2415	-ino	{Ｂ}［接尾辞］（女性・雌を示す）	女（雌）性	여성·암컷을 나타내는 접미사
2416	-ismo	{Ｂ}［接尾辞］（主義・教義・学説などを示す）	主义，学说	주의·학설을 나타내는 접미사
2417	-isto	{Ｂ}［接尾辞］（職業的従事者・主義者・信奉者を示す）	…者，…家，主义者	직업 종사자·주의자·신봉자를 나타내는 접미사
2418	-iĝi	{Ｂ}［接尾辞］（自動詞を作る）	变成…	…이 되다, …으로 변하다
2419	-obla	{Ｂ}［接尾辞］倍数を示す	…倍的	배수(…배)를 나타내는 접미사
2420	-ona	{Ｂ}［接尾辞］（分数を示す）	…分之一的	분수(…분의 1)를 나타내는 접미사
2421	-ujo	{Ｂ}［接尾辞］（容器・樹木・国名を示す）	容器；（树名后缀）；（旧）国名后缀	용기·나무·나라 이름을 나타내는 접미사
2422	-ulo	{Ｂ}［接尾辞］（人・動物を示す）	具有该特点的人或动物	특징을 지닌 사람·동물을 나타내는 접미사
2423	Pasko	{Ｂ}【キ】復活祭, イースター; 【ユ】過越（すぎこし）の祭り	逾越节；复活节	기독교의 부활절; 유대교의 유월절
2424	abio	{Ｂ}【植】モミ（樅）（属）	冷杉属植物	전나무속 식물
2425	abomeno	{Ｂ}嫌悪, 憎悪	憎恶	혐오, 증오
2426	abrikoto	{Ｂ}【果】アンズ（杏）	杏（果实）	살구
2427	abrupta	{Ｂ}突然の（険しい）, 不意の; 険しい	突然的，唐突的；陡峭的	갑작스러운, 돌연한; 가파른
2428	abstini	{Ｂ}［自］（酒・タバコなどを）慎む, 節制する; 絶つ, やめる	节制，禁戒（烟酒等）；吃斋，斋戒	술·담배 등을 끊고 절제하다
2429	acida	{Ｂ}酸っぱい, 酸味のある; 【化】酸性の	酸味的，酸性的	신맛의, 산성의
2430	agento	{Ｂ}代理人, 代理店; 手先; 【理】作用物質	代理人，代理商；爪牙；[理] 作用物质	대리인, 대리업자; 앞잡이; (물리) 작용 물질
2431	agiti	{Ｂ}［他］扇動する, かき立てる; （液体を）かき混ぜる	鼓动，煽动；搅动，搅拌	선동하다；휘저으며 섞다
2432	aglo	{Ｂ}【鳥】ワシ（鷲）（属）	鹰，雕（类）	수리(독수리)
2433	agordo	{Ｂ}【楽】調律; 【通】同調; （心の）調和	调音；调谐；（心境）协调	조율; 동조; 조화
2434	akcio	{Ｂ}【経】株, 株式	股份；股票，有价证券	주식
2435	akno	{Ｂ}【医】にきび, 吹き出物	粉刺，痤疮（青春痘）	여드름
2436	akrido	{Ｂ}【虫】バッタ, イナゴ	蚱蜢	메뚜기
2437	akso	{Ｂ}軸, 車軸; 心棒	轴，中心线，轴心	축, 중심축, 차축
2438	alarmo	{Ｂ}警報, 非常報知	警报信号	경보, 비상신호
2439	alaŭdo	{Ｂ}【鳥】ヒバリ（雲雀）（属）	云雀属鸟类	종달새
2440	aleo	{Ｂ}並木道（散歩道）	园中小路，花径	정원오솔길
2441	algo	{Ｂ}【植】藻（も）, 藻類	藻类	조류(藻類)
2442	aluminio	{Ｂ}【化】アルミニウム	铝	알루미늄
2443	ambasado	{Ｂ}大使館; 大使の職	大使馆；大使的职务	대사관; 대사의 직위
2444	ampolo	{Ｂ}電球; 【医】アンプル	细颈瓶，安瓿，电灯泡	전구; (의학) 앰풀
2445	angilo	{Ｂ}【魚】ウナギ（鰻）（属）	鳗鲡属鱼类（鳗，白鳝）	뱀장어
2446	ansero	{Ｂ}【鳥】ガン（雁）（属）; ガチョウ	雁属鸟类（雁，鹅）	기러기류; 거위
2447	aperturo	{Ｂ}開口部, 穴; 【写】絞り	物体进出口，开度，光圈	개구부, 구멍; (사진) 조리개
2448	apostolo	{Ｂ}【キ】使徒; 《転》主唱者, 先駆者	使徒，鼓吹者	사도; (비유) 주창자, 선구자
2449	apro	{Ｂ}【動】イノシシ（猪）	野猪	야생 멧돼지
2450	arda	{Ｂ}燃えている, 白熱した; 熱烈な	炽热的，白热的；热烈的	타오르는, 뜨거운
2451	armo	{Ｂ}武器, 兵器, =armilo	武器	무기
2452	arterio	{Ｂ}【解】動脈; 《転》幹線	动脉，干线	동맥; (비유) 간선
2453	artiko	{Ｂ}【解】関節; 節目	关节，枢纽	관절; 마디, 절점
2454	asembleo	{Ｂ}総会, 集会; 議会	议会，大会	총회, 의회
2455	asfalto	{Ｂ}アスファルト	沥青，柏油	아스팔트
2456	asisti	{Ｂ}［他］（そばにいて）手伝う, 補佐する; 参列する	协助，辅佐；列席，出席	곁에서 돕다, 보좌하다; (행사에) 참석하다
2457	avantaĝo	{Ｂ}有利（な点）, 強み; 利益, 便宜	优越，优势；利益，方便	유리함, 이점
2458	aveno	{Ｂ}【植】カラスムギ（烏麦）（属）, オート麦	燕麦属植物；燕麦粒	귀리
2459	aviad/ilo	{Ｂ}航空機, 飛行機	飞机	비행기
2460	aŭdaca	{Ｂ}大胆な, 勇敢な; ずうずうしい	大胆，放肆，敢于冒险	대담하고 용감한; 뻔뻔한
2461	bacilo	{Ｂ}【生】桿菌（かんきん）, バチルス	杆菌	막대 모양 세균
2462	bakterio	{Ｂ}【生】細菌, バクテリア	细菌	세균, 박테리아
2463	banto	{Ｂ}蝶結び（のリボン）	装饰花结	리본 모양 매듭
2464	bapti	{Ｂ}［他］【キ】洗礼を施す; 命名する	洗礼；命名	세례를 베풀다; 이름을 붙이다
2465	barbiro	{Ｂ}理髪師, 床屋	理发师	이발사
2466	barko	{Ｂ}【海】バーク（３本マストの帆船）; 小舟	无甲板小船；三桅以上帆船	삼장 이상 돛배(바크); 작은 배
2467	basko	{Ｂ}（上着の）すそ	下摆	옷자락 아래 부분
2468	beto	{Ｂ}【植】フダンソウ（不断草）（属）; テンサイ（甜菜）	甜菜属植物	근대속 식물; 사탕무
2469	betulo	{Ｂ}【植】カバノキ（樺）（属）	桦木属植物	자작나무속 식물
2470	bifsteko	{Ｂ}【料】ビーフステーキ	牛排，肉排	쇠고기 스테이크
