row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
900	krom	{Ｂ}［前］～のほかは（～を除いて）; ～のほかにも（～を含めて）	除了…以外；此外，还有	…을 제외하고; …외에도, 게다가
901	krono	{Ｂ}冠, 王冠; （栄誉の印としての）花冠, 栄冠; 王権, 王位; 冠状のもの / 【貨】クローネ（デンマーク・スウェーデンなどの通貨）	花冠，冕，王冠；冠状物；（货币）克朗	왕관, 화관; 왕권, 왕위; (화폐) 크로네
902	kroĉi	{Ｂ}［他］掛ける, ひっ掛ける; 強くつかむ	（用钩）悬挂；抓住，固定	걸다, 매달다; 갈고리로 고정하다; 꽉 붙잡다
903	kruco	{Ｂ}【宗】十字架; はりつけ台; 十字形のもの; 《転》苦難	十字架，十字标记、符号、物品	십자가; 십자형의 것; (비유) 고난
904	kruda	{Ｂ}生の, 未加工の; 粗野な, 荒々しい	生的，天然，未加工的，粗鲁	날것의, 미가공의; 거친, 조야한
905	kruela	{Ｂ}残酷な, むごい; 厳しい, 悲惨な	残忍，残暴；惨痛，悲惨	잔인한, 무자비한
906	kruro	{Ｂ}（人・動物の）脚, 足（全体）; 【解】すね, 脚（膝から足首まで）, >>〜; 《転》脚部	腿，脚；（解）小腿（膝至踝）	사람이나 동물의 다리, 특히 종아리
907	krusto	{Ｂ}（パン菓子などの）硬い皮, 外皮; （一般に）物の硬い表面, 殻; （傷の）かさぶた	硬外皮，甲壳，外壳	딱딱한 껍질, 표면; (상처의) 딱지
908	kruta	{Ｂ}切り立った, 険しい	险峻，陡峭	가파르고 험한
909	kruĉo	{Ｂ}（取っ手のついた）水差し, ポット, やかん	壶	손잡이 달린 물주전자
910	kubo	{Ｂ}【数】立方体; 【数】立方; サイコロ, =ĵet〜; 立方形の物	立方体；（数）立方；骰子；立方形物体	정육면체 모양의 입체
911	kubuto	{Ｂ}【解】ひじ; 《転》曲がり角, 屈曲部; 【機】エルボ（管）, Ｌ字継手	肘；弯头，弯管接头	팔꿈치; 굽은 부분; (기계) 엘보관
912	kudri	{Ｂ}［他］縫う, 縫い合わせる	缝	꿰매다, 바느질하다
913	kuglo	{Ｂ}弾丸, たま, 小銃弾	子弹，枪弹	총의 탄환, 총알
914	kuiri	{Ｂ}［他］（加熱して）料理する, 調理する	煮，烧，烹调	가열해 조리하다
915	kuko	{Ｂ}【菓】焼き菓子, ケーキ, パイなどのケーキ類	糕点	케이크, 파이 등의 구운 과자
916	kukumo	{Ｂ}【植】キュウリ（種）; キュウリの果実	黄瓜；（尤指）黄瓜果实	오이, 오이 열매
917	kukurbo	{Ｂ}【植】カボチャ（属）	南瓜属植物（南瓜、西葫芦等）	호박속 식물
918	kulero	{Ｂ}【料】さじ, スプーン	汤匙	숟가락, 스푼
919	kulpa	{Ｂ}罪のある, 過ちを犯した	有罪的；有过失的	죄 있는, 잘못 있는
920	kulturi	{Ｂ}［他］（才能などを）育てる; （人を）啓発する, 開化する; =kultivi（耕作する・栽培する）	培养（才能、文化）；启发，开化；（另义）耕作，栽培	사람의 정신과 교양을 높이도록 기르다
921	kun	{Ｂ}［前］～と共に, ～と一緒に; ～と, ～に対して; ～を連れて, ～を持って; ～と同時に, ～しながら	和…一起	함께, 같이; 동반·동시에 있음을 나타내는 말
922	kuniklo	{Ｂ}【動】カイウサギ, イエウサギ（家兎）, >>〜	家兔；（泛）兔子	집에서 기르는 토끼
923	kupono	{Ｂ}クーポン（券）, 切符の半券; 【経】利札（りさつ）	优惠券，票券存根；（经）息票	쿠폰, 반권, 【경제】이표
924	kupro	{Ｂ}【化】銅（原子番号29の金属元素）	铜	금속 원소 구리
925	kuraci	{Ｂ}［他］治療する, 治す; 《転》癒やす	治疗	병을 치료하다
926	kuraĝa	{Ｂ}勇気ある, 勇敢な, 度胸のある, 元気な	勇敢	용감한, 씩씩한
927	kurbo	{Ｂ}曲線, カーブ; 【学】（グラフの）曲線	曲线	곡선, 커브
928	kuri	{Ｂ}［自］走る, 駆ける; 急いで行く; （水などが）流れる	跑，奔走；（水等）流动	달리다, 빠르게 뛰어 움직이다
929	kurioza	{Ｂ}珍しい, 奇妙な, 好奇心をそそる	稀奇，离奇，令人惊奇	진기하고 이상한
930	kurso	{Ｂ}講座, 講習会, 課程; コース, 道順, 路線	课程，讲习班；航线	강좌, 강습, 과정; 코스, 노선, 항로
931	kurteno	{Ｂ}カーテン, （劇場の）幕	帏，帐，幔，帘	커튼, 막
932	kuseno	{Ｂ}クッション, 座布団	垫子，坐垫，靠垫	쿠션, 방석
933	kutimo	{Ｂ}（個人の）習慣, 癖（くせ）; （社会の）習わし, 慣習	习惯，习俗	습관, 버릇
934	kuvo	{Ｂ}桶（おけ）, たらい	盆，桶，缸	통, 대야
935	kuzo	{Ｂ}いとこ（男）	堂（表）兄弟（男）；男表亲	남자 사촌
936	kuŝi	{Ｂ}［自］横たわっている, （水平に）置かれている; （異性と）寝る; 《転》位置する, 存在する, ある	躺；（水平地）放置；位于，处于	누워 있다, （수평으로） 놓여 있다, 《전》위치하다
937	kvadrato	{Ｂ}【数】正方形; 【数】平方, 二乗; 【軍】方陣	正方形；平方	정사각형；（수학） 제곱
938	kvalito	{Ｂ}質, 品質, ><〜; 特性, 特質	特质，性质，质量，资质	질, 품질; 특성, 자질
939	kvankam	{Ｂ}［接］（～だ）けれども, とはいえ, にもかかわらず	虽然，尽管	비록 …일지라도
940	kvanto	{Ｂ}量, 数量, ><〜	量，数量	양, 수량
941	kvar	{Ｂ}［数詞］四	四	넷
942	kvartalo	{Ｂ}市区, 区画, 街区, 地区, >>urboparto	行政区，居民区，地区	도시의 한 구역, 동네
943	kvazaŭ	{Ｂ}［副］まるで～のように, あたかも / {Ｂ}［接］まるで～のように	好象，仿佛	마치 …인 것처럼, 거의 비슷하게
944	kverko	{Ｂ}【植】ナラ（楢）, カシ（樫）, オーク; 【植】コナラ属	栎属植物（栎树，橡树）	참나무, 오크나무
945	kvieta	{Ｂ}静かな, おだやかな, おとなしい, >>〜	平静，寂静；安详；温和	조용하고 고요한, 평온한
946	kvin	{Ｂ}［数詞］五	五	다섯
947	la	{Ｂ}［定冠詞］（既知のもの・種全体を示す）	[定冠词]	정관사
948	labori	{Ｂ}［自］働く, 労働する, 仕事する, 勤める; 勉強する; 精を出す; （機械が）作動する	工作，劳动；学习；（机器）运转	일하다, 노동하다; 공부하다; (기계가) 작동하다
949	laca	{Ｂ}疲れた, くたびれた; 《転》飽き飽きした	疲劳，累；厌倦	피곤하고 지친; (비유) 싫증 난
950	lado	{Ｂ}金属の薄板, 金属板; ブリキ, トタン	金属薄板，铁皮，镀锡铁皮（马口铁）	얇은 금속판, 철판
951	lago	{Ｂ}湖	湖	호수
952	lakto	{Ｂ}乳, 牛乳; 乳状の液	奶，乳汁	젖, 우유; 유액(젖빛 액체)
953	lama	{Ｂ}足（脚）の不自由な, びっこの; 《転》釣り合いの取れていない	跛行的，腿脚不便的；（转）不平衡的	다리를 저는, 절름발이인
954	lampo	{Ｂ}ランプ; 灯火; 電灯	灯	램프
955	lando	{Ｂ}国, 国土; 地方, 地域; 祖国, 郷土	国家，国土；地区，地域；祖国，故乡	나라, 국토
956	lango	{Ｂ}【解】舌; 【料】（牛などの）舌肉, タン; 舌状のもの; 《転》話しぶり, 弁舌	舌头；（食）舌肉；（转）口才	혀; (식용) 혀고기; (비유) 말솜씨
957	lano	{Ｂ}羊毛, ウール, （ヤギなどの）柔毛; 毛糸; 羊毛状のもの	羊毛；（织）毛线，毛织物	양털, 양모
958	lardo	{Ｂ}【料】豚の脂身, ラード; （古）ベーコン, >>bekono / >>porkograso	猪脂肪，猪油；（旧）培根	돼지 비계, 라드
959	larmo	{Ｂ}涙; （液体の）一滴; しずく	眼泪；一滴液体，水滴	눈물
960	larĝa	{Ｂ}幅の広い; 幅のある; 大幅な, ゆったりした	宽，宽阔	폭이 넓은, 너른
961	lasi	{Ｂ}［他］（物を）放置する, 置いて去る, 手放す; （人を）放す, ほうっておく; ～するに任せる	留下，丢下，让，听任	그대로 내버려 두다, 방치하다
962	lasta	{Ｂ}最後の, 最終の, 後者の; 最近の, 最新の, 直前の, この前の; 最下位の, 最低の	最后的；最近的；（排名）最末的	마지막의, 최종의; 최근의; 최하위의
963	lavi	{Ｂ}［他］洗う, 洗濯する, 洗浄する, 洗い落とす; 清める	洗	물로 씻거나 빨래하다
964	laŭ	{Ｂ}［前］～に沿って, ～に従って, ～によって	沿着；按照	…을 따라; …에 따라; …에 의하여
965	laŭdi	{Ｂ}［他］ほめる, たたえる, 称賛する	称赞，赞扬	칭찬하다
966	laŭta	{Ｂ}大声の, 声高な, 高く響く, 騒がしい; 《転》派手な, 目立つ	大声，响亮	소리가 큰, 시끄러운; (비유) 요란한, 눈에 띄는
967	leciono	{Ｂ}授業, けいこ, レッスン; 学課, 課業; （教科書の）課; 教訓, 戒め	课，功课	수업, 레슨, 과; 교훈, 가르침
968	ledo	{Ｂ}なめし革, 革	皮革	가죽
969	legi	{Ｂ}［他］読む, 音読する; 読み取る, 解読する; 【情】読み取る	读；朗读；读懂，解读	읽다, 글을 해독하다
970	legomo	{Ｂ}野菜	蔬菜	채소
971	lekcio	{Ｂ}（大学の）講義	（大学）讲义，讲课	대학 강의
972	leki	{Ｂ}［他］なめる; 《転》へつらう	舔，舐；拍…马屁	핥다; (비유) 아첨하다
973	leono	{Ｂ}【動】ライオン; 獅子（しし）	狮子	사자
974	leporo	{Ｂ}【動】ノウサギ; （一般に）ウサギ（兎）, >>〜	野兔；（泛）兔子	산과 들에 사는 토끼
975	lerni	{Ｂ}［他］学習する, 学ぶ, 習う, 覚える; 身につける, 体得する	学；学会	배우다, 공부하다
976	lerta	{Ｂ}器用な, 巧みな, 上手な; 敏捷な, すばしこい	灵巧，熟练，敏捷；机灵；精巧	능숙한, 솜씨 좋은; 민첩한
977	letero	{Ｂ}手紙, 書状, 書簡	信	편지, 서신
978	levi	{Ｂ}［他］上げる, 持ち上げる, 拾い上げる; 立てる, 起こす; 《転》高める, 出す	（举、抬、提）起；提高，提拔	들어 올리다; 세우다, 일으키다; (비유) 높이다
979	leĝo	{Ｂ}【法】法律, 法, 法規; おきて, 戒律, 律法; 【理】法則	法律，准则，法则	법률, 법규; 규범, 계율; (과학) 법칙
980	li	{Ｂ}［代］彼, あの男	他	그, 그 남자
981	libera	{Ｂ}自由な; 独立の, 束縛されない, 免れた; ひまな, 空いている, 広々した	自由的；独立的，不受束缚的；空闲的；宽敞的	자유롭고 구속이나 제약이 없는 상태
982	libro	{Ｂ}本, 書籍, 書物, 図書; 帳簿, 記録簿; （書物の）巻, 編, 書	书，簿，册	책, 장부, 권
983	liceo	{Ｂ}リセ（フランスの後期中等教育学校）	（法国和意大利的）中学校	프랑스·이탈리아의 중학교
984	lifto	{Ｂ}エレベーター, 昇降機; 【海】（帆桁の）つり綱	电梯	엘리베이터, 승강기; (해양) 돛대 줄(리프트)
985	ligi	{Ｂ}［他］結ぶ, 縛る, つなぐ; 結び合わせる; 《転》束縛する; 関係づける; 団結させる	绑，连，联	묶다, 연결하다; 결속시키다; 관련짓다
986	ligno	{Ｂ}木（木材）, 材木; 【植】木質	木材；木质部分	나무의 단단한 부분
987	lilio	{Ｂ}【植】ユリ（属）（百合）	百合	백합속 식물
988	limo	{Ｂ}境界, 境, 端, 果て; 国境; 限界, 限度, 極限; 期限	分界线；范围	경계, 국경; 한계, 한도; 기한
989	lingvo	{Ｂ}言語, 言葉; 言葉づかい, 語法; 伝達手段	语言	언어, 말
990	linio	{Ｂ}線, 境界線, すじ; 列, 並び, 系統; （文字の）行; 【数】線; 【交】路線; 【運】ライン	线；列，系统；行；路线	선, 줄, 행, 노선, 계통
991	lipo	{Ｂ}唇; 《転》口; 【植】唇弁（しんべん）	嘴唇；（转）口；（植）唇瓣	입술; (식물) 순판
992	listo	{Ｂ}一覧表, 表, リスト, 目録, 名簿	表，目录，名单	목록, 명단
993	literaturo	{Ｂ}文学, 文芸; 文献	文学；文献（某主题相关文献）	문학, 문헌
994	litero	{Ｂ}文字, 字; 【印】活字, >>ideografiaĵo; 字句, 文面	文字，字母；（印）活字；字句，文面	글자, 문자
995	lito	{Ｂ}ベッド, 寝台; 寝床; （動物の）ねぐら	床，卧床；（动物）窝	침대, 잠자는 자리
996	litro	{Ｂ}【単】リットル（容積の単位）	升	부피 단위 리터
997	liveri	{Ｂ}［他］配達する, 届ける, 引き渡す, 納品する; 供給する	交货，交付；供给，提供	배달하다, 인도하다; 공급하다
998	logi	{Ｂ}［他］気を引く, （心を）引き付ける, 魅惑する; 誘う, おびき寄せる	引诱；吸引	유혹하다, 꾀어 끌어들이다
999	logiko	{Ｂ}論理学; 論理, 論法, 道理; 論理的必然, 当然の成り行き	逻辑；逻辑学；道理；必然的结果	논리; 논리학; 이치, 필연적 귀결
