row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
600	hieraŭ	{Ｂ}［副］きのう, 昨日	昨天	어제
601	higieno	{Ｂ}衛生学; 衛生	卫生，卫生学	위생, 위생학
602	himno	{Ｂ}【宗】賛美歌; 賛歌	圣歌，赞美诗	찬송가, 성가
603	hirundo	{Ｂ}【鳥】ツバメ（属）; =dom〜	燕属鸟类	제비
604	historio	{Ｂ}歴史; 歴史学; 沿革, 来歴; 画期的な事件; 物語, 話	历史；故事	역사; 역사학; 유래, 경위; 이야기
605	hodiaŭ	{Ｂ}［副］きょう; 今日（こんにち）では	今天；现今，如今	오늘; 오늘날, 요즘
606	hoko	{Ｂ}鉤（かぎ）; 【機】フック; 釣り針, =fiŝ〜; 【運】（ボクシングの）フック	钩子，鱼钩	갈고리, 낚싯바늘; (권투) 훅
607	homo	{Ｂ}人, 人間; 【動】ヒト	人	사람, 인간
608	honesta	{Ｂ}正直な, 誠実な, 実直な; 公正な, 正当な, まともな, いつわりのない	正直，诚实；正当，公正	정직하고 성실한; 정당하고 공정한
609	honoro	{Ｂ}名誉, 面目; 栄誉, 光栄; 敬意, 尊敬	尊敬，荣誉	명예, 영예; 존경, 경의
610	honti	{Ｂ}［自］恥じる; 恥ずかしがる（対象・原因を伴う）	感到羞耻，害羞，羞愧	부끄러워하다, 수치심을 느끼다
611	hordeo	{Ｂ}【植】オオムギ（属）	大麦属植物；大麦粒	보리
612	horizonto	{Ｂ}地平線, 水平線; 《転》（思考・知識などの）視界, 範囲; 【地質】層準; 土壌の層位	地平线，水平线；眼界，见识	지평선, 수평선; (비유) 시야, 견문; (지질·토양) 층위
613	horloĝo	{Ｂ}時計; 柱時計, 大時計	钟，表，计时器	시계
614	horo	{Ｂ}一時間; 時間, 時刻	小时；时刻，时间	한 시간, 시각
615	hospitalo	{Ｂ}病院, =malsanulejo; 【史】施療院	医院	병원
616	hotelo	{Ｂ}ホテル, 旅館	旅馆，饭店	호텔, 여관
617	humana	{Ｂ}人間的な, 人情味のある, 人道的な	人道的，仁慈的；有人情味的	인간적이고 인도적인
618	humida	{Ｂ}湿った, 湿気のある, じめじめした, =malseketa	潮湿	습한, 축축한
619	humila	{Ｂ}謙虚な, 控えめな; 卑下した	谦虚，谦逊；（文）卑微的	겸손한, 겸허한
620	humoro	{Ｂ}気質; 気分, 機嫌; 《古》（人の性格を左右するとされた）体液（ユーモアを表す別語とは区別）	性情，情绪，气质	사람의 기분이나 감정 상태, 성격적 기질
621	hundo	{Ｂ}【動】イヌ（犬）	狗	개
622	ia	{Ｂ}［形］ある種の, なんらかの（種類・性質）	某种的，某类的	어떤 종류의
623	ial	{Ｂ}［副］ある理由で, なぜか	因为某种缘故	어떤 이유로, 왜
624	iam	{Ｂ}［副］ある時, いつか（過去・未来）	某时，任何时候；曾经	어느 때엔가, 언젠가
625	idealo	{Ｂ}理想	理想，崇高目标	이상, 이상적
626	identa	{Ｂ}同一の; 同様の, そっくり同じの	完全一样，同样，没有差异	완전히 동일한, 똑같은
627	ideo	{Ｂ}観念; 考え, 思想; 思いつき, アイデア; 【哲】イデア; 【楽】楽想	观念，主意，理想	관념, 생각, 아이디어; (철학) 이데아
628	ie	{Ｂ}［副］どこかで, あるところに	某处，在某处	어딘가에서, 어떤 곳에
629	iel	{Ｂ}［副］どうにかして	用某种方法	어떻게든
630	ies	{Ｂ}［形］だれかの, ある人の	某人的	누군가의
631	ignori	{Ｂ}［他］（意図的に）無視する, 見ないふりをする, 知らないふりをする, >>〜	不理，无视，漠视	일부러 무시하다
632	ili	{Ｂ}［代］（三人称複数）彼ら, 彼女ら, それら	他（她、它）们	삼인칭 복수, 그들
633	ilustri	{Ｂ}［他］挿絵を入れる, 図解する; （例をあげて）説明する	加插图，图解；（举例）说明	책 등에 그림을 넣어 설명하다
634	imagi	{Ｂ}［他］想像する, 思い描く	想象，设想	상상하다
