row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
500	fortika	{Ｂ}堅固な, 頑丈な, 頑健な; 要塞化した	坚实，牢固，强健	견고한, 튼튼한
501	forĝi	{Ｂ}［他］鍛える, 鍛造する; 《転》鍛錬する, 鍛え上げる	锻打，锻造	쇠를 두들겨 단련·단조하다; (비유) 단련하여 형성하다
502	fosi	{Ｂ}［他］掘る; 発掘する; 《転》（問題などを）掘り下げる	掘土，翻地；挖掘	땅을 파다, 발굴하다
503	fosto	{Ｂ}【建】柱; くい, 標柱, 電柱, >>〜, >>〜	立柱，桩，路标，电杆	기둥, 말뚝, 표지말뚝
504	frago	{Ｂ}【果】オランダイチゴ（実）; 《般》イチゴ（苺）	草莓	딸기
505	frakasi	{Ｂ}［他］音をたてて打ち砕く, ガラガラと壊す; 《転》撃破する, 打ちのめす	粉碎，打碎；摧毁，消灭	산산이 부수다
506	frandi	{Ｂ}［他］好んで食べる, 好きである, 賞味する, 味わう	享用美味	맛있게 즐겨 먹다
507	frapi	{Ｂ}［他］たたく, 打つ; たたいて音を出す; はっとさせる, 驚かす	敲打，拍打；（门等）敲击；（转）使吃惊，给人强烈印象	때리다, 두드리다; (문 등을) 두드리다; (비유) 강한 인상을 주다
508	frato	{Ｂ}兄弟; （親しい）仲間; 【宗】ブラザー, =〜ulo	兄弟	형제, 남자 형제
509	frazo	{Ｂ}文, 文章; 美辞麗句; 【楽】楽句, フレーズ	句子；（空洞的）言词；【乐】乐句	문장, 【음악】악절, 프레이즈
510	fraŭlo	{Ｂ}未婚男性, 独身男性	未婚男子	미혼 남성, 총각
511	fremda	{Ｂ}異国の, 他国の; 見知らぬ, 見慣れない; 無縁の, よそ事の	外国的；陌生	외국의; 낯선, 생소한; 무관한
512	freneza	{Ｂ}気の狂った; 気違いじみた, 無分別な; 我を忘れた	疯狂，失去理性的；荒诞	미친, 제정신이 아닌
513	freŝa	{Ｂ}生き生きした, 若々しい; 新鮮な, 生の; 真新しい, 最新の	新鲜，鲜嫩，新近	신선한
514	fripono	{Ｂ}ペテン師, 悪党	流氓，骗子	사기꾼, 악당
515	friti	{Ｂ}［他］【料】（油で）揚げる; いためる	油炸，煎	기름에 튀기다, 볶다
516	frizi	{Ｂ}［他］（髪を）カールする, パーマをかける	烫发	머리를 파마하다
517	fromaĝo	{Ｂ}【料】チーズ	干酪，乳酪	치즈
518	fronto	{Ｂ}正面, 前面; 【軍】最前線; 戦線; 【気】前線	前线；阵线；前面，正面	정면, 전면; (군사·기상) 전선
519	frosto	{Ｂ}厳寒, 氷点下の寒気; 《転》ひどい寒け	严寒，冰冻；心寒	혹한, 얼 정도의 추위
520	froti	{Ｂ}［他］摩擦する, こする	摩擦	세게 문지르다
521	frukto	{Ｂ}【植】果実, 実（み）, >>drupo, >>〜, >>〜; くだもの; 《転》成果, 結果	果实；水果；（转）成果	과일, 열매; (비유) 성과
522	frunto	{Ｂ}額（ひたい）, 前頭部	前额	이마
523	fulmo	{Ｂ}【気】雷（かみなり）; 稲妻, 雷光; 《転》ひらめき	闪电，雷光；（转）灵感的闪现	번개, 섬광; (비유) 번뜩이는 영감
524	fumo	{Ｂ}煙, 湯気; 《転》（煙のように）はかないもの	烟，烟雾；蒸汽；（转）虚幻、转瞬即逝之物	연기, 연무; 수증기; (비유) 덧없는 것
525	fundamento	{Ｂ}【建】基礎, 土台; 《転》基礎, 基本	基础，地基	기초, 토대
526	fundo	{Ｂ}底; 奥; 背景; 《転》どん底	底，深处，底部	바닥, 밑바닥; 깊은 곳; (비유) 근저, 배경
527	funebro	{Ｂ}死別の悲しみ, 哀悼; 喪, 喪服, 喪章, 喪中	哀悼；丧，服丧	죽음을 애도함, 비탄; 상(喪), 상중
528	fungo	{Ｂ}【植】キノコ	真菌	버섯, 진균
529	funkcio	{Ｂ}職務, 役目; 機能, 作用; 【数】関数; 【情】関数	职能，职务；作用，功能；函数	직무, 기능, 역할; (수학·정보) 함수
530	furioza	{Ｂ}怒り狂った, 激怒した; 荒れ狂う	暴怒，行为狂暴；猛烈	격노한, 광포한
531	fuĝi	{Ｂ}［自］逃げる, 逃走する, 逃亡する, 逃避する	逃避，逃走，逃难	도망가다, 달아나다
532	fuŝi	{Ｂ}［他］仕損じる, 台なしにする	弄糟，拙劣地做，胡乱地做	망치다
533	gaja	{Ｂ}陽気な, 快活な, 愉快な, にぎやかな, 浮き浮きした	愉快，喜形于外	명랑하고 쾌활한
534	gajni	{Ｂ}［他］（運や偶然によって）得る; 勝ち取る; もうける, >>〜	赢得，取得	이겨서 얻다, 이득을 차지하다
535	ganto	{Ｂ}手袋; 【運】（野球の）グローブ	（分指的）手套	손가락이 나뉜 장갑; (운동) 글러브
536	garantii	{Ｂ}［他］保証する, 責任を持つ, 請合う; 保護する, 守る	担保，保证	보증하다, 책임지다
537	gardi	{Ｂ}［他］見張る, 番をする; 守護する, 護衛する; 監視する, 警戒する; 守る, 保存する, 保管する	守卫，看守；保管	지키다, 보호하다
538	gaso	{Ｂ}ガス, 燃料ガス; 【化】気体, >>〜, >>〜; 【軍】毒ガス	气体，可燃气；胃气；毒气	가스, 기체 연료; (화학) 기체; (군사) 독가스
539	gasto	{Ｂ}客, 来客, 訪問客; 招待客, 来賓; （ホテルなどの）客, 宿泊客	客人，顾客	집이나 가게, 호텔 등에 오는 손님
540	gazeto	{Ｂ}雑誌, 新聞, 定期刊行物	报纸；期刊，杂志	신문, 잡지
541	ge-	{Ｂ}［接頭辞］（男女を併称する）, >>〜patroj, >>〜knaboj	包括两性的	남녀 양성을 함께 가리키는 〜 접두사
542	generacio	{Ｂ}世代, 同時代の人々; 【生】世代	代，世代，一代人	세대, 동세대 사람들; (생물) 세대
543	genio	{Ｂ}天才, 天分; 【神】守護神	守护神；天才，天资	천재, 천부적 재능; (신화) 수호신
544	gento	{Ｂ}（共通の祖先に由来する集団）部族, 一族; 民族, 種族, >>〜, >>〜, >>〜	种族，氏族，部族	공통 조상을 가진 종족이나 부족
545	genuo	{Ｂ}【解】ひざ, ひざがしら	膝	무릎, 무릎관절
546	geografio	{Ｂ}地理学; 地理	地理学	지리학
547	glacio	{Ｂ}氷, 氷塊, 張りつめた氷; 《転》よそよそしい態度, 堅苦しさ	冰；《转》冷淡态度	얼음, 《전》냉담함
548	gladi	{Ｂ}［他］アイロンをかける	熨，烫	옷을 다리다
549	glaso	{Ｂ}コップ, グラス	玻璃杯	유리잔
550	glata	{Ｂ}なめらかな, すべすべした; 《転》平らな; 《転》人当たりのよい	平滑；平坦；流畅	매끄러운, 평탄한; (태도·말씨) 원만한
551	glavo	{Ｂ}刀, 剣; 《転》剣（武力・暴力・権威の象徴）	刀，剑	칼, 검
552	gliti	{Ｂ}［自］滑る, 滑走する, つるりと滑る; 《転》忍び込む, ひそかに進行する	滑动，滑行；溜冰；（转）悄然溜入/进展	미끄러지다, 활주하다; (비유) 슬며시 스며들다
553	globo	{Ｂ}球体, 球; （ビリヤード・ボウリングの）球; 【機】玉, 鋼球	球；灯泡	둥근 공 모양의 구체, 공
554	gluti	{Ｂ}［他］飲み込む, 飲み下す; 《転》飲み込む, むさぼる	咽下，吞	삼키다
555	golfo	{Ｂ}【地理】湾 / 【運】ゴルフ, =〜ludo, >>klabo, >>〜	海湾；高尔夫球	바다에 깊게 파고든 육지의 만；골프
556	gorĝo	{Ｂ}のど, のど首; 【解】咽喉（いんこう）; 《転》峡谷, 山間の狭い道, 狭い湾口	喉咙，咽喉；（地理）峡谷，隘口	목구멍, 인후; (지리) 협곡, 좁은 해협 입구
557	gracia	{Ｂ}優雅な, 優美な, 上品な	优美，文雅；苗条	우아한, 품위 있는
