row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
400	epoko	{Ｂ}時代; 【地質】世, >>〜（紀）, >>erao（代）, >>〜（期）	纪元，时代；（地质）世	시대; (지질) 세(世)
401	erari	{Ｂ}［自］誤る, 間違う; 道に迷う	走错路；犯错误，出差错	틀리다, 잘못하다; 길을 잃다
402	escepti	{Ｂ}［他］除外する, 例外とする, >>ekskludi	排除，除外	제외하다
403	esenco	{Ｂ}本質, 真髄, 核心; 【化】エッセンス, 精油; 【哲】実在, >>noumeno	本质，核心；（化）香精，精油	본질, 핵심; (화학) 에센스, 정유
404	esperi	{Ｂ}［自・他］希望する, 期待する, >>〜, >>〜	希望，期望	희망하다, 기대하다
405	esplori	{Ｂ}［他］探検する, 踏査する; 調査する, 探究する, 研究する; 【医】診査する, （精密）検査する; 【法】審理する	探索；调查；研究	탐구·조사하다; (의학) 정밀검사하다; (법) 심리하다
406	esprimi	{Ｂ}［他］表現する, 示す, 言い表す, >>eldiri	表示，表现，表达	생각이나 감정을 드러내다
407	establi	{Ｂ}［他］設置する, 開設する, 創立する, 確立する, 制定する	设立，创立；确立，制定	설립하다, 창립하다
408	esti	{Ｂ}［自］（～）である; いる, 存在する	存在；是	존재하다, …이다
409	estimi	{Ｂ}［他］尊敬する, 尊重する, 高く評価する, >>〜, >>〜	尊重，敬重，敬仰	존경하고 높이 평가하다
410	estingi	{Ｂ}［他］（火や明かりを）消す; 《転》消す, 消滅させる	扑灭，熄灭；（转）消灭，使消失	불이나 빛을 끄다; (비유) 없애다, 소멸시키다
411	etaĝo	{Ｂ}階（欧州と日米で数え方が異なる）, >>ter〜, >>unua 〜, >>dua 〜	楼层	건물의 층
412	etendi	{Ｂ}［他］伸ばす; （手を伸ばして）差し出す; （金属を）延ばす; 広げる, 拡張する	伸展；铺开	곧게 펴서 길게 늘이다, 뻗치다
413	eterna	{Ｂ}永遠の, 永久の, 不朽の, 不滅の	永恒，无穷	영원한
414	evento	{Ｂ}行事, 催し, イベント; （重大な）出来事, 大事件	活动，事件	행사, 이벤트; (중대한) 사건
415	evidenta	{Ｂ}明白な, 自明の	明显，显然的	명백한
416	eviti	{Ｂ}［他］避ける, 回避する	避开，避免	피하다
417	evolui	{Ｂ}［自］進化する, 発展する; 進展する, 変遷する	进化，演化；发展	점차 변화하며 발전하다
418	eĉ	{Ｂ}［副］さえ	甚至，就连…还	심지어, 조차
419	eĥo	{Ｂ}反響, こだま; 【通】エコー; 《転》おうむがえし	回声，反响；回波	메아리, 반향; (통신) 에코; (비유) 되풀이
420	fabelo	{Ｂ}童話, おとぎ話; 《転》作り話	童话；（转）虚构故事，编造的话	동화, 우화; (비유) 지어낸 이야기
421	fabo	{Ｂ}【植】ソラマメ（空豆）; 《般》豆（まめ）	蚕豆，蚕豆粒；豆，菜豆	잠두, 누에콩
422	fabriko	{Ｂ}工場, 製造所, 製作所	制造厂，工厂	물건을 만드는 공장
423	facila	{Ｂ}容易な, 簡単な; 軽やかな	容易，简单，轻松（不费劲的）	쉽고 간단한
424	fadeno	{Ｂ}糸, 線; 筋, 脈絡（針金は通常、別語（metal〜）を用いる）	线；线索	실, 선; (비유) 맥락
425	fajfi	{Ｂ}［自］（高く鋭い音を出すこと）口笛を吹く, 指笛を吹く; 警笛を鳴らす, 汽笛を鳴らす; （鳥が）ぴいぴい鳴く	吹口哨，吹哨	휘파람·호루라기를 불다; (새가) 울다
426	fajro	{Ｂ}火; 火事; 《転》情熱, 熱中	火；火灾；（转）热情	불, 화재; (전) 열정
427	fako	{Ｂ}専門, 部; （棚や箱などの）仕切り, 区画; 科目, 種目; 【遊】（将棋盤の）升目	格子；学科；部门	전문 분야; 부서; 칸, 구획; 과목
428	fakto	{Ｂ}事実; 真相	事实	사실
429	faldi	{Ｂ}［他］折りたたむ	折叠	종이·옷을 접다
430	fali	{Ｂ}［自］落ちる, 落下する; 倒れる, 転ぶ; 降る; 《転》滅びる	落下，跌倒；降下；（转）灭亡	떨어지다, 넘어지다; (비) 내리다; (비유) 몰락하다
431	falsi	{Ｂ}［他］偽造する, 変造する, 偽作する, 改竄（かいざん）する, 偽る	伪造，篡改，作假	위조하다, 변조하다, 위작하다, 조작하다
432	fama	{Ｂ}有名な, 名高い, 評判の	有名，著名	유명한, 명성이 있는
433	familiara	{Ｂ}親しい, 慣れ親しんだ, 心安い, くだけた, 平俗な, >>〜, >>senceremonia	熟悉的，亲近的；不拘礼节的，随和的	친숙하고 허물없는; 격식 없는, 구어체의
434	familio	{Ｂ}家族; 一族; 【生】（分類学上の）科; 【語】語族	家庭，家族；（生）科；（语）语族	가족, 【생물】과, 【언어】어족
