row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
1100	modera	{Ｂ}適度の, 手ごろな, ほどほどの; 節度ある, 穏健な, 中庸な	适度，有节制；适中，中等	절제 있는, 알맞은
1101	moderna	{Ｂ}現代の, 現代的な; 近代の, 近代的な	现代，近代	현대의, 현대적인
1102	modesta	{Ｂ}控えめな, 謙虚な, 慎み深い; 質素な, 地味な, ささやかな	谦虚，虚心；朴实，简朴	겸손하고 소박한
1103	modifi	{Ｂ}［他］修正する, 一部変更する	修改，修正；订正，改正	수정하다, 일부 변경하다
1104	modo	{Ｂ}流行; 【Ｇ】（動詞の）叙法; 【服】モード, ファッション; 【統】モード, 最頻値	时尚；（语法）语气；（统计）众数	유행; (문법) 서법; (통계) 최빈값
1105	moki	{Ｂ}［他］あざける, 嘲笑する, からかう, 冷笑する	嘲笑，奚落	조롱하다, 비웃다
1106	mola	{Ｂ}やわらかい, 柔軟な; 優しい, 柔和な; 弱々しい; 【声】軟音の	软	부드럽고 무른, 딱딱하지 않은 상태
1107	momento	{Ｂ}瞬間, 短時間, ちょっとの間	片刻，瞬间	순간, 잠시
1108	monato	{Ｂ}（暦の）月; 一か月	月，月份	한 달, 월
1109	mondo	{Ｂ}世界; 宇宙, 万物; 世の中, 世間, 社会; ～界; 世人, 世の人々	世界	세계, 세상
1110	mono	{Ｂ}かね, 金銭, 通貨	钱	돈, 화폐
1111	monstro	{Ｂ}怪物, 化け物, 怪獣; 《転》残忍な人, 極悪人, 人非人	怪物，怪兽；（转）残忍的人	괴물, 괴수; (비유) 잔혹한 사람
1112	monto	{Ｂ}山, 山岳; 《転》（山ほどの）多数, 多量	山	산
1113	montri	{Ｂ}［他］示す, 見せる, 提示する; 指さす, 指し示す; 教示する, 教える; 表す, 発揮する	出示，指出，表明	보여주다, 가리키다, 드러내다
1114	monumento	{Ｂ}記念碑, 記念建造物; 重要な遺物, 記念物; 《転》不朽の業績	纪念碑；纪念建筑（物）	기념비, 기념물
1115	moralo	{Ｂ}道徳, 道義, 倫理, モラル; 道徳論, >>〜	伦理道德；道德（规范）	도덕, 윤리
1116	mordi	{Ｂ}［他］かむ, かみつく, かじる; 削り取る, 腐食する	咬；腐蚀，侵蚀	이로 물다, 깨물다
1117	morgaŭ	{Ｂ}［副］明日, あす	明天	내일
