row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
300	densa	{Ｂ}濃い, 濃密な; 密集した, 密生した; 【写】（ネガが）濃い, 肉乗りのよい	密集，茂密，稠	빽빽하게 모인, 밀도가 높은
301	dento	{Ｂ}歯; 《転》歯状の物, 突起	牙，齿	이(치아); (비유) 톱니·돌기
302	deponi	{Ｂ}［他］預ける, 預金する; 【情】（データを）保存する, =sekurigi	寄存，存放；储蓄，存储	돈·물건을 맡기다, 예금하다; (정보) 데이터를 저장하다
303	deputi	{Ｂ}［他］（議員に）選出する, 送り出す, >>〜	选议员，选派代表	대표를 선출하거나 대리로 임명하다
304	des	{Ｂ}［副］それだけ	更，越，愈	그만큼, 더욱(ju ... des ... 구문)
305	desegni	{Ｂ}［他］描く, 素描する, デッサンする; デザインする, 設計図をひく, 製図する; 《転》輪郭を示す	画出轮廓，勾画；设计，制图	선으로 그리다, 설계하다
306	destini	{Ｂ}［他］（の用途を）予定する; 割り当てる, 用意する; 運命づける	预定；注定；选定，指定	용도를 정해 두다; 할당하다, 마련하다; 운명짓다
307	determini	{Ｂ}［他］確定する, 定める; 測定する; 【Ｇ】限定する	确定，规定；限定，限制，修饰	정하다, 확정하다; 측정하다; (문법) 한정하다
308	detrui	{Ｂ}［他］破壊する, 取り壊す; 打破する, そこなう	破坏，摧毁	완전히 파괴하거나 없애다
309	devi	{Ｂ}［自］～しなければならない; ～にちがいない; ～はずである	必须，应当；想必，一定	…해야 한다, 의무가 있다; …임에 틀림없다
310	dezerto	{Ｂ}砂漠; 荒野; 無人の地	沙漠，荒地	사막, 황야
311	deziri	{Ｂ}［他］欲する, ～したい, 望む; 願う, （成功などを）いのる	希求，想，祝愿	원하다, 바라다
312	deĵori	{Ｂ}［自］当直する, 勤務中である	值班，值勤	당직 서다
313	dialogo	{Ｂ}対話, 問答, ><monologo; 【文】対話体の作品（劇・小説）	对话；对白体作品	대화, 문답
314	difekti	{Ｂ}［他］損なう, だめにする; 傷つける	损坏，弄坏，损伤，损害	망가뜨리다, 손상시키다
315	diferenci	{Ｂ}［自］異なる, 差がある	不同，有差异	다르다, 차이가 있다
316	difini	{Ｂ}［他］【学】定義する; 明確にする; 定める	下定义；明确；规定	정의하다, 뜻을 분명히 하다
317	digesti	{Ｂ}［他］消化する; 《転》（知識などを）自分のものにする, 吸収する	消化；吸收，接受，容忍	음식이나 지식을 소화·흡수하다
318	dika	{Ｂ}厚い; 太い; 太った	厚，粗，胖	두꺼운, 굵은, 뚱뚱한
319	diligenta	{Ｂ}勤勉な	勤奋，努力	부지런한
320	dimanĉo	{Ｂ}日曜日	星期日	일요일
321	dimensio	{Ｂ}寸法; 【数】次元; 【理】（物理量の）次元; 《転》規模, 広がり	大小，尺寸；维数；量纲	치수; (수학) 차원; (물리) 차원; (비유) 규모, 폭
322	direkto	{Ｂ}方向; 方位, 方角	方向，方位	방향, 방위
323	direktoro	{Ｂ}管理者, 長; 理事, 重役; （劇場・ホテルなどの）支配人	主任，经理，领导	기관이나 회사의 책임자
324	diri	{Ｂ}［他］言う, 述べる, 告げる	说	말하다
325	dis-	{Ｂ}［接頭辞］（分離・分散を示す）, >>〜doni, >>〜rompi	表示分离、分散的前缀	분리·분산을 나타내는 접두사
326	disko	{Ｂ}円盤; 【運】円盤; 【楽】レコード盤; 【情】ディスク, （特に）ハードディスク, >>dur〜	铁饼，唱片，盘状物；（计）磁盘	원반; 레코드판; (정보) 디스크
327	diskuti	{Ｂ}［自］討議する, 議論する, >>debati, >>〜, >>polemiki	讨论	의견을 주고받으며 토론하다
328	disponi	{Ｂ}［他］自由に使う, 処理する; ［自］処置をとる; =dispozicii	（自主）处理、支配或决定；处置	자유롭게 사용·처분하다; (자) 조치를 취하다
329	disputi	{Ｂ}［自］口論する, 言い争う, >>〜, >>konflikti	争论，争辩	격렬히 논쟁하거나 논박하다
330	distanco	{Ｂ}距離, 間隔	距离，间隔	거리, 간격
331	distingi	{Ｂ}［他］見分ける, 識別する, 判別する	区别，辨别；分清；看清	구별하다
332	distri	{Ｂ}［他］気を散らす, >>malatentigi; 気晴らしをさせる, >>malstreĉi	使…分心；使消遣	주의를 딴 데로 돌리게 하다, 기분을 전환시키다
333	distribui	{Ｂ}［他］分配する, 割り当てる; 配達する, 配布する	分配，分送，分给	물건이나 몫을 나누어 주다
334	diveni	{Ｂ}［他］見抜く, 言い当てる, 推察する, >>〜, >>〜; 予知する, 占う	猜测，猜中；预言，占卜	짐작해 알아맞히다, 추측하다; 예지하다, 점치다
335	diversa	{Ｂ}いろいろな, さまざまな, 多種多様な	各种各样的	여러 가지의, 다양한
336	dividi	{Ｂ}［他］分ける, 分割する, 区切る; 分け与える, 分配する; 分け合う; 【数】割る	分；分配；[数学]除	나누다, 분할·분배하다; (수학) 나누다(제산하다)
337	do	{Ｂ}［接］だから, すると, それでは, そこで, >>sekve, >>〜; ［副］（疑問文を強めて）いったい全体; （命令文を強めて）さあ, ほら / {Ｏ}［文字名］ドー（文字D，dの名称）	（接）所以，那么；（副）究竟、到底；（字母名）D 的名称	그래서, 그러면; (부) 도대체; (문자명) d의 이름
338	dogano	{Ｂ}関税, =limimposto, >>akcizo; 税関	关税；海关	관세, 세관
339	doktoro	{Ｂ}博士, >>licencio; 《般》（医師に対する呼びかけ）先生	博士；（对医师的称呼）医生，先生	박사; (일반) 의사를 부르는 호칭
340	dokumento	{Ｂ}文書, 資料, 記録, >>arkivo	文件，公文；文献	문서, 자료, 기록, 서류
341	doloro	{Ｂ}痛み; 苦痛, >>sufero	疼痛，痛苦	통증, 고통
342	dolĉa	{Ｂ}甘い; 心地好い; やさしい	甜，甜美；温柔	달콤한; 기분 좋은; 상냥한
343	domo	{Ｂ}家, 家屋; =〜; 建物, ビル; （貴族の）家系	房屋，住宅；建筑物；（贵族）家系	집, 가옥; 건물; (귀족) 가문
344	donaco	{Ｂ}贈り物; 贈与, 贈呈	礼品	선물; 증여, 증정
345	doni	{Ｂ}［他］与える; 渡す, もたらす; おこなう	给，给予；交给；带来	남에게 물건이나 이익을 주다
346	dormi	{Ｂ}［自］眠っている; 《転》休止している	睡；（转）休眠，沉睡	잠을 자다; (전) 휴면하다
347	dorno	{Ｂ}とげ（棘）; いばら（茨）	刺；[~oj]荆棘；棘	가시, 가시덤불
348	dorso	{Ｂ}背, 背中; 背部; 裏, 後ろ	背，背面	등, 등쪽; 사물의 뒷면
349	dramo	{Ｂ}【劇】正劇（古典的な悲劇・喜劇に分類されない近代的な市民劇）, >>tragiko, >>〜; 《般》演劇, 戯曲, =teatraĵo; 《転》劇的事件, ドラマ	（近代）正剧；戏剧；戏剧性事件	연극, 희곡; (비유) 극적인 사건
350	drato	{Ｂ}針金, 金属線, =metalfadeno	金属线，金属丝；铁丝	금속선, 철사
351	droni	{Ｂ}［自］溺れる; 【海】沈没する; 《転》没する, 沈む	淹死，沉没；（转）沉沦	익사하다; (배가) 침몰하다; (비유) 빠져들다, 묻히다
352	du	{Ｂ}［数詞］二	二	숫자 2
353	dubi	{Ｂ}［自・他］疑う, 怪しむ; 危ぶむ, >>〜, ><〜	怀疑	의심하다
354	dum	{Ｂ}［前］～の間, ～の間に / {Ｂ}［接］～する間; ～する一方では	在整个某段时间内；当…时；而	…하는 동안; …하는 한편
355	dungi	{Ｂ}［他］雇う, 採用する	雇佣	고용하다
356	duŝo	{Ｂ}シャワー, 洗浄	淋浴，喷水浴	샤워
357	ebena	{Ｂ}平らな, 平坦な, >>〜; なめらかな, >>〜	表面平整	평평한, 평탄한; 매끈한
358	ebria	{Ｂ}酔った; 《転》陶酔した	酒醉；陶醉，发疯	술에 취한; (전) 도취된
359	eduki	{Ｂ}［他］（人を）教育する, しつける, >>〜, >>prizorgi; （動物を）飼いならす, >>〜; （植物を）育てる, 栽培する, =kultivi	教育；驯养；栽培	교육하다; (동물) 길들이다; (식물) 재배하다
360	edzo	{Ｂ}夫	丈夫	남편
361	efektiva	{Ｂ}実際の, 現実の, >>〜, >>fakta; 事実上の	实际的，现实的；事实上的	실제의, 사실상의
362	efiki	{Ｂ}［自］効果をあげる, 効能がある, 効力がある, >>〜; 【理】【化】作用する	生效，起作用	효과를 내다, 어떤 작용을 하다
363	egala	{Ｂ}等しい, 同等の; 対等な, 平等な; むらのない, 一様な; どうでもよい	平等，相等	같은, 동등한, 평등한; 고른, 한결같은; 상관없는
364	ek-	{Ｂ}［接頭辞］（開始・瞬間を示す）, >>〜bruli, >>〜krii	开始或突然发生	행동의 시작이나 갑작스런 발생 표시
365	ekipi	{Ｂ}［他］装備する, 備え付ける; 【海】艤装（ぎそう）する	装备，配备，分配给	필요한 장비나 설비를 갖추다
366	eklezio	{Ｂ}【キ】（団体としての）教会, >>preĝejo, >>kirko	教会（作为整体）；教会组织，教会团体	기독교 교회 조직, 교회 공동체
367	ekonomio	{Ｂ}経済; 節約, =ŝparado; =〜ko	经济；节约	경제; 절약
368	ekrano	{Ｂ}ついたて, 遮蔽（しゃへい）物; 映写幕, スクリーン; （テレビやレーダーの）画面; 【情】表示画面	炉围，炉挡；银幕；屏	스크린, 화면; 차폐막
369	eks-	{Ｂ}［接頭辞］（前・先・元を示す）, >>〜edzo, >>〜ministro	［前缀］表示前、原、前任的、退职的	이전의, 전(前)직임을 나타내는 접두사
370	eksciti	{Ｂ}［他］刺激する, 興奮させる; 《転》かき立てる, そそる; 【理】励起する	刺激，激发；助长	자극하다, 흥분시키다
371	ekskursi	{Ｂ}［自］遠足する; （話が）脇道へそれる	远足；（转）离题，旁逸	소풍 가다; (전) (이야기가) 옆길로 새다
372	eksperimento	{Ｂ}実験, （実地の）試み	实验	실험; (실지) 시도
373	eksplodi	{Ｂ}［自］爆発する, 破裂する; 《転》激高する; 《転》勃発（ぼっぱつ）する	炸裂，爆炸；爆发，突然开始	폭발하다, 파열하다; (전) 격분하다, 돌발하다
374	ekspluati	{Ｂ}［他］開発する, うまく利用する; 搾取する; 酷使する	开发，开采；剥削，榨取	개발하다, 활용하다; 착취하다, 혹사하다
375	eksporti	{Ｂ}［他］輸出する, ><〜	输出，出口	수출하다
376	ekspozicio	{Ｂ}展示会, 展覧会, 博覧会; 陳列, 展示, =ekspono; =〜aĵo; =〜ejo	展览；展品；展览会场	전시, 전시회, 박람회
377	ekster	{Ｂ}［前］～の外で, ～の外に; ～のほかに, ～以外	在…之外	…의 밖에, …외에, …이외에
378	ekstrema	{Ｂ}末端の, 果ての, ぎりぎりの; 極端な, 極度の	极远，末端；极端，极度	극단적인, 말단의
379	ekvilibro	{Ｂ}均衡, 平衡, 釣合い; 【理】平衡	平衡，均衡	평형, 균형
380	ekzakta	{Ｂ}正確な, 精密な, 厳密な, >>senerara, >>strikta	准确，精确	정확한, 정밀한
381	ekzameni	{Ｂ}［他］調べる, 検査する, 検討する; 試験する; （容疑者を）取り調べる	考核，检查，审查，考试	검사·검토하다; 시험하다; (법) 심문하다
382	ekzemplo	{Ｂ}例, 実例; （語の）用例; 模範, 手本	模范，榜样；例子	예, 실례; 모범, 본보기
383	ekzerci	{Ｂ}［他］訓練する, 練習させる, >>disciplini, >>hardi	练习，训练，锻炼	훈련시키다, 연습시키다
384	ekzisti	{Ｂ}［自］存在する, 実在する	存在	실제로 존재하다
385	el	{Ｂ}［前］～の中から, ～から出た, ～のうちの, ～製の	从…中，从…里出来；由…制成	안에서 밖으로, …로부터
386	elefanto	{Ｂ}【動】ゾウ（象）	象，大象	코끼리
387	eleganta	{Ｂ}上品な, 趣味のよい, 優美な	雅致，优雅，优美，漂亮	품위 있고 우아한
388	elekti	{Ｂ}［他］選ぶ, 選択する, 選定する, >>kribri; 選挙する, >>〜	选择，选举	선택하다, 고르다
389	elektro	{Ｂ}電気	电	전기
390	elemento	{Ｂ}要素, 成分; 基本原理, 初歩; 【化】元素; 自然の力, 悪天候; （本来の）生息環境, 活動領域	要素，成分；原理，基础；（化）元素；自然力，环境	요소, 성분; (화학) 원소; 기본 원리
391	embaraso	{Ｂ}当惑, 困惑, 狼狽（ろうばい）; 障害, 迷惑, 厄介（やっかい）	困境；狼狈，尴尬	당혹, 난처함; 장애, 폐
392	emerito	{Ｂ}（年金を受給できる）退職者, >>pensiulo	离休者，退休者	정년 후 연금을 받는 퇴직자
393	eminenta	{Ｂ}傑出した, 抜きんでた, 優れた, 卓越した; 高位の, 高名な, 著名な	卓越的，杰出的；高位的，著名的	뛰어나고 저명한, 탁월한
394	en	{Ｂ}［前］（場所）～の中で; （時間）～の間に; （状態）～において; （衣服）～を着て	在…里；在…期间；处于…状态	…안에; …동안에; …상태로
