row_index	Esperanto	Japanese_Trans	Chinese_Trans	Korean_Trans
200	biciklo	{Ｂ}自転車	（两轮）自行车	자전거
201	bieno	{Ｂ}領地, 地所	庄园，田庄	영지, 토지
202	biero	{Ｂ}ビール, >>botela, >>barela	啤酒	맥주
203	bildo	{Ｂ}絵, 図, 挿絵; 像, 光景; 映像, 影; 心象; 似姿; 比喩（ひゆ）; 【理】像; 【情】画像	图；像；影像；情景；意象；比喻形象	그림, 영상, 심상, 광경, 비유; (정보) 이미지
204	bileto	{Ｂ}切符, 券	票，券	표, 티켓
205	bindi	{Ｂ}［他］製本する	装订；装帧	제본하다
206	birdo	{Ｂ}鳥; 《転》人（例: 「変なやつ」）	鸟；（转）怪人，怪家伙	새; (전) 괴짜
207	blanka	{Ｂ}白い	白色，空白	흰색
208	bleki	{Ｂ}［自］（動物が）鳴く, いななく, ほえる; 《転》（人が）わめく	（兽类）叫，嘶；哭叫	(짐승이) 울다, 울부짖다; (전) (사람이) 고함치다
209	blinda	{Ｂ}盲目の; 《転》盲目的な（差別的表現なので避けるべき）, =>senkritika, =>malprudenta	盲的，瞎的；（转）盲目的	눈먼; (비유) 맹목적인(차별적 뉘앙스에 주의)
210	bloko	{Ｂ}塊, ブロック, 台; 街区; （暦・メモ用紙などの）一つづり; 【政】ブロック（国家や政党の連合）	块，整块；街区；一沓（纸）；（政）集团，联盟	덩어리, 블록; 구획, 한 묶음; (정치) 블록(연합체)
211	blonda	{Ｂ}ブロンドの（毛髪が金色と栗色の中間）	金黄色，淡黄色	금발 머리의
212	blovi	{Ｂ}［自］（風が）吹く, 息を吐く; ［他］吹く, 吹き鳴らす	风吹，吹	바람이 불다; 입으로 불다, 불어 울리다
213	blua	{Ｂ}青い	蓝色	푸른
214	bluzo	{Ｂ}【服】ブラウス; 上っ張り, 仕事着; ジャンパー, ブルゾン	女衬衫；罩衣，工作服；短夹克（布鲁宗）	블라우스; 작업복, 상의(블루종)
215	bo-	{Ｂ}［接頭辞］（姻戚関係を示す）, >>〜patro, >>〜frato	姻亲	혼인관계(인척)를 나타내는 접두사
216	boato	{Ｂ}ボート, 小舟	小船	보트, 작은 배
217	boji	{Ｂ}［自］（犬が）ほえる; 《転》（人が）わめく, がみがみ言う	（狗）吠；叫骂，漫骂	(개가) 짖다; (전) 고함치다, 악다구니쓰다
218	boli	{Ｂ}［自］沸騰する, 煮えたぎる; 《転》荒れ狂う, 激高する	沸腾；（转）激动，群情沸腾	끓다, 비등하다; (전) 격해지다, 들끓다
219	bombono	{Ｂ}【菓】キャンデー, ボンボン	糖果	사탕, 캔디
220	bona	{Ｂ}良い, 善良な, りっぱな	好的；善良的；出色的	좋은, 훌륭한
221	bordo	{Ｂ}岸, 縁（ふち）	岸；边缘	물가, 강가; 가장자리
222	bori	{Ｂ}［他］穴をあける, せん孔する	钻孔，打洞（钻透）；穿过	구멍을 뚫다
223	botelo	{Ｂ}びん	细颈瓶	병
224	bovo	{Ｂ}【動】ウシ（牛）（属）	牛	소
225	brako	{Ｂ}腕	胳膊	팔
226	branĉo	{Ｂ}枝; 《転》枝, 枝分かれ, 支流, 支線, 部門	枝，分支	가지; (전) 분파, 지선, 부문
