PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	日本語	中文	한국어	Русский язык	English
2156	Plane	On the Plane	Ĉu vi povus veki min por la manĝo, mi petas?	食事の際には起こしていただけますか？	请在用餐时叫醒我，谢谢。	식사 시간에 저를 깨워 주시겠어요?	Не могли бы вы разбудить меня перед едой, пожалуйста?	Could you wake me for the meal, please?
2157	Plane	On the Plane	Ĉu vi povus traduki ĝin al la turka?	トルコ語に翻訳していただけますか？	你能把它翻译成土耳其语吗？	터키어로 번역해 주시겠어요?	Вы могли бы перевести его на турецкий?	Could you translate it into Turkish?
2158	Plane	On the Plane	Ĉu sur la aviadilo estas stevardino, kiu parolas la hebrean?	この中にヘブライ語を話せる客室乗務員はいらっしゃいますか？	机上有会说希伯来语的乘务员吗？	기내에 히브리어를 구사하는 승무원이 계신가요?	На борту есть стюардесса, говорящая на иврите?	Is there a Hebrew-speaking flight attendant on board?
2159	Plane	On the Plane	Kiam la aviadilo alvenas en Bonaeron?	ブエノスアイレスにはいつ到着しますか？	我们什么时候到布宜诺斯艾利斯？	우리는 언제 부에노스아이레스에 도착하나요?	Когда самолёт прилетает в Буэнос-Айрес?	When do we get to Buenos Aires?
2160	Plane	On the Plane	Ĉu mi povus ricevi ankoraŭ unu formularon por dogandeklaro?	もう一枚、税関申告書をいただけますか。	请问可以再给我一份海关申报单吗？	세관 신고서를 하나 더 받을 수 있을까요?	Можно мне ещё один бланк таможенной декларации?	May I have another customs declaration form?
2161	Plane	Airport Signs	Enirejo	入口	入口	입구	Вход	Entrance
2162	Plane	Airport Signs	Eliro	出口	出口	출구	Выход	Exit
2163	Plane	Airport Signs	Alvenoj	到着	到达	도착	Прилёт	Arrivals
2164	Plane	Airport Signs	Forflugoj	出発	出发	출발	Вылет	Departures
2165	Plane	Airport Signs	Puŝu	押す	推动	미세요	От себя	Push
2166	Plane	Airport Signs	Tiru	引く	拉	당기세요	К себе	Pull
2167	Plane	Airport Signs	Dogano	税関	海关	세관	Таможня	Customs
2168	Plane	Airport Signs	Pordegoj 1-32	1番ゲートから32番ゲート	1至32号登机口	1번부터 32번 게이트	Выходы 1-32	Gates 1-32
2169	Plane	Airport Signs	Liftoj	エレベーター	电梯	엘리베이터	Лифты	Lifts
2170	Plane	Airport Signs	Lifto ne funkcias	エレベーターは故障中です	电梯故障	엘리베이터 고장	Лифт не работает	Lift out of order
2171	Plane	Airport Signs	Pasporta kontrolo	入国審査	护照检查	여권 심사	Паспортный контроль	Passport control
2172	Plane	Airport Signs	Kriza elirejo	非常口	紧急出口	비상구	Аварийный выход	Emergency exit
2173	Plane	Airport Signs	Danĝero	危険	危险	위험	Опасно	Danger
2174	Plane	Airport Signs	Necesejo	お手洗い	洗手间	화장실	Туалет	Toilets
2175	Plane	Airport Signs	Libera	空いている	空闲	비어 있습니다	Свободно	Vacant
2176	Plane	Airport Signs	Okupita	使用中	已占用	사용 중	Занято	Occupied
2177	Plane	Airport Signs	Ne funkcias	故障中	故障中	고장입니다	Не работает	Out of order
2178	Plane	Airport Signs	Bonvolu pretigi viajn pasportojn	パスポートをご用意ください。	请准备好您的护照	여권을 준비해 주세요.	Пожалуйста, приготовьте паспорт	Please have your passport ready
