PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	日本語	中文	한국어	Русский язык	English
1556	Jobs	Occupation	Ŝi laboras por kompanio	彼女は会社に勤めています。	她在一家公司工作。	그녀는 한 회사에서 일하고 있어요.	Она работает на одну компанию.	She works for a company.
1557	Jobs	Occupation	Li laboras sur farmo	彼は農場で働いています。	他在农场工作。	그는 농장에서 일해요.	Он работает на ферме.	He works on a farm.
1558	Jobs	Occupation	Kion faras viaj gepatroj?	ご両親はどんなお仕事をされていますか？	你父母是做什么工作的？	부모님께서는 무슨 일을 하세요?	Чем занимаются твои родители?	What do your parents do?
1559	Jobs	Occupation	Per kio vi gajnas vian vivon?	ご職業は何ですか？	你是做什么工作的？	무슨 일을 하시나요?	Чем ты зарабатываешь на жизнь?	What do you do for a living?
1560	Jobs	Occupation	Mi estas merkatika administranto	マーケティングマネージャーをしています。	我是市场经理。	저는 마케팅 매니저입니다.	Я специалист по маркетингу.	I'm a marketing manager.
1561	Jobs	Occupation	Mi trejniĝas por fariĝi flegistino	看護師になるために勉強しています。	我正在接受护士培训。	저는 간호사가 되기 위해 공부하고 있어요.	Я прохожу стажировку, чтобы стать медсестрой.	I'm training to be a nurse.
1562	Jobs	Occupation	Mi trejniĝas por fariĝi inĝeniero	エンジニアになるために勉強しています。	我正在接受工程师培训。	저는 엔지니어가 되기 위해 공부하고 있어요.	Я прохожу стажировку, чтобы стать инженером.	I'm training to be an engineer.
1563	Jobs	Occupation	Mi estas staĝanta administranto de superbazaro	私はスーパーマーケットの研修中の店長です。	我是超市经理实习生。	저는 슈퍼마켓 매니저 수습사원입니다.	Я менеджер-стажёр в супермаркете.	I'm a trainee supermarket manager.
1564	Jobs	Occupation	Mi estas doktoro pri juro	私は法学博士です。	我是法学博士。	저는 법학 박사입니다.	Я доктор юридических наук.	I am a Doctor of Laws.
1565	Jobs	Occupation	Mi laboras por investa banko	私は投資銀行に勤めています。	我在一家投资银行工作。	저는 투자은행에서 일하고 있습니다.	Я работаю на инвестиционный банк.	I work for an investment bank.
1566	Jobs	Occupation	Mi ĵus fondis mian propran firmaon	自分の会社を立ち上げたばかりです。	我刚刚创办了自己的公司。	저는 막 제 회사를 창업했어요.	Я только что основал собственную компанию.	I've just started my own company.
1567	Jobs	Occupation	Kie laboras via edzino?	奥様はどちらでお勤めですか？	你妻子在哪里工作？	아내분은 어디에서 일하시나요?	Где работает твоя жена?	Where does your wife work?
1568	Jobs	Occupation	Ŝi laboras en banko	彼女は銀行で働いています。	她在银行工作。	그녀는 은행에서 일해요.	Она работает в банке.	She works in a bank.
1569	Jobs	Occupation	Li estas konata ĵurnalisto	彼は有名なジャーナリストです。	他是一位知名记者。	그는 잘 알려진 기자입니다.	Он известный журналист.	He is a well-known journalist.
1570	Jobs	Occupation	Mia nevo estas arkitekto	私の甥は建築家です。	我外甥是建筑师。	제 조카는 건축가예요.	Мой племянник - архитектор.	My nephew is an architect.
1571	Jobs	Occupation	Mia pli aĝa fratino estas ekonomikisto	私の姉は経済学者です。	我姐姐是一名经济学家。	제 언니는 경제학자예요.	Моя старшая сестра - экономист.	My elder sister is an economist.
1572	Jobs	Occupation	Mia onklino estas lerneja psikologo	私の叔母は学校の心理士です。	我姑姑是一名学校心理学家。	제 이모는 학교 심리학자예요.	Моя тётя - школьный психолог.	My aunt is a school psychologist.
1573	Jobs	Occupation	Lili estas bonega vendoestro	リリは優秀な営業マネージャーです。	莉莉是一位出色的销售经理。	릴리는 훌륭한 영업 관리자입니다.	Лили - отличный менеджер по продажам.	Lili is a great sales manager.
1574	Jobs	Occupation	Ŝi estas eksperto pri ekologio	彼女は生態学の専門家です。	她是生态学方面的专家。	그녀는 생태학 전문가예요.	Она эксперт в экологии.	She's an expert in ecology.
1575	Jobs	Occupation	Kiel nomiĝas la kompanio, por kiu vi laboras?	あなたが働いている会社の名前は何ですか？	你在哪家公司工作？	어느 회사에서 일하고 계신가요?	Как называется компания, на которую вы работаете?	What's the name of the company you work for?
1576	Jobs	Employment Status	Mi estas studentino	私は学生です。	我是学生。	저는 학생이에요.	Я студентка.	I'm a student.
1577	Jobs	Employment Status	Mi laboras plentempe	私はフルタイムで働いています。	我全职工作。	저는 풀타임으로 일하고 있어요.	Я работаю на полную ставку.	I work full-time.
1578	Jobs	Employment Status	Mi estas memstara laboristo	私はフリーランスです。	我是自由职业者。	저는 프리랜서입니다.	Я фрилансер.	I am a freelancer.
1579	Jobs	Employment Status	Mi ne laboras	仕事はしていません。	我没有工作。	저는 일하지 않아요.	Я не работаю.	I don't work.
1580	Jobs	Employment Status	Mi laboras hejme	自宅で仕事をしています。	我在家工作。	저는 집에서 일해요.	Я работаю дома.	I work at home.
1581	Jobs	Employment Status	Mi estas senlabora	無職です。	我目前没有工作。	저는 현재 무직입니다.	Я безработный.	I'm unemployed.
1582	Jobs	Employment Status	Mi estas emerita	退職しています。	我已经退休了。	저는 은퇴했습니다.	Я на пенсии.	I'm retired.
1583	Jobs	Employment Status	Mi estas hejmmastrino	専業主婦です。	我是家庭主妇。	저는 주부예요.	Я домохозяйка.	I am a housewife.
1584	Jobs	Employment Status	Mi serĉas laboron	仕事を探しています。	我正在找工作。	저는 일자리를 찾고 있어요.	Я ищу работу.	I'm looking for a job.
1585	Jobs	Employment Status	Mi laboras neleĝe	私は違法に働いています。	我从事非法工作。	저는 불법으로 일하고 있어요.	Я работаю нелегально.	I work illegally.
1586	Jobs	Employment Status	Li laboras partatempe	彼はアルバイトをしています。	他做兼职工作。	그는 아르바이트를 해요.	Он работает неполный рабочий день.	He works part-time.
1587	Jobs	Employment Status	Mi laboras memstare	自営業です。	我是自由职业者。	저는 자영업을 하고 있어요.	Я работаю на себя.	I'm self-employed.
1588	Jobs	Employment Status	Mi faras praktikon	職業体験をしています。	我正在实习。	저는 현장 실습을 하고 있어요.	Я прохожу практику.	I'm doing work experience.
1589	Jobs	Employment Status	Li estis altrangigita	彼は昇進しました。	他被提拔了。	그는 승진했어요.	Его повысили.	He's been promoted.
1590	Jobs	Employment Status	Ŝi estas en patrina forpermeso	彼女は産休中です。	她正在休产假。	그녀는 출산 휴가 중이에요.	Она в декретном отпуске.	She's on maternity leave.
1591	Jobs	Employment Status	Li estas en patra forpermeso	彼は育児休暇を取っています。	他正在休陪产假。	그는 육아휴직 중이에요.	Он в отпуске по уходу за ребёнком.	He's on paternity leave.
1592	Jobs	Employment Status	Mi nuntempe partoprenas kurson	今、講座を受講しています。	我现在正在上课。	저는 지금 강의를 듣고 있어요.	Я сейчас на курсах.	I'm on a course at the moment.
1593	Jobs	Employment Status	Mi momente ne laboras	今は仕事をしていません。	我目前没有工作。	현재는 일하고 있지 않습니다.	Я сейчас не работаю.	I'm not working at the moment.
1594	Jobs	Employment Status	Mi estas partnero en advokatura firmao	私は法律事務所のパートナーです。	我是律师事务所的合伙人。	저는 로펌의 파트너입니다.	Я партнёр юридической фирмы.	I'm a partner in a law firm.
1595	Jobs	Employment Status	Mi havas propran komercon	自分の会社を経営しています。	我有自己的生意。	저는 제 사업을 하고 있어요.	У меня свой бизнес.	I've got my own business.
1596	Jobs	Employment Status	Mi faras iom da volontula laboro	ボランティア活動をしています。	我做一些志愿工作。	저는 자원봉사를 하고 있어요.	Я выполняю волонтёрскую работу.	I do some voluntary work.
1597	Jobs	Employment Status	Mi restas hejme kaj zorgas pri la infanoj	家で子どもたちの面倒を見ています。	我在家照顾孩子。	저는 집에 있으면서 아이들을 돌보고 있어요.	Я сижу дома и ухаживаю за детьми.	I stay at home and look after the children.
1598	Jobs	Employment Status	Ĉu vi volus emeritiĝi?	引退したいと思いますか？	你想退休吗？	은퇴하고 싶으신가요?	Ты бы хотел уйти на пенсию?	Would you like to retire?
