PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	日本語	中文	한국어	Русский язык	English
1356	Education	At School	Neniu rajtas forlasi la klason nun	今は誰も教室を出てはいけません。	现在不允许任何人离开教室。	지금은 아무도 교실을 나갈 수 없습니다.	Никому не разрешается покидать сейчас класс.	No one is allowed to leave the class now.
1357	Education	At School	En kiu aĝo infanoj komencas iri al lernejo?	子どもは何歳から学校に通い始めますか？	孩子几岁开始上学？	어린이들은 몇 살에 학교에 입학하나요?	В каком возрасте дети начинают ходить в школу?	What age do children start school?
1358	Education	At School	Kiam finiĝas la lerneja jaro?	学年はいつ終わりますか。	学年什么时候结束？	학사 연도는 언제 끝나나요?	Когда заканчивается учебный год?	When does the academic year end?
1359	Education	At School	Kiom da lernantoj estas en ĉi tiu lernejo?	この学校には生徒が何人いますか？	这所学校有多少学生？	이 학교에는 학생이 몇 명 있나요?	Сколько учеников в этой школе?	How many students are there at this school?
1360	Education	At University	Kiel mi kandidatiĝu?	どのように申し込めばよいですか？	我该如何申请？	어떻게 신청하나요?	Как мне подать заявку?	How do I apply?
1361	Education	At University	Ĉu vi estas studentino?	学生ですか？	你是学生吗？	학생이신가요?	Ты студентка?	Are you a student?
1362	Education	At University	Kie vi lernas?	どこで勉強していますか？	你在哪里上学？	어디에서 공부하세요?	Где ты учишься?	Where do you study?
1363	Education	At University	Mi studas ĉe universitato	大学で勉強しています。	我在大学读书。	저는 대학에서 공부해요.	Я учусь в университете.	I study at university.
1364	Education	At University	Kion vi studas?	何を勉強しているの？	你在学什么？	무엇을 공부하고 계세요?	Что ты изучаешь?	What are you studying?
1365	Education	At University	Mi studas medicinon	医学を勉強しています。	我在学医。	저는 의학을 공부하고 있어요.	Я изучаю медицину.	I'm studying medicine.
1366	Education	At University	Al kiu universitato vi iras?	どこの大学に通っていますか？	你在哪所大学上学？	어느 대학교에 다니세요?	В какой университет ты ходишь?	What university do you go to?
1367	Education	At University	Mi studas ĉe la Universitato de Liverpolo	リバプール大学にいます。	我在利物浦大学。	저는 리버풀 대학교에 있어요.	Я учусь в Ливерпульском университете.	I'm at Liverpool University.
1368	Education	At University	Mi lernas ĉi tie	私はここで勉強しています。	我在这里学习。	저는 여기서 공부해요.	Я учусь здесь.	I study here.
1369	Education	At University	Mi studas lingvistikon	私は言語学を勉強しています。	我学习语言学。	저는 언어학을 공부합니다.	Я изучаю лингвистику.	I study linguistics.
1370	Education	At University	Mi studas historion	歴史を勉強しています。	我在学习历史。	저는 역사를 공부하고 있어요.	Я изучаю историю.	I'm studying history.
1371	Education	At University	Ili studas kemion	彼らは化学を勉強しています。	他们学习化学。	그들은 화학을 공부해요.	Они изучают химию.	They study chemistry.
1372	Education	At University	En kiu studojaro vi estas?	何年生ですか？	你读几年级？	몇 학년이에요?	На каком ты курсе?	What year are you in?
1373	Education	At University	Mi estas unuajara studento	私は一年生です。	我是一名大一学生。	저는 1학년 학생이에요.	Я первокурсник.	I'm a first year student.
1374	Education	At University	Mi estas en mia lasta studojaro	最終学年です。	我现在是大四。	저는 마지막 학년에 있어요.	Я на последнем курсе.	I'm in my final year.
1375	Education	At University	Mi estas en la tria studjaro	3年目です。	我现在大三。	저는 3학년이에요.	Я на третьем курсе.	I'm in my third year.
1376	Education	At University	Mi ĵus diplomiĝis	卒業したばかりです。	我刚毕业。	저는 막 졸업했어요.	Я только что выпустился.	I've just graduated.
1377	Education	At University	Mi penos laŭeble	頑張ります。	我会尽力而为。	최선을 다하겠습니다.	Я постараюсь.	I'll do my best.
1378	Education	At University	Mi studas la hindan	ヒンディー語を勉強しています。	我在学习印地语。	저는 힌디어를 공부하고 있어요.	Я изучаю хинди.	I'm studying Hindi.
1379	Education	At University	Mi studas ekonomikon	経済学を勉強しています。	我在学习经济学。	저는 경제학을 공부하고 있어요.	Я изучаю экономику.	I'm studying economics.
1380	Education	At University	Mi estas en la matematika klubo	数学クラブに入っています。	我参加了数学俱乐部。	저는 수학 동아리에서 활동하고 있어요.	Я состою в математическом клубе.	I'm in the maths club.
1381	Education	At University	Mi estas studento ĉe la Arta Fakultato	私は芸術学部の学生です。	我是艺术学院的学生。	저는 예술대학 학생이에요.	Я студент факультета искусств.	I'm a student at the Arts Faculty.
1382	Education	At University	Mia filo studas informatikon	私の息子はコンピュータサイエンスを学んでいます。	我儿子学的是计算机科学。	제 아들은 컴퓨터공학을 전공하고 있어요.	Мой сын изучает информатику.	My son studies computer science.
