PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
4656	Health	Treatment	Mi preskribos al vi antibiotikojn	I'm going to prescribe you some antibiotics.	抗生物質を処方しますね。	我打算给你开一些抗生素。	항생제를 처방해 드리겠습니다.	Я собираюсь выписать вам антибиотики.
4657	Health	Treatment	Portu ĉi tiun recepton al la apoteko	Take this prescription to the pharmacy.	この処方箋を薬局にお持ちください。	把这个处方拿到药店去。	이 처방전을 약국에 가져가세요.	Отнесите этот рецепт в аптеку.
4658	Health	Treatment	Kiomfoje tage mi devas preni ĉi tion?	How many times a day should I take this?	これは1日に何回飲めばいいですか？	我一天应该服用几次？	이 약은 하루에 몇 번 복용해야 하나요?	Сколько раз в день мне нужно их принимать?
4659	Health	Treatment	Prenu po du el ĉi tiuj piloloj trifoje tage	Take two of these pills three times a day.	この薬を1回2錠、1日3回服用してください。	每天三次，每次服用两片这种药。	이 약을 한 번에 두 알씩 하루에 세 번 복용하세요.	Принимайте по две таблетки три раза в день.
4660	Health	At the Dentist	Mi bezonas viziti dentiston	I need to see a dentist.	歯医者に行く必要があります。	我需要看牙医。	치과에 가야 해요.	Мне нужно сходить к стоматологу.
4661	Health	At the Dentist	Mi havas dentodoloron	I've got a toothache.	歯が痛いです。	我牙疼。	이가 아파요.	У меня болит зуб.
4662	Health	At the Dentist	Mi brosas la dentojn	I brush my teeth.	歯を磨きます。	我刷牙。	저는 양치질을 해요.	Я чищу зубы.
4663	Health	At the Dentist	Kie doloras?	Where does it hurt?	どこが痛みますか？	哪里不舒服？	어디가 아프세요?	Где болит?
4664	Health	At the Dentist	Miaj gingivoj doloras	My gums hurt.	歯ぐきが痛いです。	我的牙龈疼。	잇몸이 아파요.	У меня болят дёсны.
4665	Health	At the Dentist	Kiam vi lastfoje vizitis la dentiston?	When did you last visit the dentist?	最後に歯医者に行ったのはいつですか？	你上次看牙医是什么时候？	마지막으로 치과에 다녀온 게 언제인가요?	Когда вы в последний раз посещали стоматолога?
4666	Health	At the Dentist	Ĉu mi atendu?	Should I wait?	待ったほうがいいですか？	我需要等一下吗？	기다려야 할까요?	Мне подождать?
4667	Health	At the Dentist	Jes, bonvolu sidiĝi	Yes, please take a seat.	はい、どうぞおかけください。	好的，请坐。	네, 앉으세요.	Да, пожалуйста, присядьте.
4668	Health	At the Dentist	Al mi elfalis dento	I've lost a tooth.	歯が抜けました。	我掉了一颗牙。	이가 빠졌어요.	У меня выпал зуб.
4669	Health	At the Dentist	Mi perdis plombon	I've lost a filling.	詰め物が取れてしまいました。	我的补牙材料掉了。	치아에 있던 충전물이 빠졌어요.	У меня выпала пломба.
4670	Health	At the Dentist	Mi rompis denton	I've chipped a tooth.	歯が欠けてしまいました。	我把牙齿磕掉了一块。	이가 깨졌어요.	Я сломал зуб.
4671	Health	At the Dentist	Krono rompiĝis	A crown has broken.	歯のクラウンが壊れました。	牙冠断了。	크라운이 부러졌어요.	Коронка сломалась.
4672	Health	At the Dentist	Ne eltiru ĝin	Don't pull it out.	抜かないでください。	不要拔出来。	뽑지 마세요.	Не удаляйте его.
4673	Health	At the Dentist	Ĉu mi povas viziti la dentiston?	May I see the dentist?	歯医者さんに診てもらえますか？	我可以见牙医吗？	치과 의사 선생님을 뵐 수 있을까요?	Я могу посетить стоматолога?
4674	Health	At the Dentist	Li nun ne estas ĉi tie	He's not in right now.	ただいま席を外しております。	他现在不在。	지금 자리에 안 계십니다.	Сейчас его нет.
4675	Health	At the Dentist	Bonvolu kontroli miajn dentojn	Please check my teeth.	歯を見てください。	请帮我检查一下牙齿。	제 치아를 확인해 주세요.	Пожалуйста, осмотрите мои зубы.
4676	Health	At the Dentist	Bonvolu meti kronon sur ĉi tiun denton	Please crown this tooth.	この歯にクラウンを被せてください。	请给这颗牙齿做个牙冠。	이 치아에 크라운을 씌워 주세요.	Пожалуйста, поставьте мне коронку на этот зуб.
4677	Health	At the Dentist	Mi havas ŝvelintan gingivon	I have got a swollen gum.	歯ぐきが腫れています。	我的牙龈肿了。	잇몸이 부었어요.	У меня распухла десна.
4678	Health	At the Dentist	Doloras kiam mi maĉas	It hurts when I chew.	噛むと痛いです。	咀嚼时会疼。	씹을 때 아파요.	Мне больно жевать.
4679	Health	At the Dentist	Ĉu necesas ĝin eltiri?	Is it necessary to pull it out?	抜く必要がありますか？	有必要把它取出来吗？	꼭 빼야 하나요?	Его необходимо удалить?
4680	Health	At the Dentist	Ĉu vi povas ripari mian dentprotezon?	Can you fix my dentures?	入れ歯を直してもらえますか？	你能帮我修一下假牙吗？	제 의치를 고쳐주실 수 있나요?	Вы можете починить мой зубной протез?
4681	Health	At the Dentist	Bonvolu malfermi la buŝon	Open your mouth, please.	お口を開けてください。	请张开嘴。	입을 벌려 주세요.	Откройте рот, пожалуйста.
4682	Health	At the Dentist	Iom pli larĝe, bonvolu	A little wider, please.	もう少し広げてください。	请再宽一点。	조금만 더 넓게 해주세요.	Немного пошире, пожалуйста.
4683	Health	At the Dentist	Vi bezonas du plombojn	You need two fillings.	詰め物が二つ必要です。	你需要补两颗牙。	충전 치료가 두 군데 필요합니다.	Вам нужны две пломбы.
4684	Health	At the Dentist	Vi havas absceson	You've got an abscess.	膿瘍があります。	你有一个脓肿。	농양이 생겼어요.	У вас абсцесс.
4685	Health	At the Dentist	Ĉu vi havas iujn plendojn?	Have you had any problems?	何か問題はありましたか？	你遇到什么问题了吗？	문제가 있으셨나요?	У вас есть какие-то жалобы?
4686	Health	At the Dentist	Kie estas la plej proksima denta kliniko?	Where is the nearest dental clinic?	一番近い歯科医院はどこですか。	最近的牙科诊所在哪里？	가장 가까운 치과가 어디에 있나요?	Где ближайшая стоматологическая клиника?
4687	Health	At the Dentist	Mi konsideras lin la plej bona dentisto, kiun mi konas	I consider him the best dentist I know.	私の知っている中で、彼が一番優れた歯医者だと思います。	我认为他是我认识的最好的牙医。	저는 그를 제가 아는 치과의사 중에서 가장 뛰어나다고 생각해요.	Я считаю его лучшим стоматологом из всех, что я знаю.
4688	Health	At the Dentist	Ĉu mi povus fari rendevuon ĉe la dentisto?	Could I make an appointment to see the dentist?	歯医者の予約を取ることはできますか？	我可以预约看牙医吗？	치과 진료 예약을 할 수 있을까요?	Я могу записаться на приём к стоматологу?
4689	Health	At the Dentist	Vi devus fari rendevuon ĉe la higienisto	You should make an appointment with the hygienist.	歯科衛生士の予約を取ったほうがいいですよ。	你应该预约洁牙师。	치위생사와 예약을 잡으시는 것이 좋겠습니다.	Вам следует записаться на приём к гигиенисту.
4690	Health	At the Dentist	La kuracisto pretas akcepti vin nun	The doctor's ready to see you now.	お医者さんが診察の準備ができました。	医生现在可以接待您了。	이제 의사 선생님께서 진료 보실 준비가 되셨습니다.	Доктор готов принять вас сейчас.
4691	Health	At the Dentist	Mi ŝatus dentpurigadon, bonvolu	I'd like a teeth cleaning, please.	歯のクリーニングをお願いします。	我想洗牙，谢谢。	스케일링을 받고 싶어요.	Я бы хотел сделать чистку зубов, пожалуйста.
4692	Health	At the Dentist	Mi ŝatus plombigi denton	I would like to have a tooth filled.	虫歯を治療して詰め物をしてほしいです。	我想补一颗牙。	충전을 받고 싶어요.	Я бы хотела запломбировать зуб.
4693	Health	At the Dentist	Vi havas iom da kario en ĉi tiu dento	You've got a bit of decay in this one.	こちらの歯に少し虫歯があります。	这颗牙有点蛀了。	이 치아에 약간 충치가 생겼어요.	У вас небольшой кариес на этом.
4694	Health	At the Dentist	Mi devos eltiri ĉi tiun denton	I'm going to have to take this tooth out.	この歯を抜かなければなりません。	我得把这颗牙拔掉。	이 치아를 뽑아야 할 것 같아요.	Мне придётся удалить этот зуб.
