PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
4756	Health	At the Pharmacy	Kiom ofte mi prenu la medikamenton?	How often should I take the medicine?	この薬はどのくらいの頻度で飲めばいいですか？	我应该多久服用一次这种药？	이 약은 얼마나 자주 복용해야 하나요?	Как часто мне нужно принимать это лекарство?
4757	Health	At the Pharmacy	Ĉu vi vendas herbajn medikamentojn?	Do you sell herbal medicines?	漢方薬は取り扱っていますか？	你们有卖中草药吗？	한약을 판매하시나요?	Вы продаёте растительные лекарственные средства?
4758	Health	At the Pharmacy	Ĉu mi povas ricevi ion kontraŭ tuso?	Can I have something for a cough?	咳に効くお薬をいただけますか？	我能拿点止咳的药吗？	기침에 쓸 수 있는 약을 받을 수 있을까요?	Можно мне что-нибудь от кашля?
4759	Health	At the Pharmacy	Bonvolu doni al mi plastron	Please give me a plaster.	絆創膏をください。	请给我一块创可贴。	반창고 하나 주세요.	Пожалуйста, дайте мне пластырь.
4760	Health	At the Pharmacy	Bonvolu doni al mi iom da jodo	Please give me some iodine.	ヨウ素を少しください。	请给我一些碘。	요오드를 좀 주세요.	Пожалуйста, дайте мне йод.
4761	Health	At the Pharmacy	Mi ŝatus iom da paracetamolo	I'd like some paracetamol.	パラセタモールをいただけますか。	我想要一些对乙酰氨基酚。	파라세타몰 좀 주세요.	Я бы хотела парацетамол.
4762	Health	At the Pharmacy	Mi ŝatus pakaĵon da aspirino	I would like a bottle of aspirin.	アスピリンを1本いただけますか。	我想要一瓶阿司匹林。	아스피린 한 병 주세요.	Я бы хотел упаковку аспирина.
4763	Health	At the Pharmacy	Ĉu ĝi havas iujn flankefekojn?	Has it got any side effects?	副作用はありますか？	它有副作用吗？	부작용이 있나요?	У него есть какие-нибудь побочные эффекты?
4764	Health	At the Pharmacy	Vi devus eviti alkoholon	You should avoid alcohol.	お酒は控えたほうがいいですよ。	你应该避免饮酒。	술은 피하는 것이 좋습니다.	Вам следует исключить алкоголь.
4765	Health	At the Pharmacy	Vi povus provi ĉi tiun kremon	You could try this cream.	このクリームを試してみてはいかがでしょうか。	你可以试试这种药膏。	이 크림을 한번 써보세요.	Вы можете попробовать этот крем.
4766	Health	At the Pharmacy	Nur por ekstera uzo	For external use only	外用専用	仅限外用	외용으로만 사용하세요.	Только для наружного применения
4767	Health	At the Pharmacy	Kie estas la plej proksima tutnokte malfermita apoteko?	Where is the nearest all-night chemist's?	一番近い24時間営業の薬局はどこですか。	最近的24小时药店在哪里？	가장 가까운 24시간 약국이 어디에 있나요?	Где ближайшая круглосуточная аптека?
4768	Health	At the Pharmacy	Mi ŝatus paroli kun la farmacisto, bonvolu	I'd like to speak to the pharmacist, please.	薬剤師の方とお話ししたいのですが。	我想和药剂师谈一下。	약사님과 상담하고 싶습니다.	Я бы хотел поговорить с фармацевтом, пожалуйста.
4769	Health	At the Pharmacy	Mi havas ĉi tie recepton de la kuracisto	I've got a prescription here from the doctor.	こちらに医師からの処方箋があります。	我这里有医生开的处方。	여기 의사에게 받은 처방전이 있어요.	У меня здесь есть рецепт от врача.
4770	Health	At the Pharmacy	Ĉu mi povas aĉeti ĉi tion sen recepto?	Can I buy this without a prescription?	これは処方箋なしで購入できますか？	这个可以不用处方买吗？	이것을 처방전 없이 구매할 수 있나요?	Я могу его купить без рецепта?
4771	Health	At the Pharmacy	Ĉu vi bezonas recepton por dormigiloj?	Do you need a prescription for sleeping pills?	睡眠薬は処方箋が必要ですか？	安眠药需要处方吗？	수면제를 복용하려면 처방전이 필요하나요?	Вам нужен рецепт на снотворное?
4772	Health	At the Pharmacy	Ĉu vi povus prepari por mi la medikamenton laŭ ĉi tiu recepto?	Could you make up this prescription for me?	この処方箋を調剤していただけますか？	您能帮我配一下这个处方吗？	이 처방전을 조제해 주실 수 있나요?	Не могли бы вы изготовить мне лекарство по этому рецепту?
4773	Health	At the Pharmacy	Mi revenos por ĝi	I'll come back for it.	後で取りに戻ります。	我会回来取的。	제가 다시 찾으러 올게요.	Я вернусь за ним.
4774	Health	At the Pharmacy	Ĉu vi povas rekomendi ion kontraŭ malvarmumo?	Can you recommend anything for a cold?	風邪に効くものを何かおすすめしてもらえますか？	你能推荐一些治疗感冒的方法吗？	감기에 좋은 것이 있으면 추천해 주실 수 있나요?	Вы можете порекомендовать что-нибудь от простуды?
4775	Health	At the Pharmacy	Ĉu vi havas ion kontraŭ gorĝdoloro?	Have you got anything for a sore throat?	喉の痛みに効くものはありますか？	你有治疗喉咙痛的药吗？	목이 아플 때 쓸 만한 약이 있나요?	У вас есть что-нибудь от боли в горле?
4776	Health	At the Pharmacy	Ĉu vi havas ion por sekiĝintaj lipoj?	Have you got anything for chapped lips?	唇の乾燥に効くものはありますか？	你有治疗嘴唇干裂的东西吗？	입술이 트셨나요? 사용할 만한 제품이 있을까요?	У вас есть что-нибудь для обветренных губ?
4777	Health	At the Pharmacy	Ĉu vi havas ion kontraŭ vojaĝmalsano?	Have you got anything for travel-sickness?	乗り物酔いに効く薬はありますか？	你有治疗晕车的药吗？	멀미약 있나요?	У вас есть что-нибудь от укачивания?
