PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
4556	Health	At the Doctor	Kiom da alkoholo vi trinkas semajne?	How much alcohol do you drink a week?	1週間にどのくらいお酒を飲みますか？	你每周喝多少酒？	일주일에 술을 얼마나 드시나요?	Сколько алкоголя вы употребляете в неделю?
4557	Health	At the Doctor	Ĉu estas ia ebleco, ke vi estas graveda?	Is there any possibility you might be pregnant?	妊娠している可能性はありますか？	你有可能怀孕吗？	임신 가능성이 있으신가요?	Есть ли вероятность, что вы беременны?
4558	Health	At the Doctor	Ĉu vi havas privatan medicinan asekuron?	Have you got private medical insurance?	民間の医療保険には加入していますか？	你有私人医疗保险吗？	개인 의료 보험이 있으신가요?	У вас есть частная медицинская страховка?
4559	Health	At the Doctor	Kiel vi sentas vin ĝenerale?	How have you been feeling generally?	最近、体調はいかがですか？	你最近整体感觉怎么样？	요즘 전반적으로 어떻게 지내고 계세요?	Как вы себя чувствуете в целом?
4560	Health	Diseases	Kiel vi fartas?	How do you feel?	ご気分はいかがですか？	你感觉怎么样？	기분이 어떠세요?	Как вы себя чувствуете?
4561	Health	Diseases	Mi sentas min kapturna	I feel dizzy.	めまいがします。	我觉得头晕。	어지러워요.	У меня кружится голова.
4562	Health	Diseases	Mi sentas min malsana	I feel ill.	気分が悪いです。	我感觉不舒服。	몸이 안 좋아요.	Я плохо себя чувствую.
4563	Health	Diseases	Mi tremas	I'm shivering.	震えています。	我在发抖。	몸이 떨려요.	Меня знобит.
4564	Health	Diseases	Mi havas malvarmumon	I've got a cold.	風邪をひいています。	我感冒了。	감기에 걸렸어요.	Я простудилась.
4565	Health	Diseases	Mi havas tuberon	I've got a lump.	しこりがあります。	我摸到一个肿块。	혹이 만져져요.	У меня уплотнение.
4566	Health	Diseases	Kio okazis?	What's the matter?	どうしたの？	怎么了？	무슨 일이에요?	Что случилось?
4567	Health	Diseases	Insekto mordis min	An insect bit me.	虫に刺されました。	我被虫子咬了。	벌레에 물렸어요.	Меня укусило насекомое.
4568	Health	Diseases	Mi havas haŭterupcion	I've got a rash.	発疹ができました。	我身上起疹子了。	발진이 났어요.	У меня сыпь.
4569	Health	Diseases	Mi havas furunkon	I've got a boil.	できものができました。	我长了个疖子。	종기가 났어요.	У меня нарыв.
4570	Health	Diseases	Mi havas gripon	I've got flu.	インフルエンザにかかってしまいました。	我得了流感。	저는 독감에 걸렸어요.	Я простыла.
4571	Health	Diseases	Mi havas astmon	I've got asthma.	喘息があります。	我有哮喘。	저는 천식이 있어요.	У меня астма.
