PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
756	Emergencies	First Aid	Mi sangas	I'm bleeding.	血が出ている。	我流血了。	저 피가 나요.	У меня кровотечение.
757	Emergencies	First Aid	Min trafis aŭto	I was hit by a car.	車にひかれました。	我被车撞了。	저는 차에 치였어요.	Меня сбила машина.
758	Emergencies	First Aid	Li estas senkonscia	He is unconscious.	彼は意識を失っています。	他失去意识了。	그는 의식을 잃었어요.	Он без сознания.
759	Emergencies	First Aid	Mia filino estas vundita	My daughter is hurt.	娘がけがをしました。	我女儿受伤了。	제 딸이 다쳤어요.	Моя дочь ранена.
760	Emergencies	First Aid	Konduku min al hospitalo!	Take me to a hospital!	病院に連れて行ってください！	带我去医院！	병원에 데려다 주세요!	Отвезите меня в больницу!
761	Emergencies	First Aid	Ĉu estas kuracisto ĉi tie?	Is there a doctor here?	お医者さまはいらっしゃいますか？	这里有医生吗？	여기 의사 계신가요?	Здесь есть врач?
762	Emergencies	First Aid	Mi estis mordita	I was bitten.	噛まれました。	我被咬了。	저는 물렸어요.	Меня укусили.
763	Emergencies	First Aid	Mi tranĉis min	I've cut myself.	手を切ってしまいました。	我割伤了自己。	저 자신을 베었어요.	Я порезалась.
764	Emergencies	First Aid	Mi bruligis min	I've burnt myself.	やけどしてしまいました。	我烫伤了。	저 화상을 입었어요.	Я обжёгся.
765	Emergencies	First Aid	Mi rompis mian brakon	I have broken my arm.	腕を骨折しました。	我把胳膊摔断了。	팔이 부러졌어요.	Я сломала руку.
766	Emergencies	First Aid	Mi distordis mian maleolon	I sprained my ankle.	足首を捻挫しました。	我扭伤了脚踝。	발목을 삐었어요.	Я растянул лодыжку.
767	Emergencies	First Aid	Bonvolu surmeti bandaĝon	Please put a bandage.	絆創膏を貼ってください。	请帮我包扎一下。	붕대를 감아 주세요.	Пожалуйста, наденьте бандаж.
768	Emergencies	First Aid	Ĉu vi havas asekuron?	Have you got insurance?	保険には入っていますか？	你有保险吗？	보험이 있으신가요?	У вас есть страховка?
769	Emergencies	First Aid	Ĉio estos bone kun vi	You will be okay.	きっと大丈夫だよ。	你会没事的。	괜찮아질 거예요.	С вами всё будет хорошо.
770	Emergencies	First Aid	Mi falis de la ŝtuparo	I fell down the stairs.	階段から落ちてしまいました。	我从楼梯上摔下来了。	계단에서 넘어졌어요.	Я упал с лестницы.
771	Emergencies	First Aid	Mi perdis multe da sango	I've lost a lot of blood.	かなりの出血をしています。	我失血很多。	저는 피를 많이 잃었어요.	Я потеряла много крови.
772	Emergencies	First Aid	Li havas frakturon	He has got a fracture.	彼は骨折しています。	他骨折了。	그는 골절상을 입었어요.	У него перелом.
773	Emergencies	First Aid	Ĉu vi pensas, ke vi povos iri?	Do you think you can walk?	歩けそうですか？	你觉得你能走路吗？	걸을 수 있겠어요?	Как вы думаете, вы сможете идти?
774	Emergencies	First Aid	Ĉu vi havas diabeton?	Have you got diabetes?	糖尿病がありますか？	你有糖尿病吗？	당뇨병이 있으신가요?	У вас есть диабет?
775	Emergencies	First Aid	Mi ne estas alergia al iuj ajn medikamentoj	I'm not allergic to any drugs.	薬に対するアレルギーはありません。	我对任何药物都不过敏。	저는 어떤 약에도 알레르기가 없습니다.	У меня нет аллергии ни на какие лекарства.
776	Emergencies	First Aid	Ni nur devas iom atendi	We just have to wait a little.	もう少しだけ待てばいいよ。	我们只需要再等一会儿。	조금만 기다리면 돼요.	Нам просто нужно немного подождать.
777	Emergencies	First Aid	Mi venigos iun, kiu povas helpi	I'm getting somebody who can help.	助けてくれる人を呼んできます。	我正在找人来帮忙。	도와줄 수 있는 사람을 데려올게요.	Я приведу кого-нибудь, кто может помочь.
778	Emergencies	First Aid	Ĉi tiu persono povas helpi vin	This person can help you.	この人があなたを手伝ってくれます。	这个人可以帮你。	이 사람이 도와줄 수 있어요.	Этот человек может вам помочь.
779	Emergencies	First Aid	Mi elartikigis mian brakon	I dislocated my arm.	腕を脱臼しました。	我的胳膊脱臼了。	팔이 탈구됐어요.	Я вывихнул руку.
780	Emergencies	First Aid	Mi stumblis sur la ŝtuparo	I tripped on the steps.	階段でつまずきました。	我在台阶上绊了一下。	계단에서 발을 헛디뎠어요.	Я споткнулся на лестнице.
781	Emergencies	First Aid	Mi havas manĝaĵveneniĝon	I've got a food poisoning.	食中毒になってしまいました。	我食物中毒了。	식중독에 걸렸어요.	У меня пищевое отравление.
782	Emergencies	First Aid	Li estas grave vundita	He is seriously injured.	彼は重傷を負っています。	他伤得很重。	그는 심하게 다쳤어요.	Он серьёзно ранен.
783	Emergencies	First Aid	Iu venos kaj helpos vin	Somebody will come and help you.	誰かが来て手伝ってくれます。	会有人来帮你的。	누군가 와서 도와드릴 거예요.	Кто-нибудь придёт и поможет вам.
784	Emergencies	First Aid	Mi atendos ĉi tie kun vi, ne zorgu	I will wait here with you, don't worry.	ここで一緒に待っているから、心配しないで。	我会在这里陪着你，别担心。	제가 여기서 함께 기다릴 테니 걱정하지 마세요.	Я подожду здесь с вами, не беспокойтесь.
785	Emergencies	First Aid	Mi mezuros vian pulson	I'm going to take your pulse.	脈を測りますね。	我来给你量一下脉搏。	맥박을 측정하겠습니다.	Сейчас я измерю ваш пульс.
786	Emergencies	First Aid	Trankviliĝu, ĉio estos en ordo	Calm down, everything will be OK.	落ち着いて、大丈夫だから。	冷静点，一切都会好的。	진정하세요, 모든 일이 잘 될 거예요.	Успокойтесь, всё будет хорошо.
787	Emergencies	First Aid	Ĉu vi estas alergia al iuj medikamentoj?	Are you allergic to any medications?	何か薬にアレルギーはありますか？	你对哪些药物过敏吗？	어떤 약에 알레르기가 있으신가요?	У вас есть аллергия на какие-нибудь лекарства?
788	Emergencies	First Aid	Jes, mi estas alergia al penicilino	Yes, I'm allergic to penicillin.	はい、ペニシリンにアレルギーがあります。	是的，我对青霉素过敏。	네, 저는 페니실린에 알레르기가 있어요.	Да, у меня аллергия на пенициллин.
789	Emergencies	First Aid	Mi havas reakcion al novokaino	I have a reaction to novocaine.	私はノボカインにアレルギー反応があります。	我对诺沃卡因过敏。	저는 노보카인에 알레르기 반응이 있어요.	У меня реакция на новокаин.
790	Emergencies	First Aid	Jen mia poliso de medicina asekuro	Here is my medical insurance policy.	こちらが私の医療保険証書です。	这是我的医疗保险单。	여기 제 의료 보험 증서입니다.	Вот мой полис медицинского страхования.
791	Emergencies	First Aid	Ĉu vi povus sciigi mian familion?	Could you please let my family know?	家族に伝えていただけますか。	能帮我通知一下我的家人吗？	제 가족에게 알려주실 수 있나요?	Пожалуйста, не могли бы вы сообщить моей семье?
792	Emergencies	First Aid	Ĉu mi povas daŭrigi mian vojaĝon?	Can I continue my trip?	このまま旅を続けてもいいですか？	我可以继续我的行程吗？	여행을 계속해도 될까요?	Я могу продолжить поездку?
793	Emergencies	At the Police Station	Kio mankas?	What is missing?	何が足りないのですか？	缺少了什么？	무엇이 빠졌나요?	Что пропало?
794	Emergencies	At the Police Station	Mi perdis mian mansakon	I've lost my handbag.	ハンドバッグをなくしてしまいました。	我把手提包弄丢了。	핸드백을 잃어버렸어요.	Я потеряла свою сумку.
795	Emergencies	At the Police Station	Kion vi faris?	What did you do?	何をしたの？	你做了什么？	무엇을 하셨나요?	Что вы сделали?
796	Emergencies	At the Police Station	Mi bezonas advokaton	I need a lawyer.	弁護士が必要です。	我需要一位律师。	변호사가 필요해요.	Мне нужен адвокат.
797	Emergencies	At the Police Station	Bonvolu subskribi vian deklaron	Sign your declaration, please.	宣誓書にご署名をお願いいたします。	请在声明上签字。	선언서에 서명해 주세요.	Подпишите своё заявление, пожалуйста.
798	Emergencies	At the Police Station	Oni ŝtelis mian tekkomputilon	My laptop's been stolen.	ノートパソコンが盗まれました。	我的笔记本电脑被偷了。	제 노트북이 도난당했어요.	Мой ноутбук украли.
799	Emergencies	At the Police Station	Kiam tio okazis?	When did that happen?	それはいつ起こったのですか？	那是什么时候发生的？	그게 언제 일어났어요?	Когда это случилось?
