PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
4956	Communication Means	At the Post Office	Ĉu vi povus sendi ĝin al ĉi tiu adreso en Niĝerio?	Could you send it to this address in Nigeria?	ナイジェリアのこの住所に送っていただけますか？	你能把它寄到尼日利亚这个地址吗？	이 주소로 나이지리아에 보내주실 수 있나요?	Не могли бы вы отправить её по этому адресу в Нигерию?
4957	Communication Means	At the Post Office	Kiom kostos sendi ĉi tiun leteron al Germanio?	How much will it cost to send this letter to Germany?	この手紙をドイツに送る場合、料金はいくらになりますか？	把这封信寄到德国需要多少钱？	이 편지를 독일로 보내는 데 얼마가 들까요?	Сколько будет стоить отправить это письмо в Германию?
4958	Communication Means	At the Post Office	Kiom kostas sendi ĉi tion per rekomendita poŝto?	How much does it cost to send this by registered post?	これを書留で送る場合、料金はいくらですか？	用挂号邮寄这个需要多少钱？	이것을 등기 우편으로 보내는 데 비용이 얼마나 드나요?	Сколько стоит отправить его заказным письмом?
4959	Communication Means	At the Post Office	Ĉu vi bonvolus sendi ĉi tiun pakaĵon kiel eble plej rapide?	Would you please send this parcel as quickly as possible?	できるだけ早くこの荷物を発送していただけますか。	请尽快寄出这个包裹。	이 소포를 최대한 빨리 보내주시겠어요?	Не могли бы вы, пожалуйста, отправить эту посылку как можно скорее?
4960	Communication Means	At the Post Office	Ĝi estos en Sidnejo post ĉirkaŭ kvar horoj	It will be in Sydney in about four hours.	あと約4時間でシドニーに到着します。	大约四个小时后它就会到达悉尼。	약 네 시간 후면 시드니에 도착할 거예요.	Она будет в Сиднее примерно через четыре часа.
4961	Communication Means	At the Post Office	Mi venis por preni pakaĵon	I've come to collect a parcel.	荷物を受け取りに来ました。	我来取个包裹。	소포를 찾으러 왔어요.	Я пришёл забрать посылку.
4962	Communication Means	At the Post Office	Ĉe kiu giĉeto estas la poste restante?	Which window is for poste restante?	どの窓口が局留め郵便の受付ですか？	请问哪一个窗口办理留存邮政业务？	여기서 우편물 보관 창구는 어디인가요?	В каком окне корреспонденция до востребования?
4963	Communication Means	Letter	Estimata Sinjorino Banon,	Dear Mrs Banon,	バノン様	尊敬的巴农女士	배논 여사님께,	Уважаемая миссис Бэнон!
4964	Communication Means	Letter	Sincere via,	Yours sincerely,	敬具（心を込めて）	此致敬礼	진심을 담아 드립니다.	Искренне ваш,
4965	Communication Means	Letter	Kara Filipo,	Dear Filip,	フィリップ様	亲爱的Filip	필립님께,	Уважаемый Филип,
4966	Communication Means	Letter	Kun amo,	With love,	愛をこめて	满怀爱意	사랑을 담아	С любовью,
4967	Communication Means	Letter	Estimata Sinjorino,	Dear Madam,	拝啓　ご担当者様	尊敬的女士，	존경하는 귀하께,	Уважаемая госпожа,
4968	Communication Means	Letter	Al kiu tio povas koncerni,	To whom it may concern,	関係者各位	敬启者，	관계자분께,	Вниманию заинтересованных лиц,
4969	Communication Means	Letter	Bonvolu trovi mian vivresumon aldonitan	Please find my CV attached.	履歴書を添付いたしましたのでご確認ください。	请查收我的简历。	제 이력서를 첨부하였으니 확인해 주세요.	Высылаю своё резюме в приложении.
4970	Communication Means	Letter	Antaŭdankon	Thank you in advance.	あらかじめありがとうございます。	提前感谢。	미리 감사드립니다.	Заранее благодарю.
4971	Communication Means	Letter	Respektplene via	Respectfully yours,	敬具（敬意を込めて）	谨上	존경을 담아 드립니다.	С уважением, ваша
4972	Communication Means	Letter	Respondu baldaŭ	Write back soon.	早くお返事ください。	请尽快回复。	곧 답장해 주세요.	Жду скорого ответа.
4973	Communication Means	Letter	Kun plej koraj salutoj,	Kindest regards,	心より敬意を表します。	诚挚问候	진심을 담아 드립니다.	Всего наилучшего,
4974	Communication Means	Letter	Dankon pro via helpo en ĉi tiu afero	Thank you for your help in this matter.	本件につきましてご協力いただき、ありがとうございます。	感谢您在这件事上的帮助。	이 일에 도움을 주셔서 감사합니다.	Спасибо вам за помощь в этом деле.
