PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
3456	Shopping	Clothes	Mi serĉas ion beĝan	I'm looking for something in beige.	ベージュのものを探しています。	我想找一件米色的。	베이지색으로 된 제품을 찾고 있어요.	Я ищу что-нибудь бежевое.
3457	Shopping	Clothes	Ĉu vi havas ion malpli multekostan?	Have you got anything that is less expensive?	もう少し安いものはありますか？	你们有更便宜一点的吗？	더 저렴한 것이 있나요?	У вас есть что-нибудь менее дорогое?
3458	Shopping	Clothes	Mi volas jupon en pli malhela nuanco de bluo	I want a skirt in a darker shade of blue.	もっと濃い青色のスカートが欲しいです。	我想要一条颜色更深的蓝色裙子。	좀 더 어두운 파란색 치마를 원해요.	Я хочу юбку более тёмного оттенка синего.
3459	Shopping	Clothes	Ĉu vi pensas, ke ĉi tiu materialo estas daŭrema?	Do you think this material is durable?	この素材は耐久性があると思いますか？	你觉得这种材料耐用吗？	이 소재가 내구성이 있다고 생각하시나요?	Вы думаете, этот материал долговечный?
3460	Shopping	Clothes	Kiam ĉi tiu varo estos en rabatvendado?	When will this item go in the sale?	この商品はいつセールになりますか？	这件商品什么时候会打折？	이 상품은 언제 세일에 들어가나요?	Когда этот товар будет на распродаже?
3461	Shopping	Clothes	Mi volas ion el kotono	I want something made of cotton.	綿素材のものが欲しいです。	我想要一件棉质的。	면으로 만든 제품을 원해요.	Я хочу что-нибудь из хлопка.
3462	Shopping	Clothes	Tio ne estas tio, kion mi serĉas	It's not what I'm looking for.	私が求めているものではありません。	这不是我想要的。	제가 찾고 있는 것이 아니에요.	Это не то, что я ищу.
3463	Shopping	Clothes	Mi serĉas pantalonon	I am looking for a pair of trousers.	ズボンを探しています。	我在找一条裤子。	바지를 찾고 있어요.	Я ищу брюки.
3464	Shopping	Clothes	Ĉi tiu pantalono estas tro larĝa	These trousers are too loose.	このズボンはちょっとゆるすぎます。	这条裤子太宽了。	이 바지는 너무 헐렁해요.	Эти брюки слишком свободные.
3465	Shopping	Clothes	Ĉu vi havas ĉi tion en pli malgranda grandeco?	Have you got this in a smaller size?	こちらの商品の小さいサイズはありますか？	这个有小一点的尺码吗？	이거 더 작은 사이즈 있나요?	У вас есть такой же меньшего размера?
3466	Shopping	Clothes	Ĉu vi havas jakon konvenan al ĉi tiuj pantalonoj?	Have you got a jacket to match these trousers?	このズボンに合うジャケットはありますか？	你有和这条裤子配套的外套吗？	이 바지에 어울리는 재킷이 있나요?	У вас есть пиджак к этим брюкам?
3467	Shopping	Clothes	El kia ŝtofo estas farita tiu kostumo?	What fabric is that suit made of?	そのスーツは何の生地でできていますか？	那套西装是用什么面料做的？	저 정장은 어떤 원단으로 만들어졌나요?	Из какой ткани сделан тот костюм?
3468	Shopping	Clothes	Ĉu vi havas tian de pli bona kvalito?	Have you got one of a better quality?	もう少し質の良いものはありますか？	你有没有质量更好一点的？	더 좋은 품질의 것이 있나요?	У вас есть такое же лучшего качества?
3469	Shopping	Clothes	Ĉu oni devas lavi ĝin mane?	Is it hand washable?	手洗いできますか？	可以手洗吗？	손세탁이 가능한가요?	Её нужно стирать вручную?
3470	Shopping	Clothes	Kiam vi ricevos novan stokon?	When will you get new stock in?	新しい在庫はいつ入りますか？	请问新货什么时候到？	신상품은 언제 입고되나요?	Когда вы получите новую коллекцию?
3471	Shopping	Clothes	Ĉu vi havas ĉi tiun artikolon en stoko?	Have you got this item in stock?	こちらの商品は在庫がありますか？	这款商品有现货吗？	이 상품 재고 있나요?	У вас они есть в наличии?
3472	Shopping	Clothes	Bonvolu flankmeti ĉi tion por mi	Please put this on hold for me.	こちらを保留にしておいてください。	请帮我暂时保留一下。	이것을 제게 보류해 주세요.	Пожалуйста, отложите его для меня.
3473	Shopping	Shoes	Mi bezonas paron da mokasinoj	I need a pair of moccasins.	モカシンを一足欲しいです。	我需要一双鹿皮鞋。	모카신 한 켤레가 필요해요.	Мне нужна пара мокасинов.
3474	Shopping	Shoes	Ĉu vi sentas vin komforte en ili?	Do they feel comfortable?	履いてみて快適ですか？	穿着舒服吗？	신어보니 편하세요?	Вам в них удобно?
3475	Shopping	Shoes	La ŝuoj estas tro grandaj	The shoes are too big.	靴が大きすぎます。	这双鞋太大了。	신발이 너무 커요.	Туфли слишком большие.
3476	Shopping	Shoes	Mi ŝatas ilin	I like them.	気に入りました。	我喜欢这双。	마음에 들어요.	Они мне нравятся.
3477	Shopping	Shoes	Kiel vi sentas vin en ili?	How do they feel?	履いてみていかがですか？	穿着感觉怎么样？	신어보니 어떠세요?	Как вам в них?
3478	Shopping	Shoes	Ili premas min	They pinch me.	この靴はきついです。	这双鞋夹脚。	이 신발은 발이 꽉 껴요.	Они мне жмут.
3479	Shopping	Shoes	La kalkanumoj estas tro altaj	The heels are too high.	ヒールが高すぎます。	鞋跟太高了。	굽이 너무 높아요.	Каблуки слишком высокие.
3480	Shopping	Shoes	La kalkanumoj estas tro malaltaj	The heels are too low.	ヒールが低すぎます。	鞋跟太低了。	굽이 너무 낮아요.	Каблуки слишком низкие.
3481	Shopping	Shoes	Ĉi tio ne estas via grandeco	This is not your size.	こちらはお客様のサイズではありません。	这不是你的尺码。	이건 당신 사이즈가 아니에요.	Это не ваш размер.
3482	Shopping	Shoes	Ĉu vi ne vendas botojn ĉi tie?	Don't you sell any boots here?	こちらではブーツは取り扱っていませんか？	这里不卖靴子吗？	여기에서는 부츠를 판매하지 않나요?	Разве вы не продаёте здесь ботинки?
3483	Shopping	Shoes	Ĉu mi povus provi ĉi tiujn sandalojn?	Could I try these sandals on?	このサンダルを試着してもいいですか？	我可以试穿一下这双凉鞋吗？	이 샌들 한번 신어봐도 될까요?	Я могу примерить эти сандалии?
3484	Shopping	Shoes	Mi ŝatus paron da fingrosandaloj	I would like a pair of flip-flops.	ビーチサンダルを一足いただけますか。	我想要一双人字拖。	쪼리 한 켤레 주세요.	Я бы хотел пару шлёпанцев.
3485	Shopping	Shoes	Bonvolu montri al mi tiun paron da pantofoj	Show me that pair of slippers, please.	そのスリッパを見せてください。	请把那双拖鞋给我看看。	저 슬리퍼 한 켤레 보여주세요.	Покажите мне ту пару тапочек, пожалуйста.
3486	Shopping	Shoes	Kion vi pensas pri ĉi tiuj?	What do you think of these?	これについてどう思いますか？	你觉得这些怎么样？	이것들에 대해 어떻게 생각하세요?	Что вы думаете об этих?
3487	Shopping	Shoes	Ĉu vi povus mendi mian grandecon?	Could you order my size?	私のサイズを注文してもらえますか？	你能帮我订购我的尺码吗？	제 사이즈로 주문해 주실 수 있나요?	Вы могли бы заказать мой размер?
3488	Shopping	Shoes	Ĉu vi trovis ion, kio plaĉas al vi?	Did you find something you like?	何か気に入ったものは見つかりましたか？	你找到喜欢的吗？	마음에 드는 것이 있으신가요?	Вы нашли что-нибудь, что вам нравится?
3489	Shopping	Shoes	Mi ŝatus surprovi ĉi tiujn sportŝuojn	I would like to try these trainers.	こちらのスニーカーを試着してみたいのですが。	我想试穿一下这双运动鞋。	이 운동화를 신어보고 싶어요.	Я бы хотел примерить эти кроссовки.
3490	Shopping	Shoes	Mi ŝatus vidi paron da gumaj botoj	I would like to see a pair of wellington boots.	ウェリントンブーツを見せていただけますか。	我想看看一双雨靴。	장화 한 켤레를 보고 싶어요.	Я бы хотела посмотреть пару резиновых сапог.
3491	Shopping	Shoes	Ĉu tio estas la sola koloro, kiun vi havas?	Is this the only colour you've got?	この色しかありませんか？	这是你们唯一的颜色吗？	이 색상밖에 없나요?	Это единственный цвет, который у вас есть?
3492	Shopping	Shoes	Ĉu vi volas provi alian paron?	Do you want to try on another pair?	ほかのものも試してみますか？	你想试试别的一双吗？	다른 신발도 한번 신어 보시겠어요?	Хотите померить другую пару?
3493	Shopping	Shoes	Mi ŝatus surprovi ambaŭ parojn	I would like to try both of them on.	両方とも試着してみたいです。	我想两件都试一下。	두 가지 모두 한번 입어보고 싶어요.	Я бы хотел примерить обе пары.
3494	Shopping	Shoes	Ili sidas sur mi kiel ganto	They fit me like a glove.	ぴったり合っています。	它们非常合身。	저한테 딱 맞아요.	Они сидят на мне как влитые.
3495	Shopping	Accessories	Mi ŝatus ringon	I'd like a ring.	指輪が欲しいです。	我想要一个戒指。	반지를 하나 갖고 싶어요.	Я бы хотела кольцо.
3496	Shopping	Accessories	Ĉu tio ĉi estas oro?	Is this gold?	これは金ですか？	这是金子吗？	이게 금인가요?	Это золото?
3497	Shopping	Accessories	Ĝi estas tro granda	It's too big.	大きすぎます。	太大了。	너무 커요.	Она слишком велика.
3498	Shopping	Accessories	Mi serĉas skarfon	I am looking for a scarf.	マフラーを探しています。	我在找一条围巾。	스카프를 찾고 있어요.	Я ищу шарф.
3499	Shopping	Accessories	Ĉu ĝi estas manfarita?	Is it handmade?	手作りですか？	这是手工制作的吗？	수제품인가요?	Это ручная работа?
3500	Shopping	Accessories	Ĉu vi bezonas ion?	Do you need anything?	何か必要なものはありますか？	你需要什么吗？	필요한 것이 있으신가요?	Вам что-то нужно?
