PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
3356	Food	Breakfast Food	Mi preferas frititajn ovojn	I prefer fried eggs.	目玉焼きのほうが好きです。	我更喜欢煎蛋。	저는 계란 프라이를 더 좋아해요.	Я предпочитаю яичницу.
3357	Food	Breakfast Food	Mi ŝatus kolbasojn	I'd like some sausages.	ソーセージをください。	我想要一些香肠。	소시지 좀 주세요.	Я бы хотела сосиски.
3358	Food	Breakfast Food	Ŝi ŝatus kelkajn avenajn biskvitojn	She would like some oat biscuits.	彼女はオートビスケットを少し欲しがっています。	她想要一些燕麦饼干。	그녀는 오트 비스킷을 좀 원해요.	Она бы хотела овсяное печенье.
3359	Food	Breakfast Food	Mi ŝatas sorbeton	I like sorbet.	シャーベットが好きです。	我喜欢雪葩。	저는 셔벗을 좋아해요.	Мне нравится сорбет.
3360	Food	Breakfast Food	Li ŝatas krespojn	He likes crepes.	彼はクレープが好きです。	他喜欢可丽饼。	그는 크레페를 좋아해요.	Ему нравятся блинчики.
3361	Food	Breakfast Food	Ŝi ŝatas biskvitojn	She likes biscuits.	彼女はビスケットが好きです。	她喜欢饼干。	그녀는 비스킷을 좋아해요.	Ей нравится печенье.
3362	Food	Breakfast Food	Ŝi ŝatas ringokukojn	She likes doughnuts.	彼女はドーナツが好きです。	她喜欢甜甜圈。	그녀는 도넛을 좋아해요.	Ей нравятся пончики.
3363	Food	Breakfast Food	Ĉu vi manĝas dolĉajn bulkojn por matenmanĝo?	Do you eat buns for breakfast?	朝食にパンを食べますか？	你早餐会吃包子吗？	아침 식사로 번을 드시나요?	Ты ешь сдобные булочки на завтрак?
3364	Food	Breakfast Food	Blankan panon, mi petas	White bread, please.	食パンをお願いします。	请给我白面包。	흰빵으로 주세요.	Белый хлеб, пожалуйста.
3365	Food	Breakfast Food	Nigran panon, mi petas	Brown bread, please.	ブラウンブレッドをお願いします。	请给我全麦面包。	호밀빵으로 주세요.	Чёрный хлеб, пожалуйста.
3366	Food	Breakfast Food	Hejmfaritan panon, bonvolu	Homemade bread, please.	自家製のパンをお願いします。	请来一份自制面包。	수제 빵으로 부탁합니다.	Домашний хлеб, пожалуйста.
3367	Food	Breakfast Food	Mi ŝatus la rizopudinon	I'd like the rice pudding.	ライスプディングをお願いします。	我想要米布丁。	라이스 푸딩으로 주세요.	Я бы хотела рисовый пудинг.
3368	Food	Breakfast Food	Mi ŝatus pankukojn kun acera siropo	I'd like some pancakes with maple syrup.	メープルシロップをかけたパンケーキをお願いします。	我想要一些配枫糖浆的煎饼。	메이플 시럽을 곁들인 팬케이크를 주세요.	Я бы хотел блины с кленовым сиропом.
3369	Food	Breakfast Food	Ni ŝatus du tasojn da varma ĉokolado	We'd like two cups of hot chocolate.	ホットチョコレートを2杯お願いします。	我们要两杯热巧克力。	핫초코 두 잔 주세요.	Мы хотим две чашки горячего шоколада.
3370	Food	Breakfast Food	Ĉu vi manĝas kruasanojn ĉiutage?	Do you eat croissants every day?	毎日クロワッサンを食べますか？	你每天都吃可颂吗？	매일 크루아상을 드시나요?	Ты ешь круассаны каждый день?
3371	Food	Breakfast Food	Ŝi ankaŭ ŝatas margarinon	She likes margarine too.	彼女もマーガリンが好きです。	她也喜欢人造黄油。	그녀도 마가린을 좋아해요.	Ей тоже нравится маргарин.
3372	Food	Breakfast Food	Mi volas iom da kazeo	I want some cottage cheese.	カッテージチーズが食べたいです。	我想吃点奶酪。	코티지 치즈가 먹고 싶어요.	Я хочу творог.
3373	Food	Breakfast Food	Mi komencos per salato	I'll start with a salad.	まずはサラダをお願いします。	我先来一份沙拉。	샐러드부터 시작할게요.	Я начну с салата.
3374	Food	Breakfast Food	Mi prenos kafon kun lakto	I'll have some coffee with milk.	ミルク入りのコーヒーをお願いします。	我要一杯加牛奶的咖啡。	저는 우유를 넣은 커피로 할게요.	Я буду кофе с молоком.
3375	Food	Breakfast Food	Ŝi trinkos iom da senkafeina kafo	She will have some decaf coffee.	彼女はカフェインレスコーヒーをいただきます。	她要一杯无咖啡因咖啡。	그녀는 디카페인 커피를 마실 거예요.	Она будет кофе без кофеина.
3376	Food	Breakfast Food	Li manĝos kirlovaĵon	He will have some scrambled eggs.	彼はスクランブルエッグをいただきます。	他要来点炒蛋。	그는 스크램블 에그를 드시겠습니다.	Он будет яичницу-болтунью.
3377	Food	Breakfast Food	Iom da jogurto por mia filino, mi petas	Some yoghurt for my daughter, please.	娘にヨーグルトをお願いします。	请给我女儿来点酸奶。	제 딸에게 요구르트 좀 주세요.	Йогурт для моей дочери, пожалуйста.
3378	Food	Breakfast Food	Ŝi preferas teon kun artefarita dolĉigilo	She prefers tea with artificial sweetener.	彼女は人工甘味料を入れた紅茶が好きです。	她喜欢在茶里加代糖。	그녀는 인공 감미료를 넣은 차를 더 좋아해요.	Она предпочитает чай с сахарозаменителем.
3379	Shopping	At the Department Store	Malfermita la tutan tagon	Open all day	終日営業	全天营业	하루 종일 영업합니다.	Открыто весь день
3380	Shopping	At the Department Store	Pardonu, ni estas fermitaj	Sorry, we are closed.	申し訳ありませんが、ただいま閉店しております。	抱歉，我们已打烊。	죄송합니다, 영업이 종료되었습니다.	Извините, мы закрыты.
3381	Shopping	At the Department Store	Nun estas rabatvendotempo	It's sales time.	セールの時間です。	促销季到了。	세일 기간입니다.	Сейчас время распродаж.
3382	Shopping	At the Department Store	Kie estas la elirejo?	Where is the exit?	出口はどこですか。	出口在哪里？	출구가 어디에 있나요?	Где выход?
3383	Shopping	At the Department Store	Malfermita 24 horojn ĉiutage	Open 24 hours a day	24時間営業	全天24小时营业	연중무휴 24시간 영업합니다.	Открыто 24 часа в сутки
3384	Shopping	At the Department Store	Ĉu vi estas malfermitaj sabate?	Are you open on Saturday?	土曜日は営業していますか？	你们周六营业吗？	토요일에도 영업하시나요?	Вы открыты в субботу?
3385	Shopping	At the Department Store	Kiam vi malfermiĝas?	When do you open?	営業時間はいつですか？	你们几点开门？	언제 영업을 시작하나요?	Когда вы открываетесь?
3386	Shopping	At the Department Store	Je kioma horo vi fermiĝas?	What time do you close?	何時に閉店しますか？	你们几点关门？	몇 시에 문을 닫나요?	Во сколько вы закрываетесь?
3387	Shopping	At the Department Store	Sur kiu etaĝo troviĝas la brakhorloĝoj?	What floor are the watches on?	時計売り場は何階ですか？	请问手表在几楼？	시계는 몇 층에 있나요?	На каком этаже наручные часы?
3388	Shopping	At the Department Store	Sur la dua etaĝo	On the second floor.	2階にあります。	在二楼。	2층에 있어요.	На втором этаже.
3389	Shopping	At the Department Store	La butikoj estas fermitaj post la dua horo posttagmeze	The shops are closed after two p.m.	午後2時以降はお店が閉まっています。	商店下午两点以后就关门了。	가게들은 오후 2시 이후에는 문을 닫아요.	Магазины закрыты после двух часов дня.
3390	Shopping	At the Department Store	Ni estas malfermitaj de la 9-a ĝis la 17-a, de lundo ĝis vendredo	We're open from 9 a.m. to 5 p.m, Monday to Friday.	月曜日から金曜日の午前9時から午後5時まで営業しております。	我们营业时间为周一至周五，上午9点至下午5点。	저희는 월요일부터 금요일까지 오전 9시부터 오후 5시까지 영업합니다.	Мы открыты с 9 утра до 5 вечера, с понедельника по пятницу.
3391	Shopping	At the Department Store	Ĉu estas senimposta butiko proksime?	Is there a tax-free shop nearby?	近くに免税店はありますか？	附近有免税店吗？	근처에 면세점이 있나요?	Поблизости есть магазин беспошлинной торговли?
3392	Shopping	At the Department Store	Kie estas la plej proksima librejo?	Where is the nearest bookshop?	一番近い本屋はどこですか。	最近的书店在哪里？	가장 가까운 서점이 어디에 있나요?	Где ближайший книжный магазин?
3393	Shopping	At the Department Store	Kie estas la fako de ŝtofoj?	Where is the fabric department?	生地売り場はどこですか。	请问布料区在哪里？	원단 코너가 어디에 있나요?	Где отдел тканей?
3394	Shopping	At the Department Store	Kie estas la sekcio de subvestoj?	Where is the underwear department?	下着売り場はどこですか。	内衣区在哪里？	속옷 매장은 어디에 있나요?	Где отдел нижнего белья?
3395	Shopping	At the Department Store	Kie estas la kosmetika fako?	Where is the cosmetics department?	化粧品売り場はどこですか。	化妆品区在哪里？	화장품 매장은 어디에 있나요?	Где находится отдел косметики?
3396	Shopping	At the Department Store	Ĝi estas ĝuste tie	It's right there.	そこにあります。	就在那儿。	바로 저기 있어요.	Он вон там.
