PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
2456	Other Transport	At the Train Station	Mi ŝatus pensiulan unudirektan bileton al Milano	I'd like a senior citizens' single to Milan.	ミラノまでのシニア用片道切符をお願いします。	我想要一张去米兰的老年人单程票。	밀라노행 노인 편도 승차권 한 장 주세요.	Я бы хотел пенсионный билет в один конец до Милана.
2457	Other Transport	At the Train Station	Mi ŝatus unuaklasan revenbileton al Talino	I'd like a first class return to Tallinn.	タリンまでの往復ファーストクラスをお願いします。	我想要一张去塔林的头等舱往返票。	탈린까지 일등석 왕복표로 부탁합니다.	Я бы хотела билет первого класса туда и обратно до Таллина.
2458	Other Transport	At the Train Station	Kiom longe validas revenbileto?	How long is a return ticket good for?	往復切符の有効期間はどれくらいですか。	往返票的有效期是多久？	왕복 티켓의 유효 기간은 얼마나 되나요?	Сколько времени действует билет туда и обратно?
2459	Other Transport	At the Train Station	Ĉu ĉi tio estas eksprestrajno aŭ loktrajno?	Is this an express or a local train?	これは急行ですか、それとも各駅停車ですか？	这是快车还是普通车？	이 열차는 급행인가요, 아니면 일반 열차인가요?	Это экспресс или электричка?
2460	Other Transport	At the Train Station	Ĉu la trajno faras iujn haltojn survoje?	Does the train make any stops on the way?	途中で停車しますか？	这趟火车中途会停站吗？	기차가 가는 도중에 정차하는 역이 있나요?	Поезд делает какие-нибудь остановки по пути?
2461	Other Transport	At the Train Station	Ĉu ĉi tiu estas la ĝusta kajo por Tajpeo?	Is this the right platform for Taipei?	台北にはこのプラットフォームで合っていますか？	这是台北的正确平台吗？	여기가 타이베이에 적합한 플랫폼인가요?	Это правильная платформа до Тайбэя?
2462	Other Transport	At the Train Station	Kajo 11 por la 10:22 al Varsovio	Platform 11 for 10.22 to Warsaw.	10時22分発ワルシャワ行きは11番ホームです。	开往华沙的10点22分列车，请在11号站台候车。	10시 22분 바르샤바행은 11번 플랫폼에서 출발합니다.	Платформа 11, поезд в 10:22 до Варшавы.
2463	Other Transport	At the Train Station	Mi ŝatus vojaĝkarton, mi petas	I'd like a travel card, please.	旅行用のカードをお願いします。	我想办一张交通卡。	여행 카드를 하나 주세요.	Я бы хотела проездной билет, пожалуйста.
2464	Other Transport	At the Train Station	Mi ŝatus meti 10 funtojn sur ĝin	I'd like to put 10 pounds on it.	それに10ポンド賭けたいです。	我想押10英镑。	거기에 10파운드를 걸고 싶어요.	Я бы хотел положить на него 10 фунтов.
2465	Other Transport	At the Train Station	Mi ŝatus renovigi mian abonbileton, mi petas	I'd like to renew my season ticket, please.	シーズンチケットの更新をお願いします。	我想续订我的季票。	시즌권을 갱신하고 싶어요.	Я бы хотела продлить абонемент, пожалуйста.
2466	Other Transport	At the Train Station	Mi ne kontraŭas vojaĝi per trajno ĉiutage	I don't mind travelling by train every day.	毎日電車で通うのは気になりません。	我不介意每天坐火车出行。	저는 매일 기차로 이동하는 것이 괜찮아요.	Я не против ездить на поезде каждый день.
2467	Other Transport	At the Train Station	Ĉu ekzistas iuj rabataj tarifoj por pluraj vojaĝoj?	Are there any discount fares for multiple trips?	複数回利用できる割引運賃はありますか？	多次出行有优惠票价吗？	여러 번 이용할 경우 할인 요금이 있나요?	Есть какие-нибудь льготные тарифы на несколько поездок?
2468	Other Transport	At the Train Station	Kie mi povas trovi skemon de la metroo?	Where can I find a map of the underground?	地下鉄の路線図はどこで手に入りますか。	我在哪里可以找到地铁线路图？	지하철 노선도는 어디에서 볼 수 있나요?	Где я могу найти схему метро?
2469	Other Transport	At the Train Station	Ĝis kioma horo funkcias la metroo?	How late does the underground run?	地下鉄は何時まで運行していますか？	地铁最晚运营到几点？	지하철은 몇 시까지 운행하나요?	До которого часа работает метро?
2470	Other Transport	On the Bus or Train	Biletojn, mi petas	Tickets, please.	切符を拝見します。	请出示车票。	표를 보여주세요.	Билеты, пожалуйста.
2471	Other Transport	On the Bus or Train	Kie estas mia loko?	Where is my seat?	私の席はどこですか？	我的座位在哪里？	제 좌석이 어디인가요?	Где моё место?
2472	Other Transport	On the Bus or Train	Kie ni estas?	Where are we?	ここはどこですか？	我们现在在哪里？	여기가 어디죠?	Где мы?
2473	Other Transport	On the Bus or Train	Haltu ĉi tie, mi petas!	Stop here, please!	ここで止めてください。	请在这里停一下！	여기서 멈춰 주세요!	Остановите здесь, пожалуйста!
2474	Other Transport	On the Bus or Train	Ĉe la sekva haltejo, mi petas	Next stop, please.	次、お願いします。	请在下一站停车。	다음 정류장에서 내려 주세요.	На следующей остановке, пожалуйста.
2475	Other Transport	On the Bus or Train	Ĉu ĉi tiu loko estas libera?	Is this seat free?	この席、空いていますか？	这个座位有人吗？	이 자리 비어 있나요?	Это место свободно?
2476	Other Transport	On the Bus or Train	Ĉu vi kontraŭas, se mi sidiĝos ĉi tie?	Do you mind if I sit here?	こちらに座ってもよろしいですか？	你介意我坐这里吗？	여기 앉아도 될까요?	Не возражаете, если я здесь присяду?
2477	Other Transport	On the Bus or Train	Ne, mi ne kontraŭas	No, I don't mind.	いいえ、気にしません。	没关系，我不介意。	아니요, 괜찮아요.	Нет, я не возражаю.
2478	Other Transport	On the Bus or Train	Kiu haltejo estas ĉi tiu?	What's this stop?	ここは何という停留所ですか。	这是哪一站？	여기가 무슨 정류장이에요?	Что это за остановка?
2479	Other Transport	On the Bus or Train	Sekva haltejo: Stokholmo	Next stop: Stockholm.	次の停留所はストックホルムです。	下一站：斯德哥尔摩。	다음 정류장은 스톡홀름입니다.	Следующая остановка - Стокгольм.
2480	Other Transport	On the Bus or Train	Ĉi tio estas mia haltejo	This is my stop.	ここで降ります。	我到站了。	여기가 제 내릴 곳이에요.	Это моя остановка.
2481	Other Transport	On the Bus or Train	Je kioma horo ni alvenas?	What time do we arrive?	私たちは何時に到着しますか？	我们几点到？	우리는 몇 시에 도착하나요?	Во сколько мы прибываем?
2482	Other Transport	On the Bus or Train	Ĉu vi eliras?	Are you getting off?	降りますか？	你要下车吗？	내리실 건가요?	Вы выходите?
2483	Other Transport	On the Bus or Train	Urĝa bremso	Emergency brake	非常ブレーキ	紧急制动	비상 제동장치	Стоп-кран
2484	Other Transport	On the Bus or Train	Ĉe kiu haltejo mi eliru?	Which stop should I get off at?	どの停留所で降りればいいですか？	我应该在哪一站下车？	어느 정류장에서 내려야 하나요?	На какой остановке мне нужно выходить?
2485	Other Transport	On the Bus or Train	Ĉi tio estas mia vojaĝkarto	This is my travel card.	これは私の交通系ICカードです。	这是我的交通卡。	이것은 제 교통카드예요.	Это мой проездной билет.
2486	Other Transport	On the Bus or Train	Mi havas elektronikan bileton	I've got an e-ticket.	電子チケットを持っています。	我有一张电子票。	저는 전자 항공권을 가지고 있어요.	У меня электронный билет.
2487	Other Transport	On the Bus or Train	Mi perdis mian bileton	I've lost my ticket.	チケットをなくしてしまいました。	我的票丢了。	표를 잃어버렸어요.	Я потеряла свой билет.
2488	Other Transport	On the Bus or Train	En kiu vagono estas mia loko?	Which carriage is my seat in?	私の席はどの車両ですか？	我的座位在哪节车厢？	제 좌석은 몇 호 칸에 있나요?	В каком вагоне моё место?
2489	Other Transport	On the Bus or Train	Ĉu estas vagonrestoracio?	Is there a restaurant car?	食堂車はありますか？	有餐车吗？	식당칸이 있나요?	Здесь есть вагон-ресторан?
2490	Other Transport	On the Bus or Train	Kiom da tempo por atingi Osakon?	How long to get to Osaka?	大阪までどれくらいかかりますか？	到大阪需要多长时间？	오사카까지 얼마나 걸리나요?	Сколько добираться до Осаки?
2491	Other Transport	On the Bus or Train	Kiom da haltejoj de ĉi tie?	How many stops from here?	ここから何停留所ありますか？	离这里还有几站？	여기서 몇 정거장 남았어요?	Сколько остановок отсюда?
2492	Other Transport	On the Bus or Train	Kiom da haltejoj estas ĝis Kabulo?	How many stops is it to Kabul?	カブールまであと何停留所ありますか？	到喀布尔要经过几站？	카불까지 몇 정거장인가요?	Сколько остановок до Кабула?
2493	Other Transport	On the Bus or Train	Kie ni nun traveturas?	Where are we passing now?	今、私たちはどこを通っていますか？	我们现在经过哪里？	지금 우리는 어디를 지나고 있나요?	Где мы сейчас проезжаем?
2494	Other Transport	On the Bus or Train	Ĉu mi povas malfermi la fenestron?	May I open the window?	窓を開けてもよろしいですか。	我可以开窗吗？	창문을 열어도 될까요?	Я могу открыть окно?
2495	Other Transport	On the Bus or Train	Ĉi tie estas tre varme	It is very hot in here.	ここはとても暑いですね。	这里很热。	여기 안이 너무 덥네요.	Здесь очень жарко.
2496	Other Transport	On the Bus or Train	Kiam mi devas eliri? Ĝuste nun?	When do I have to get off? Right now?	今すぐ降りなきゃいけませんか？	我现在就要下车吗？	언제 내려야 하나요? 지금 내려야 하나요?	Когда мне нужно сойти? Прямо сейчас?
2497	Other Transport	On the Bus or Train	Ne, ĉe la sekva haltejo	No, at the next stop.	いいえ、次の停留所で。	不是，在下一站。	아니요, 다음 정류장에서요.	Нет, на следующей остановке.
2498	Other Transport	On the Bus or Train	Bonvolu eliri el la vagono	All change, please.	お乗り換えです。	请全部换乘。	모두 내리세요.	Просьба выйти из вагона.
2499	Other Transport	On the Bus or Train	Laŭpeta haltejo	Request stop	リクエストストップ	按需停靠站	요청 정차	Остановка по требованию
2500	Other Transport	On the Bus or Train	Ĉu ĉi tiu buso haltas ĉe la Ejfelturo?	Does this bus stop at the Eiffel Tower?	このバスはエッフェル塔に停まりますか？	这辆公交车在埃菲尔铁塔停吗？	이 버스는 에펠탑에 정차하나요?	Этот автобус останавливается у Эйфелевой башни?
2501	Other Transport	On the Bus or Train	Ĉu vi povus halti ĉe la flughaveno?	Could you please stop at the airport?	空港で止まっていただけますか？	请在机场停一下。	공항에 잠시 멈춰 주시겠어요?	Не могли бы вы, пожалуйста, остановиться в аэропорту?
2502	Other Transport	On the Bus or Train	Ĉu vi povus diri al mi, kiam ni alvenos al la universitato?	Could you tell me when we get to the university?	大学に着くのはいつか教えていただけますか。	你能告诉我我们什么时候到大学吗？	대학교에 언제 도착하는지 알려주실 수 있나요?	Не могли бы вы сказать мне, когда мы доберёмся до университета?
2503	Other Transport	On the Bus or Train	Kiom da tempo necesas por veturi al la urbocentro?	How long will it take to go to the city centre?	市の中心部まで行くのにどれくらい時間がかかりますか？	到市中心需要多长时间？	도심까지 가는 데 얼마나 걸릴까요?	Сколько ехать до центра города?
2504	Other Transport	On the Bus or Train	Bonvolu diri al mi, kie eliri	Please tell me where to get off.	降りる場所を教えてください。	请告诉我在哪里下车。	내릴 곳에서 알려주세요.	Пожалуйста, скажите мне, где выходить.
2505	Other Transport	On the Bus or Train	Mi eliras ĉe la sekva haltejo	I get off at the next stop.	次の停留所で降ります。	我在下一站下车。	저는 다음 정류장에서 내립니다.	Я выхожу на следующей остановке.
2506	Other Transport	On the Bus or Train	Ĉu vi kontraŭas, se mi fermos la fenestron?	Do you mind if I close the window?	窓を閉めてもよろしいですか？	你介意我把窗户关上吗？	창문을 닫아도 괜찮을까요?	Вы не против, если я закрою окно?
2507	Other Transport	On the Bus or Train	Mi pensas, ke ĉi tio estas mia sidloko	I think this is my seat.	こちらは私の席だと思います。	我觉得这是我的座位。	여기가 제 자리인 것 같아요.	Думаю, это моё место.
2508	Other Transport	On the Bus or Train	Ĉu mi povus meti ĉi tion en la pakaĵujon, mi petas?	Could I put this in the luggage compartment, please?	こちらを荷物棚に入れてもよろしいでしょうか。	请问我可以把这个放在行李舱里吗？	이것을 짐칸에 넣어도 될까요?	Могу я положить это в багажное отделение, пожалуйста?
2509	Other Transport	On the Bus or Train	Atentu, la pordoj fermiĝas	Be careful, the doors are closing.	ご注意ください、ドアが閉まります。	请注意，车门正在关闭。	조심하세요, 문이 닫히고 있습니다.	Осторожно, двери закрываются.
2510	Other Transport	On the Bus or Train	Ne apogiĝu al la pordo	Do not lean against the door	ドアにもたれかからないでください。	请勿倚靠车门	문에 기대지 마세요.	Не прислоняться
2511	Other Transport	On the Bus or Train	La sekva stacio estas Bond Street	The next station is Bond Street.	次はボンド・ストリート駅です。	下一站是邦德街。	다음 역은 본드 스트리트입니다.	Следующая остановка - улица Бонд-стрит.
2512	Other Transport	On the Bus or Train	Ni nun alproksimiĝas al la stacidomo London Kings Cross	We are now approaching London Kings Cross.	まもなくロンドン・キングス・クロス駅に到着いたします。	我们即将到达伦敦国王十字车站。	이제 곧 런던 킹스 크로스역에 도착합니다.	Мы прибываем на вокзал Лондон Кингс-Кросс.
2513	Other Transport	On the Bus or Train	Bonvolu kunpreni vian tutan bagaĝon kaj viajn personajn aĵojn	Please take all your luggage and personal belongings with you.	お荷物やお手回り品をすべてお持ちください。	请带好您的所有行李和个人物品。	모든 짐과 개인 소지품을 꼭 챙기시기 바랍니다.	Пожалуйста, не забывайте багаж и личные вещи.
2514	Other Transport	On the Bus or Train	Pardonu, ĉi tio ne estas via kupeo	Excuse me, this is not your compartment.	すみません、こちらはあなたの席ではありません。	不好意思，这不是你的车厢。	실례합니다만, 여기는 당신의 객실이 아닙니다.	Извините, это не ваше купе.
2515	Other Transport	On the Bus or Train	Ĉu la restoracia vagono estas antaŭe aŭ malantaŭe de la trajno?	Is the restaurant car at the front or rear of the train?	レストラン車両は列車の前方ですか、それとも後方ですか？	餐车在列车的前面还是后面？	식당칸은 열차의 앞쪽에 있나요, 아니면 뒤쪽에 있나요?	Вагон-ресторан в голове или в хвосте поезда?
2516	Other Transport	On the Bus or Train	Bonvolu veki min unu horon antaŭ ol ni alvenos	Please wake me an hour before we arrive.	到着の1時間前に起こしてください。	请在我们到达前一小时叫醒我。	도착하기 한 시간 전에 저를 깨워 주세요.	Пожалуйста, разбудите меня за час до прибытия.
2517	Other Transport	On the Bus or Train	Kiom longe la trajno haltas ĉi tie?	How long does the train stop here?	この駅にはどのくらい停車しますか？	火车在这里停多久？	기차가 여기에서 얼마나 정차하나요?	Сколько времени поезд здесь стоит?
2518	Other Transport	On the Bus or Train	Ĉu vi iam preterveturis vian haltejon en trajno?	Have you ever missed your train stop?	電車の降りる駅を乗り過ごしたことはありますか？	你有没有错过下车的站点？	기차에서 내릴 역을 지나친 적이 있나요?	Ты когда-нибудь проезжал свою станцию на поезде?
2519	Other Transport	On the Bus or Train	Kion vi kutime faras, kiam vi veturas per trajno?	What do you usually do when riding the train?	普段、電車に乗っているときは何をしていますか？	你平时坐火车时一般都会做些什么？	보통 기차를 탈 때 무엇을 하시나요?	Что ты обычно делаешь, когда едешь в поезде?
2520	Other Transport	On the Bus or Train	Ĉi tiu trajno finiĝas ĉi tie	This train terminates here.	この電車は当駅止まりです。	本次列车到站终点。	이 열차는 여기서 종착합니다.	Поезд дальше не идёт.
2521	Other Transport	Taxi	Ĉu vi estas libera?	Are you free?	今お時間ありますか？	你有空吗？	시간 괜찮으세요?	Вы свободны?
2522	Other Transport	Taxi	Mi ŝatus taksion, mi petas	I'd like a taxi, please.	タクシーをお願いします。	请帮我叫一辆出租车。	택시 한 대 불러 주세요.	Я бы хотел заказать такси, пожалуйста.
2523	Other Transport	Taxi	Veturigu min ĉi tien, mi petas	Take me here, please.	こちらまでお願いします。	请带我到这里。	여기로 데려다 주세요.	Отвезите меня сюда, пожалуйста.
2524	Other Transport	Taxi	Atendu ĉi tie	Wait here.	ここで待っていてください。	请在这里等一下。	여기서 기다리세요.	Подождите здесь.
2525	Other Transport	Taxi	Haltu ĉi tie	Stop here.	ここで止まってください。	停在这里。	여기서 멈추세요.	Остановите здесь.
2526	Other Transport	Taxi	Kie mi povas preni taksion?	Where can I get a taxi?	タクシーはどこで拾えますか？	哪里可以打到出租车？	택시는 어디에서 탈 수 있나요?	Где я могу поймать такси?
2527	Other Transport	Taxi	Mi malfruiĝas	I'm late.	遅れてしまいました。	我迟到了。	늦었어요.	Я опаздываю.
2528	Other Transport	Taxi	La aŭto estas survoje	It's on its way.	ただいま配送中です。	正在路上。	곧 도착할 예정입니다.	Машина в пути.
2529	Other Transport	Taxi	Kiu estas la adreso?	What's the address?	住所はどこですか？	地址是多少？	주소가 어떻게 되나요?	Какой адрес?
2530	Other Transport	Taxi	Ĉu ni preskaŭ alvenis?	Are we almost there?	もうすぐ着きますか？	我们快到了吗？	거의 다 왔나요?	Мы почти на месте?
2531	Other Transport	Taxi	Ni baldaŭ alvenos	We'll get there quickly.	すぐに到着します。	我们很快就会到达。	금방 도착할 거예요.	Мы скоро будем там.
2532	Other Transport	Taxi	Kie estas la taksometro?	Where is the meter?	メーターはどこですか？	仪表在哪里？	미터기는 어디에 있나요?	Где таксометр?
2533	Other Transport	Taxi	Mian restmonon, mi petas	My change, please.	お釣りをお願いします。	请找给我零钱。	거스름돈 주세요.	Сдачу, пожалуйста.
2534	Other Transport	Taxi	Jen la trinkmono	Here is the tip.	こちらがアドバイスです。	这是小费。	여기 팁이 있습니다.	Вот чаевые.
2535	Other Transport	Taxi	Ni prenu taksion!	Let's hail a taxi!	タクシーを呼ぼう！	我们打个车吧！	택시를 잡읍시다!	Давай возьмём такси!
2536	Other Transport	Taxi	Kie estas la taksihaltejo?	Where is the taxi rank?	タクシー乗り場はどこですか。	出租车乘车点在哪里？	택시 승강장은 어디에 있나요?	Где стоянка такси?
2537	Other Transport	Taxi	Mi veturas al ĉi tiu adreso	I'm going to this address.	この住所に向かいます。	我要去这个地址。	이 주소로 갈 거예요.	Я еду по этому адресу.
2538	Other Transport	Taxi	Mi estas ĉe la trajnstacio	I'm at the train station.	今、駅にいます。	我在火车站。	저는 기차역에 있어요.	Я на железнодорожном вокзале.
2539	Other Transport	Taxi	Venu preni min je la 7-a matene	Pick me up at 7 a.m.	朝7時に迎えに来て。	早上七点来接我。	아침 7시에 데리러 와 주세요.	Заберите меня в 7 часов утра.
2540	Other Transport	Taxi	Ĉu la taksimetro estas ŝaltita?	Is the meter switched on?	メーターの電源は入っていますか？	仪表开了吗？	계량기가 켜져 있나요?	Таксометр включён?
2541	Other Transport	Taxi	Bonvolu elekti la plej rektan vojon	Please take the most direct route.	できるだけ最短ルートでお願いします。	请走最直接的路线。	가장 직선적인 경로로 가주세요.	Пожалуйста, выберите самый короткий маршрут.
2542	Other Transport	Taxi	Ĉu vi povus veturi pli rapide?	Could you drive faster?	もう少しスピードを出してもらえますか？	你能开快一点吗？	좀 더 빨리 운전해 주실 수 있나요?	Вы можете ехать быстрее?
2543	Other Transport	Taxi	Bonvolu fermi la fenestron	Please close the window.	窓を閉めてください。	请把窗户关上。	창문을 닫아 주세요.	Пожалуйста, закройте окно.
2544	Other Transport	Taxi	Ellasu min ĉi tie, mi petas	Let me off here, please.	ここで降ろしてください。	请在这里让我下车。	여기서 내려 주세요.	Высадите меня здесь, пожалуйста.
2545	Other Transport	Taxi	Ĉi tio estas por vi	This is for you.	これはあなたのためです。	这是给你的。	이거 드릴게요.	Это вам.
2546	Other Transport	Taxi	Sekvu tiun aŭton!	Follow that car!	あの車を追ってください！	跟上那辆车！	저 차를 따라가세요!	Следуйте за той машиной!
