PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
4856	Communication Means	Phone Calls at Work	Ĉu vi ŝatus lasi mesaĝon?	Would you like to leave a message?	メッセージをお残しになりますか？	您需要留言吗？	메시지를 남기시겠습니까?	Вы бы хотели оставить сообщение?
4857	Communication Means	Phone Calls at Work	Bonvolu revoki morgaŭ	Please call again tomorrow.	恐れ入りますが、また明日お電話いただけますでしょうか。	请明天再打电话。	내일 다시 전화해 주세요.	Пожалуйста, перезвоните завтра.
4858	Communication Means	Phone Calls at Work	Pardonu pro la ĝeno	I'm sorry for troubling you.	ご迷惑をおかけして申し訳ありません。	不好意思，给您添麻烦了。	불편을 드려 죄송합니다.	Прошу прощения за беспокойство.
4859	Communication Means	Phone Calls at Work	Atendu la signalon kaj komponu la numeron	Wait for the signal and dial the number.	合図があったら番号をダイヤルしてください。	等待信号后拨打号码。	신호를 기다렸다가 번호를 누르세요.	Дождитесь сигнала и наберите номер.
4860	Communication Means	Phone Calls at Work	El kiu kompanio vi telefonas?	What company are you calling from?	どちらの会社からお電話いただいていますか？	请问您是哪个公司打来的？	어느 회사에서 전화하셨나요?	Из какой компании вы звоните?
4861	Communication Means	Phone Calls at Work	Mi provis telefoni al ŝi, sed ne sukcesis	I tried to call her but couldn't get through.	彼女に電話をかけてみましたが、つながりませんでした。	我试着给她打电话，但一直打不通。	제가 그녀에게 전화해봤지만 연결되지 않았어요.	Я пытался позвонить ей, но у меня не получилось.
4862	Communication Means	Phone Calls at Work	Ĉu vi havas telefonlibron?	Have you got a telephone directory?	電話帳をお持ちですか？	你有电话簿吗？	전화번호부 있으신가요?	У вас есть телефонный справочник?
4863	Communication Means	Phone Calls at Work	La numero ne estas en la telefonlibro	The number is ex-directory.	その番号は非公開です。	该号码为非公开号码。	해당 번호는 공개되지 않은 번호입니다.	Этого номера нет в справочнике.
4864	Communication Means	Phone Calls at Work	Ĉu vi scias lian internumeron?	Do you know what extension he's on?	彼の内線番号、分かりますか？	你知道他的分机号是多少吗？	그 사람이 내선번호가 몇 번인지 아세요?	Вы знаете его добавочный?
4865	Communication Means	Phone Calls at Work	Bonvolu konekti min al interna numero 212	Give me extension 212, please.	内線212番をお願いします。	请帮我接212分机，谢谢。	212번 내선으로 연결해 주세요.	Соедините меня с добавочным 212, пожалуйста.
4866	Communication Means	Phone Calls at Work	Ĉu estas oportune por vi paroli nun?	Is it convenient to talk at the moment?	今、お話ししても大丈夫でしょうか？	现在方便说话吗？	지금 통화해도 괜찮으신가요?	Вам удобно сейчас разговаривать?
