PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
3956	Leisure Time	At the Nightclub	La muziko estas tro laŭta	The music is too loud.	音楽の音が大きすぎます。	音乐太吵了。	음악 소리가 너무 커요.	Музыка слишком громкая.
3957	Leisure Time	At the Nightclub	Kiujn noktojn vi estas malfermitaj?	What nights are you open?	どの曜日の夜に営業していますか？	你们哪几天晚上营业？	어떤 요일에 영업하시나요?	По каким дням вы открыты?
3958	Leisure Time	At the Nightclub	Ni estas malfermitaj 7 noktojn semajne	We are open 7 nights a week.	週に7日、毎晩営業しております。	我们每周七天晚上营业。	저희는 일주일 내내 매일 저녁 영업합니다.	Мы открыты 7 дней в неделю.
3959	Leisure Time	At the Nightclub	Ĉu vi volas iri al klubo hodiaŭ vespere?	Do you want to go to a club tonight?	今夜クラブに行かない？	你今晚想去夜店吗？	오늘 밤에 클럽에 가고 싶어요?	Ты хочешь пойти сегодня вечером в клуб?
3960	Leisure Time	At the Nightclub	Pardonu, vi ne povas eniri	Sorry, you can't come in.	申し訳ありませんが、ご入場いただけません。	对不起，您不能进来。	죄송하지만 들어오실 수 없습니다.	Извините, вы не можете войти.
3961	Leisure Time	At the Nightclub	Ĉu vi bonvolus danci kun mi?	May I have this dance, please?	このダンスをご一緒していただけますか？	可以请你跳支舞吗？	저와 함께 춤춰 주시겠어요?	Вы со мной не потанцуете, пожалуйста?
3962	Leisure Time	At the Nightclub	Pardonu, mi ne dancas	Sorry, I don't dance.	すみません、私は踊れません。	不好意思，我不会跳舞。	죄송하지만 저는 춤을 추지 않아요.	Прости, я не танцую.
3963	Leisure Time	At the Nightclub	Estas tro varme ĉi tie	It's too hot in here.	ここは暑すぎます。	这里太热了。	여기 너무 덥네요.	Здесь слишком жарко.
3964	Leisure Time	At the Nightclub	Ĉu vi pretas iri hejmen?	Are you ready to go home?	もう帰る準備はできた？	你准备好回家了吗？	집에 갈 준비됐어요?	Ты готова идти домой?
3965	Leisure Time	At the Nightclub	Ĉu vi konas iujn bonajn klubojn ĉi-proksime?	Do you know any good clubs near here?	この近くでおすすめのクラブを知っていますか？	你知道这附近有什么不错的俱乐部吗？	이 근처에 괜찮은 클럽 아세요?	Ты знаешь какие-нибудь хорошие клубы поблизости?
