PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
356	Basic Sentences	Short Questions & Answers	Jes, ĝi tre plaĉas al mi!	Yes, I love it!	はい、大好きです！	是的，我很喜欢！	네, 정말 좋아요!	Да, оно мне очень нравится!
357	Basic Sentences	Short Questions & Answers	Jes, estas bone	Yes, it's fine.	はい、大丈夫です。	好的，没问题。	네, 괜찮아요.	Да, хорошо.
358	Basic Sentences	Short Questions & Answers	Mi nur ŝercas!	Just kidding!	冗談だよ！	开玩笑的！	그냥 농담이에요!	Шучу!
359	Basic Sentences	Short Questions & Answers	Ho! Tio estas bona!	Oh! That's good!	あっ、それは良かった！	哦，那太好了！	오! 그거 좋네요!	О! Это хорошо!
360	Basic Sentences	Short Questions & Answers	Kia trankviliĝo!	That's a relief.	ほっとしました。	这让我松了口气。	다행이네요.	Какое облегчение.
361	Basic Sentences	Short Questions & Answers	Tia estas la vivo!	That's life!	それが人生さ！	这就是生活！	그게 인생이죠!	Такова жизнь!
362	Basic Sentences	Short Questions & Answers	Ĉu vi certas?	Are you sure?	本当に大丈夫ですか？	你确定吗？	확실하신가요?	Ты уверен?
363	Basic Sentences	Short Questions & Answers	Kiel mi povas helpi vin?	How can I help you?	何かお手伝いできることはありますか？	我能帮您什么吗？	무엇을 도와드릴까요?	Чем я могу вам помочь?
364	Basic Sentences	Short Questions & Answers	Ĉu vi havas minuton?	Have you got a minute?	少しお時間よろしいでしょうか。	你有空吗？	잠깐 시간 괜찮으세요?	У вас есть минутка?
365	Basic Sentences	Short Questions & Answers	Kompreneble ne	Of course not.	もちろん違います。	当然不是。	물론 아니에요.	Конечно, нет.
366	Basic Sentences	Short Questions & Answers	Ankaŭ mi ne	Neither do I.	私もそうではありません。	我也没有。	저도 그래요.	Я тоже.
367	Basic Sentences	Short Questions & Answers	Kio okazas ĉi tie?	What's happening here?	ここで何が起きているのですか？	这里发生了什么？	여기서 무슨 일이 일어나고 있나요?	Что здесь происходит?
368	Basic Sentences	Short Questions & Answers	Kion vi volas diri?	What do you mean?	どういう意味ですか？	你是什么意思？	무슨 뜻인가요?	Что ты имеешь в виду?
369	Basic Sentences	Short Questions & Answers	Ĉu ne?	Isn't it so?	そうじゃありませんか？	不是吗？	그렇지 않나요?	Разве это не так?
370	Basic Sentences	Short Questions & Answers	Kion mi faru?	What should I do?	どうすればいいですか？	我该怎么办？	어떻게 해야 하나요?	Что мне делать?
371	Basic Sentences	Short Questions & Answers	Ne gravas	It doesn't matter.	気にしなくていいよ。	没关系。	상관없어요.	Это не важно.
372	Basic Sentences	Short Questions & Answers	Ju pli frue, des pli bone	The sooner the better.	早ければ早いほどいいです。	越快越好。	빠를수록 좋습니다.	Чем раньше, тем лучше.
373	Basic Sentences	Short Questions & Answers	Nu, mi neniam aŭdis pri li	Well, I've never heard about him.	そうなんですね、彼のことは聞いたことがありません。	嗯，我从来没听说过他。	글쎄요, 저는 그 사람에 대해 들어본 적이 없어요.	Ну, я никогда о нём не слышал.
374	Basic Sentences	Short Questions & Answers	Ĉu mi povus havi vian atenton?	Could I have your attention, please?	皆さま、少々ご注目いただけますでしょうか。	请大家注意一下。	잠시 주목해 주시겠어요?	Не могли бы вы уделить мне внимание, пожалуйста?
375	Basic Sentences	Congratulations	Gratulon!	Congratulations!	おめでとうございます！	恭喜你！	축하합니다!	Поздравляю!
376	Basic Sentences	Congratulations	Feliĉan naskiĝtagon!	Happy Birthday!	お誕生日おめでとう！	生日快乐！	생일 축하해요!	С Днём Рождения!
377	Basic Sentences	Congratulations	Feliĉajn festotagojn!	Happy Holidays!	良い休日をお過ごしください！	节日快乐！	즐거운 연말 보내세요!	С праздниками!
378	Basic Sentences	Congratulations	Feliĉan Novan Jaron!	Happy New Year!	明けましておめでとうございます！	新年快乐！	새해 복 많이 받으세요!	С Новым Годом!
379	Basic Sentences	Congratulations	Feliĉan Kristnaskon!	Merry Christmas!	メリークリスマス！	圣诞快乐！	메리 크리스마스!	Счастливого Рождества!
380	Basic Sentences	Congratulations	Feliĉan Paskon!	Happy Easter!	イースターおめでとうございます！	复活节快乐！	행복한 부활절 보내세요!	Счастливой Пасхи!
381	Basic Sentences	Congratulations	Feliĉan Ĥanukon!	Happy Hanukkah!	ハヌカおめでとうございます！	光明节快乐！	해피 하누카!	Счастливой Хануки!
382	Basic Sentences	Congratulations	Feliĉan datrevenon!	Happy Anniversary!	結婚記念日おめでとうございます！	周年快乐！	결혼기념일 축하해요!	С годовщиной!
383	Basic Sentences	Congratulations	Miaj sinceraj gratuloj!	My sincere congratulations!	心よりお祝い申し上げます。	衷心祝贺！	진심으로 축하드립니다!	Мои искренние поздравления!
384	Basic Sentences	Congratulations	Bonege! Ni sciis, ke vi sukcesos!	Well done! We knew you could do it!	よくやったね！君ならできると信じてたよ！	干得好！我们就知道你一定能做到！	잘했어요! 우리가 할 수 있을 거라고 믿었어요!	Молодец! Мы знали, что ты справишься!
385	Basic Sentences	Congratulations	Multajn feliĉajn jarojn!	Many happy returns!	お誕生日おめでとうございます！	祝你幸福长久！	행복한 날 되세요!	Желаю долгих лет жизни!
386	Basic Sentences	Congratulations	Feliĉan Tagon de Sankta Valenteno!	Happy Valentine's Day!	ハッピーバレンタインデー！	情人节快乐！	해피 발렌타인 데이!	С Днём святого Валентина!
387	Basic Sentences	Congratulations	Feliĉan Patrintagon!	Happy Mother's Day!	母の日おめでとう！	母亲节快乐！	어버이날 축하드려요!	С Днём матери!
388	Basic Sentences	Congratulations	Feliĉan Diwalion!	Happy Diwali to you!	ディワリおめでとうございます！	祝你排灯节快乐！	행복한 디왈리 보내세요!	Поздравляю тебя с Дивали!
389	Basic Sentences	Congratulations	Permesu al mi gratuli vin	Let me congratulate you.	おめでとうございます。	让我祝贺你。	축하드립니다.	Позвольте вас поздравить.
390	Basic Sentences	Congratulations	Gratulon pro via diplomiĝo!	Congratulations on your graduation!	ご卒業おめでとうございます！	祝贺你毕业了！	졸업을 진심으로 축하합니다!	Поздравляю с окончанием университета!
391	Basic Sentences	Congratulations	Gratulon pro la nova laborposteno!	Congratulations on getting the job!	就職おめでとうございます！	恭喜你找到新工作！	취업을 축하해요!	Поздравляю с приёмом на работу!
392	Basic Sentences	Congratulations	Gratulon pro via novnaskito	Congratulations on your new baby.	ご出産おめでとうございます。	恭喜你喜得贵子。	아기의 탄생을 진심으로 축하드립니다.	Поздравляю с новорождённым.
393	Basic Sentences	Congratulations	Feliĉan Dankagadon!	Happy Thanksgiving!	感謝祭おめでとうございます！	感恩节快乐！	추수감사절 잘 보내세요!	Счастливого Дня Благодарения!
394	Basic Sentences	Congratulations	Feliĉan Ramadanon!	Happy Ramadan!	ラマダンおめでとうございます。	斋月快乐！	라마단을 축하합니다!	С Рамаданом!
395	Basic Sentences	Congratulations	Permesu al mi unue gratuli vin	Let me be the first to congratulate you.	まずは私からお祝いを申し上げます。	让我第一个向你表示祝贺。	제가 가장 먼저 축하드리고 싶어요.	Позвольте мне первым поздравить вас.
396	Basic Sentences	Congratulations	Gratulon pro via akcepto en la universitaton!	Well done on getting into university!	大学合格おめでとう！	恭喜你考上大学！	대학교에 합격하신 것을 축하드려요!	Поздравляю с поступлением в университет!
397	Basic Sentences	Congratulations	Gratulon pro la trapaso de viaj ekzamenoj!	Congratulations on passing your exams!	試験合格おめでとうございます！	恭喜你通过考试！	시험에 합격하신 것을 축하드립니다!	Поздравляю со сдачей экзаменов!
398	Basic Sentences	Congratulations	Gratulojn pro via magistra grado!	Congratulations on getting your Master's!	修士号の取得、おめでとうございます！	恭喜你获得硕士学位！	석사 학위 취득을 축하드려요!	Поздравляю с получением степени магистра!
