PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
3656	Shopping	At the Supermarket	Ĉu vi havas majonezon?	Have you got any mayonnaise?	マヨネーズはありますか？	你有蛋黄酱吗？	마요네즈 있으세요?	У вас есть майонез?
3657	Shopping	At the Supermarket	Ĉu vi havas kafgrajnojn?	Have you got any coffee beans?	コーヒー豆はありますか？	你有咖啡豆吗？	커피 원두 있으신가요?	У вас есть кофейные зерна?
3658	Shopping	At the Supermarket	Kiun vi ŝatus?	Which one would you like?	どちらがよろしいですか？	你想要哪一个？	어느 것이 좋으신가요?	Который вы бы хотели?
3659	Shopping	At the Supermarket	Mi ŝatus ses tranĉaĵojn da ŝinko	I'd like six slices of ham.	ハムを6枚ください。	我想要六片火腿。	햄 여섯 장 주세요.	Я бы хотела шесть ломтиков ветчины.
3660	Shopping	At the Supermarket	Mi ŝatus pecon da pico	I'd like a slice of pizza.	ピザを一切れください。	我想要一片披萨。	피자 한 조각 주세요.	Я бы хотел кусочек пиццы.
3661	Shopping	At the Supermarket	Mi volus du tranĉaĵojn, mi petas	I'd like two slices, please.	2枚ください。	请给我来两片。	두 조각 주세요.	Я бы хотел два кусочка, пожалуйста.
3662	Shopping	At the Supermarket	Mi ŝatus iom el ĉi tiuj	I'd like some of these.	これをいくつかいただけますか。	我想要一些这个。	이것들 중에서 몇 개 주세요.	Я бы хотел немного вот этих.
3663	Shopping	At the Supermarket	Mi ŝatus kilogramon da granatoj	I'd like a kilogram of pomegranates.	ザクロを1キロください。	我想要一公斤石榴。	석류 1킬로그램 주세요.	Я бы хотел килограмм гранатов.
3664	Shopping	At the Supermarket	Mi ŝatus tiun pecon de fromaĝo	I'd like that piece of cheese.	そのチーズをいただけますか。	我想要那块奶酪。	저 치즈 한 조각 주세요.	Я бы хотела тот кусочек сыра.
3665	Shopping	At the Supermarket	Kiom vi bezonas?	How much do you need?	どれくらい必要ですか？	你需要多少？	얼마나 필요하세요?	Сколько вам нужно?
3666	Shopping	At the Supermarket	Cent gramojn da fromaĝo, mi petas	100 grams of cheese, please.	チーズを100グラムください。	请给我一百克奶酪。	치즈 100그램 주세요.	100 граммов сыра, пожалуйста.
3667	Shopping	At the Supermarket	Kie estas la aĉetĉaretoj?	Where are the shopping trolleys?	ショッピングカートはどこにありますか。	购物车在哪里？	쇼핑 카트는 어디에 있나요?	Где тележки?
3668	Shopping	At the Supermarket	En kiu koridoro mi povas trovi konservaĵojn?	In which aisle can I find tinned food?	缶詰はどの売り場にありますか？	请问罐头食品在哪个货架？	통조림 식품은 어느 진열대에서 찾을 수 있나요?	В каком ряду я могу найти консервы?
