PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
3756	Shopping	Payments & Returns	Mi estas malkontenta	I am dissatisfied.	不満です。	我感到不满意。	저는 만족하지 않습니다.	Я недоволен.
3757	Shopping	Payments & Returns	Ĉu vi bezonas helpon por paki?	Do you need any help packing?	荷造りのお手伝いしましょうか？	你需要帮忙收拾行李吗？	짐 싸는 데 도움이 필요하세요?	Вам нужна помощь с упаковкой?
3758	Shopping	Payments & Returns	Ĉu vi dezirus sakon?	Would you like a carrier bag?	レジ袋はご利用になりますか？	需要一个购物袋吗？	봉투 필요하신가요?	Вы бы хотели пакет?
3759	Shopping	Payments & Returns	Ĉu mi povus ricevi donacskatolon?	Could I have a gift box?	ギフト用の箱をいただけますか？	请给我一个礼品盒。	선물 상자 하나 주실 수 있나요?	Можно мне подарочную коробку?
3760	Shopping	Payments & Returns	Ĉu mi povas aĉeti ĝin senimposte?	Can I buy it tax-free?	免税で購入できますか？	我可以免税购买吗？	면세로 구매할 수 있나요?	Могу я купить её без налога?
3761	Shopping	Payments & Returns	Tio kostas pli ol mi povas pagi	This is more than I can pay.	これは私には支払えません。	这个价格我负担不起。	이건 제가 감당할 수 있는 금액을 넘어서요.	Это дороже, чем я могу заплатить.
3762	Shopping	Payments & Returns	Ĉi tiu karto ne validas	This card is not valid.	このカードはご利用いただけません。	此卡无效。	이 카드는 유효하지 않습니다.	Эта карта недействительна.
3763	Shopping	Payments & Returns	Ĉu vi kontrolos ĝin denove?	Will you check it again?	もう一度確認してもらえますか？	你能再检查一遍吗？	다시 한 번 확인해 주시겠어요?	Не проверите её ещё раз?
3764	Shopping	Payments & Returns	Mi havas nur 5 enojn	I only have got 5 yens.	5円しか持っていません。	我只有五日元。	저는 5엔밖에 없어요.	У меня есть только 5 иен.
3765	Shopping	Payments & Returns	Mi donos al vi 20 frankojn por ĝi	I'll give you 20 francs for this.	これに20フラン払います。	我愿意出20法郎买这个。	이것에 20프랑을 드릴게요.	Я дам вам за неё 20 франков.
