PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
4056	Leisure Time	Sport	Kiel vi pensas, kia estos la fina rezulto?	What do you think will be the final score?	最終的なスコアはどうなると思いますか？	你觉得最终比分会是多少？	최종 점수가 어떻게 나올 것 같으세요?	Как ты думаешь, каким будет итоговый счёт?
4057	Leisure Time	Sport	Kie okazos la ĵudoa konkurso?	Where will the judo competition take place?	柔道の試合はどこで行われますか。	柔道比赛将在什么地方举行？	유도 경기는 어디에서 열리나요?	Где будет проходить соревнование по дзюдо?
4058	Leisure Time	Sport	Donu al mi bileton por la centra tribuno, mi petas	Give me a ticket in the centre stand, please.	センタースタンドのチケットを一枚お願いします。	请给我一张中间看台的票。	센터 스탠드에 있는 티켓 한 장 주세요.	Дайте мне билет на центральную трибуну, пожалуйста.
4059	Leisure Time	Sport	Kiom kostas lui la korton?	What is the fee to hire a court?	コートを借りる際の料金はいくらですか。	租用场地的费用是多少？	코트를 대여하는 데 드는 비용이 얼마인가요?	Сколько стоит аренда корта?
4060	Leisure Time	Sport	Ĉu eblas lui tenisan rakedon?	Is it possible to hire a tennis racket?	テニスラケットをレンタルすることはできますか？	可以租用网球拍吗？	테니스 라켓을 대여할 수 있나요?	Возможно арендовать теннисную ракетку?
4061	Leisure Time	Sport	Kiom da spektantoj ĝi povas enhavi?	How many spectators can it hold?	収容人数は何人ですか？	它能容纳多少观众？	몇 명의 관중을 수용할 수 있나요?	Сколько зрителей он может вместить?
4062	Leisure Time	Sport	Por kiu sporta klubo vi ludas?	What sports club do you play for?	どのスポーツクラブに所属していますか？	你在哪个体育俱乐部效力？	어느 스포츠 클럽에서 활동하고 계신가요?	За какой спортивный клуб вы играете?
4063	Leisure Time	Sport	Kiom longe vi praktikas ĉi tiun sporton?	How long have you been doing this sport?	このスポーツはどれくらい続けていますか？	你从事这项运动多久了？	이 스포츠를 시작한 지 얼마나 되셨나요?	Как долго вы занимаетесь этим видом спорта?
4064	Leisure Time	Sport	Kiom da vetkuroj gajnis ĉi tiu ĵokeo?	How many races has this jockey won?	この騎手はこれまでに何勝していますか？	这位骑师赢了多少场比赛？	이 기수가 지금까지 몇 번이나 우승했나요?	Сколько гонок выиграл этот наездник?
4065	Leisure Time	Sport	Kiaj estas la vetproporcioj por la favorato?	What are the odds on the favourite?	一番人気のオッズはどれくらいですか。	热门选手的赔率是多少？	최유력 후보의 배당률이 어떻게 되나요?	Какие шансы у фаворита?
4066	Leisure Time	Sport	Kiom da vetoj oni povas fari por la sekva kuro?	How many bets can one make on the next race?	次のレースにはいくつまで賭けることができますか？	下一场比赛最多可以下注多少注？	다음 경주에 몇 번이나 베팅할 수 있나요?	Сколько ставок можно сделать на следующий заезд?
4067	Leisure Time	Sport	Kiu ĉevalo estas la favorato en ĉi tiu kuro?	Which horse is the favourite in this race?	このレースで一番人気の馬はどれですか？	这场比赛中哪匹马是热门？	이 경주에서 가장 인기 있는 말이 어느 말인가요?	Какая лошадь является фаворитом в этом заезде?
4068	Leisure Time	Sport	Kiu estas la minimuma veto, kiun mi povas fari?	What is the minimum bet I can place?	最低ベット額はいくらですか？	我可以下注的最低金额是多少？	최소 베팅 금액이 얼마인가요?	Какую минимальную ставку я могу сделать?
4069	Leisure Time	Sport	Kiu venkos hodiaŭ, laŭ vi?	Who'll win today, in your opinion?	今日は誰が勝つと思いますか？	你觉得今天谁会赢？	오늘은 누가 이길 것 같으세요?	Кто сегодня выиграет, по твоему мнению?
