PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
156	Basic Sentences	Saying Hello & Goodbye	Bonan matenon	Good morning.	おはようございます。	早上好	좋은 아침입니다	Доброе утро.
157	Basic Sentences	Saying Hello & Goodbye	Saluton!	Hi!	こんにちは！	你好！	안녕하세요!	Привет!
158	Basic Sentences	Saying Hello & Goodbye	Ĝis!	Bye!	さようなら！	再见！	안녕히 가세요!	Пока!
159	Basic Sentences	Saying Hello & Goodbye	Kiel vi fartas?	How are you?	お元気ですか？	你好吗？	잘 지내고 계신가요?	Как дела?
160	Basic Sentences	Saying Hello & Goodbye	Mi fartas bone, dankon	I'm OK, thanks.	元気です、ありがとうございます。	我没事，谢谢。	괜찮아요, 감사합니다.	Хорошо, спасибо.
161	Basic Sentences	Saying Hello & Goodbye	Estas bone vidi vin!	Good to see you!	お会いできてうれしいです！	很高兴见到你！	만나서 반가워요!	Рада вас видеть!
162	Basic Sentences	Saying Hello & Goodbye	Bonan tagon	Good afternoon.	こんにちは。	下午好。	안녕하세요.	Добрый день.
163	Basic Sentences	Saying Hello & Goodbye	Bonan vesperon	Good evening.	こんばんは。	晚上好。	안녕하세요.	Добрый вечер.
164	Basic Sentences	Saying Hello & Goodbye	Bonan nokton	Good night.	おやすみなさい。	晚安。	안녕히 주무세요.	Спокойной ночи.
165	Basic Sentences	Saying Hello & Goodbye	Ĝis revido!	Goodbye!	さようなら！	再见！	안녕히 가세요!	До свидания!
166	Basic Sentences	Saying Hello & Goodbye	Ĝis morgaŭ!	See you tomorrow!	また明日！	明天见！	내일 봐요!	До завтра!
167	Basic Sentences	Saying Hello & Goodbye	Bone, dankon, kaj vi?	Fine, thanks, and you?	はい、元気です。あなたはいかがですか？	我很好，谢谢，你呢？	네, 잘 지내요. 당신은요?	Спасибо, хорошо, а ты?
168	Basic Sentences	Saying Hello & Goodbye	Ne tre bone	Not so well.	あまりうまくいっていません。	不太好。	그다지 잘 지내지 못하고 있어요.	Не очень хорошо.
169	Basic Sentences	Saying Hello & Goodbye	Tiel-tiel	So-so.	まあまあです。	马马虎虎。	그저 그래요.	Так себе.
170	Basic Sentences	Saying Hello & Goodbye	Kio nova?	What's new?	最近どう？	有什么新鲜事？	새로운 소식이 있나요?	Что нового?
171	Basic Sentences	Saying Hello & Goodbye	Nenio nova	Nothing new.	特に変わりありません。	没有新情况。	새로운 소식이 없습니다.	Ничего нового.
172	Basic Sentences	Saying Hello & Goodbye	Kiel iras la laboro?	How's work going?	仕事はどう？	工作进展怎么样？	일은 어떻게 되고 있어요?	Как дела на работе?
173	Basic Sentences	Saying Hello & Goodbye	Ne tro malbone, dankon	Not too bad, thanks.	まあまあです、ありがとうございます。	还不错，谢谢。	그렇게 나쁘지 않네요, 감사합니다.	Неплохо, спасибо.
174	Basic Sentences	Saying Hello & Goodbye	Mi ĝojas revidi vin	I'm glad to see you again.	またお会いできてうれしいです。	很高兴再次见到你。	다시 만나서 반가워요.	Рад вас снова видеть.
175	Basic Sentences	Saying Hello & Goodbye	Mi devas iri	I have to go.	もう行かなくてはいけません。	我得走了。	저는 가봐야 해요.	Мне нужно идти.
176	Basic Sentences	Saying Hello & Goodbye	Ĝis revido!	See you later!	また後でね！	回头见！	나중에 봐요!	Увидимся позже!
177	Basic Sentences	Saying Hello & Goodbye	Mi revenos	I'll come back.	また戻ってきます。	我会回来的。	다시 올게요.	Я вернусь.
178	Basic Sentences	Saying Hello & Goodbye	Salutu Lukason de mi	Say hi to Lukas for me.	ルーカスによろしく伝えてください。	帮我向卢卡斯问好。	루카스에게 안부 전해 주세요.	Передай Лукасу от меня привет.
179	Basic Sentences	Saying Hello & Goodbye	Estis agrable paroli kun vi	It was nice talking to you.	お話しできて楽しかったです。	很高兴和你聊天。	이야기 나눌 수 있어서 즐거웠어요.	Было приятно поговорить с тобой.
180	Basic Sentences	Saying Hello & Goodbye	Bonvenon!	Welcome!	ようこそ！	欢迎！	환영합니다!	Добро пожаловать!
