PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
4456	Services	Repairs	La ekrano fendiĝis	The screen's broken.	画面が壊れています。	屏幕坏了。	화면이 고장 났어요.	Экран треснул.
4457	Services	Repairs	La kuirforno estas difektita	The cooker is broken.	コンロが壊れています。	炉子坏了。	쿠커가 고장 났어요.	Плита сломалась.
4458	Services	Repairs	Mia ombrelo estas rompita	My umbrella is broken.	傘が壊れてしまいました。	我的伞坏了。	제 우산이 고장 났어요.	Мой зонтик сломан.
4459	Services	Repairs	Estas neeble ripari ĝin	It's impossible to fix it.	修理は不可能です。	无法修复。	그것은 고칠 수 없어요.	Его невозможно починить.
4460	Services	Repairs	Mia brakhorloĝo haltis	My watch has stopped.	時計が止まってしまいました。	我的手表停了。	제 시계가 멈췄어요.	Мои наручные часы остановились.
4461	Services	Repairs	Ĉu mi povas rigardi ilin?	Can I have a look at it?	それを見せてもらえますか？	我可以看一下吗？	제가 한 번 볼 수 있을까요?	Я могу на них взглянуть?
4462	Services	Repairs	Mi pensas, ke ĝi bezonas novan baterion	I think it needs a new battery.	新しいバッテリーが必要だと思います。	我觉得它需要换块新电池。	배터리를 새로 교체해야 할 것 같아요.	Я думаю, нужна новая батарейка.
4463	Services	Repairs	Kiam ĝi estos preta?	When will it be ready?	いつごろ準備が整いますか？	什么时候能准备好？	언제 준비되나요?	Когда она будет готова?
4464	Services	Repairs	Ili estos pretaj ĝis morgaŭ	It will be ready by tomorrow.	明日までに準備が整います。	明天就能准备好。	내일까지 준비될 거예요.	Будут готовы к завтрашнему дню.
4465	Services	Repairs	Mia komputilo havas viruson	My computer has a virus.	私のパソコンにウイルスが感染しています。	我的电脑中病毒了。	제 컴퓨터에 바이러스가 걸렸어요.	В моём компьютере вирус.
4466	Services	Repairs	Ni ne povas fari ion ajn kun ĝi	We can't do anything with it.	それについてはどうすることもできません。	我们对此无能为力。	우리는 그것으로 아무것도 할 수 없어요.	Мы не можем ничего с ним сделать.
4467	Services	Repairs	Mi rompis la kalkanumon de mia ŝuo	I broke the heel of my shoe.	靴のかかとが壊れてしまいました。	我的鞋跟断了。	신발 굽이 부러졌어요.	Я сломала каблук на туфле.
4468	Services	Repairs	Ĉu vi povus ripari miajn ŝuojn?	Could you mend my shoes?	靴を修理していただけますか？	你能帮我修一下鞋子吗？	제 신발을 고쳐주실 수 있나요?	Вы можете починить мои туфли?
4469	Services	Repairs	Mia horloĝo bezonas reguligon	My watch needs adjusting.	私の時計は調整が必要です。	我的手表需要调一下。	제 시계를 조정해야 해요.	Мои часы нужно отрегулировать.
4470	Services	Repairs	La kroneto estas rompita	The winder is broken.	巻き上げ機が壊れています。	卷绕机坏了。	윈더가 고장 났어요.	Заводная головка сломана.
4471	Services	Repairs	Ĉu vi povas anstataŭigi la baterion?	Can you replace the battery?	バッテリーを交換できますか？	你能更换电池吗？	배터리를 교체할 수 있나요?	Вы можете заменить батарейку?
4472	Services	Repairs	Ĉu vi povas ripari ĉi tiun horloĝon?	Can you repair this clock?	この時計を修理できますか？	你能修好这只钟吗？	이 시계를 고칠 수 있나요?	Вы можете починить эти часы?
4473	Services	Repairs	Ĉu vi povas ripari ĉi tion dum mi atendas?	Can you repair this while I wait?	こちらを待っている間に修理していただけますか？	您能在我等的时候把这个修好吗？	제가 기다리는 동안 이거 고쳐주실 수 있나요?	Вы можете починить его пока я жду?
4474	Services	Repairs	Ni povas ripari ĝin dum vi atendas	We can fix it while you wait.	お待ちいただいている間に修理できます。	您可以现场等候，我们会为您修好。	기다리시는 동안 바로 수리해 드릴 수 있습니다.	Мы можем починить её пока вы ждёте.
4475	Services	Repairs	Ĉu mi povus havi ŝlosilringon?	Could I have a key ring?	キーホルダーをいただけますか？	请给我一个钥匙扣。	열쇠고리 하나 주실 수 있나요?	Можно мне кольцо для ключей?
4476	Services	Repairs	Ĉu vi povus fari kopion de ĉi tiu ŝlosilo?	Could I have this key cut?	この鍵を複製してもらえますか？	请问可以帮我配一把这把钥匙吗？	이 열쇠를 복사해 주실 수 있나요?	Вы можете сделать мне этот ключ?
4477	Services	Repairs	Mi ŝatus po unu kopio de ĉiu el ĉi tiuj, mi petas	I'd like one copy of each of these, please.	こちらをそれぞれ一部ずつお願いします。	这些每样请给我一份。	이것들 각각 한 부씩 주세요.	Я бы хотела по одной копии каждого из них, пожалуйста.
4478	Services	Repairs	Ĉu indas ĝin ripari?	Is it worth repairing?	修理する価値はありますか？	值得修理吗？	수리할 가치가 있을까요?	Его стоит чинить?
4479	Services	Repairs	Ne indas ĝin ripari	It's not worth repairing.	修理する価値はありません。	修理不值得。	수리할 가치가 없어요.	Его не стоит ремонтировать.
4480	Services	Repairs	Mi venis por preni mian komputilon	I've come to collect my computer.	パソコンを受け取りに来ました。	我是来取我的电脑的。	컴퓨터를 찾으러 왔어요.	Я пришла забрать компьютер.
4481	Services	Repairs	Ĉu vi scias, kie mi povas lasi ripari mian fotoaparaton?	Do you know where I can get my camera repaired?	カメラを修理できるお店をご存知ですか？	你知道哪里可以修我的相机吗？	제 카메라를 어디에서 수리할 수 있는지 아세요?	Вы не знаете, где я могу отремонтировать фотоаппарат?
4482	Services	Repairs	Ĉu vi riparas televidilojn?	Do you do television repairs?	テレビの修理はされていますか？	你们修电视吗？	텔레비전 수리도 하시나요?	Вы ремонтируете телевизоры?
