PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
4356	Services	At the Estate Agency	Mi ŝatus rigardi ĉi tiun posedaĵon	I'd like to have a look at this property.	この物件を見学したいのですが。	我想看看这处房产。	이 부동산을 한번 보고 싶어요.	Я бы хотел взглянуть на эту недвижимость.
4357	Services	At the Estate Agency	Kiam estus oportune por vi viziti la posedaĵon?	When would you be available to view the property?	物件のご見学はいつご都合がよろしいでしょうか。	您什么时候方便来看房？	언제 부동산을 보실 수 있으신가요?	Когда вам будет удобно посмотреть недвижимость?
4358	Services	At the Estate Agency	La lupago estas pagenda monate anticipe	The rent's payable monthly in advance.	家賃は毎月前払いとなります。	房租需每月提前支付。	임대료는 매달 선불로 지불해야 합니다.	Платить надо ежемесячно за месяц вперёд.
4359	Services	At the Estate Agency	Ĉu ili pretas negoci?	Are they willing to negotiate?	交渉する意思はありますか？	他们愿意协商吗？	그들이 협상할 의사가 있나요?	Они готовы торговаться?
4360	Services	At the Estate Agency	La prezo estas pli alta ol mi planis elspezi	The price is higher than I planned to spend.	思っていたよりも値段が高いです。	这个价格比我原本打算花的要高。	생각했던 것보다 가격이 더 비싸네요.	Цена выше, чем я рассчитывала потратить.
4361	Services	At the Estate Agency	Kiel baldaŭ vi povus enloĝiĝi?	How soon would you be able to move in?	どのくらい早くご入居いただけますか？	你最快什么时候可以搬进来？	언제쯤 입주하실 수 있으신가요?	Как скоро вы могли бы въехать?
4362	Services	At the Estate Agency	Ĉu vi ŝatus, ke ni aldonu vin al nia dissendolisto?	Would you like us to put you on our mailing list?	メール配信リストにご登録いたしましょうか。	您希望我们将您加入我们的邮件列表吗？	저희 메일링 리스트에 등록해 드릴까요?	Вы хотите, чтобы мы добавили вас в список рассылки?
4363	Services	At the Beauty Salon	Kiam mi povas veni?	When can I come?	いつ伺えばよろしいでしょうか。	我什么时候可以来？	언제 오면 될까요?	Когда я могу прийти?
4364	Services	At the Beauty Salon	Mi bezonas hartondon	I need a haircut.	髪を切りたいです。	我需要理发。	머리를 잘라야겠어요.	Мне нужно постричься.
4365	Services	At the Beauty Salon	Mi ŝatus fruntoharojn	I'd like a fringe.	前髪を作りたいです。	我想剪刘海。	앞머리를 내고 싶어요.	Я бы хотела чёлку.
4366	Services	At the Beauty Salon	Mi ŝatus novan stilon	I'd like a new style.	新しいスタイルにしたいです。	我想换个新风格。	새로운 스타일로 하고 싶어요.	Я бы хотела новый стиль.
4367	Services	At the Beauty Salon	Miaj haroj estas sekaj	My hair is dry.	髪が乾燥しています。	我的头发很干。	제 머리카락이 건조해요.	Мои волосы - сухие.
4368	Services	At the Beauty Salon	Mi ŝatas mian ŝminkon	I like my make-up.	自分のメイクが気に入っています。	我喜欢我的妆容。	저는 제 메이크업이 마음에 들어요.	Мне нравится мой макияж.
4369	Services	At the Beauty Salon	Vi devos atendi	You'll have to wait.	お待ちいただく必要があります。	你得等一下。	기다리셔야 합니다.	Вам придётся подождать.
4370	Services	At the Beauty Salon	Nun estas mia vico	It's my turn now.	今度は私の番です。	现在轮到我了。	이제 제 차례예요.	Сейчас моя очередь.
4371	Services	At the Beauty Salon	Miaj haroj estas grasaj	My hair is greasy.	髪がベタついている。	我的头发很油。	제 머리가 기름져요.	Мои волосы жирные.
4372	Services	At the Beauty Salon	Mildan permanenton, mi petas	A soft perm, please.	ソフトなパーマをお願いします。	请给我烫一个自然卷。	소프트 펌으로 해주세요.	Щадящую химзавивку, пожалуйста.
