PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
3156	Restaurant & Pub	Complaints	Ĉu nia manĝaĵo jam venas?	Is our meal on its way?	私たちの料理はもう運ばれてきますか？	我们的餐点在路上了吗？	저희 음식이 오고 있나요?	Нашу еду уже несут?
3157	Restaurant & Pub	Complaints	Ni atendis pli ol horon	We have been waiting for over an hour.	もう1時間以上待っています。	我们已经等了一个多小时了。	저희는 한 시간 넘게 기다리고 있어요.	Мы прождали больше часа.
3158	Restaurant & Pub	Complaints	Dankon pro via pacienco	Thank you for your patience.	お待たせして申し訳ありません。	感谢您的耐心等待。	기다려 주셔서 감사합니다.	Спасибо вам за терпение.
3159	Restaurant & Pub	Complaints	Via mendo estos sur via tablo ene de 5 minutoj	Your order will be on your table within 5 minutes.	ご注文のお品は5分以内にお席にお持ちいたします。	您的餐品将在五分钟内为您送上。	주문하신 음식은 5분 이내에 테이블로 제공해 드리겠습니다.	Ваш заказ будет у вас на столе через 5 минут.
3160	Restaurant & Pub	Complaints	Mi mendis mian trinkaĵon sen glacio	I ordered my drink without ice.	飲み物は氷なしで注文しました。	我点的饮料不要冰。	저는 얼음 없이 음료를 주문했어요.	Я заказывала напиток без льда.
3161	Restaurant & Pub	Complaints	Mankas unu plado	There's one dish missing.	一品足りません。	还有一道菜没上。	음식이 한 가지 빠졌어요.	Не хватает одного блюда.
3162	Restaurant & Pub	Complaints	Ĝi ne estas sufiĉe bakita	This is not cooked enough.	これはまだ十分に火が通っていません。	这还没熟透。	이거 덜 익었어요.	Она не до конца пропеклась.
3163	Restaurant & Pub	Complaints	Mi sincere pardonpetas pro ĉi tiu eraro	I really apologise for this mistake.	この度のミスにつきまして、心よりお詫び申し上げます。	对此错误我深感抱歉。	이번 실수에 대해 진심으로 사과드립니다.	Приношу искренние извинения за эту ошибку.
3164	Restaurant & Pub	Complaints	Mi ŝatus fari plendon	I would like to make a complaint.	苦情を申し立てたいのですが。	我想投诉。	불만을 제기하고 싶습니다.	Я бы хотела подать жалобу.
3165	Restaurant & Pub	At the Pub	Nigran teon, mi petas	A black tea, please.	紅茶をお願いします。	请来一杯红茶。	홍차 한 잔 주세요.	Чашку чёрного чая, пожалуйста!
3166	Restaurant & Pub	At the Pub	Kiu sekvas?	Who's next?	次はどなたですか？	下一个是谁？	다음은 누구인가요?	Кто следующий?
3167	Restaurant & Pub	At the Pub	Viskion kaj akvon, mi petas	Whisky and water, please.	ウイスキーの水割りをお願いします。	请来一杯威士忌加水。	위스키에 물을 타서 주세요.	Виски и воду, пожалуйста.
3168	Restaurant & Pub	At the Pub	Kun glacio	With ice.	氷を入れて。	加冰。	얼음을 넣어서요.	Со льдом.
3169	Restaurant & Pub	At the Pub	Ni hastas	We're in a hurry.	急いでいます。	我们赶时间。	저희는 지금 급해요.	Мы спешим.
3170	Restaurant & Pub	At the Pub	Kafon, mi petas	A coffee, please.	コーヒーをお願いします。	请来一杯咖啡。	커피 한 잔 주세요.	Чашку кофе, пожалуйста.
3171	Restaurant & Pub	At the Pub	Kun kremo	With cream.	クリームを添えて。	加奶油。	크림을 넣어서요.	Со сливками.
3172	Restaurant & Pub	At the Pub	Kun sukero, mi petas	With sugar, please.	砂糖を入れてください。	请加糖。	설탕도 넣어 주세요.	С сахаром, пожалуйста.
3173	Restaurant & Pub	At the Pub	Granda aŭ malgranda?	Large or small?	大きい方がよろしいですか、それとも小さい方がよろしいですか？	大号还是小号？	크게 할까요, 작게 할까요?	Большой или маленький?
3174	Restaurant & Pub	At the Pub	Mi ŝatus lokan bieron	I'd like a local beer.	地元のビールをお願いします。	我想要一杯本地啤酒。	지역 맥주로 부탁합니다.	Я бы хотел местное пиво.
3175	Restaurant & Pub	At the Pub	Naĉojn, mi petas	Nachos, please.	ナチョスをお願いします。	请来一份玉米片。	나초 주세요.	Начос, пожалуйста.
