PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
3556	Shopping	Personal Care	Kie mi povas trovi pinĉilon?	Where can I find a pair of tweezers?	ピンセットはどこにありますか？	哪里可以找到一把镊子？	핀셋을 어디에서 찾을 수 있나요?	Где я могу найти щипчики?
3557	Shopping	Personal Care	Kiajn razilojn vi havas?	What kind of razors have you got?	どのような種類のカミソリを取り扱っていますか？	你们这里有什么样的剃须刀？	어떤 종류의 면도기가 있나요?	Какие бритвы у вас есть?
3558	Shopping	Personal Care	Ni povas mendi ĝin por vi	We can order it for you.	ご注文を承ることができます。	我们可以为您订购。	저희가 주문해 드릴 수 있습니다.	Мы можем заказать это для вас.
3559	Shopping	Electronic Devices	Mi bezonas telefonan ŝargilon	I need a phone charger.	携帯の充電器が必要です。	我需要一个手机充电器。	휴대폰 충전기가 필요해요.	Мне нужна зарядка для телефона.
3560	Shopping	Electronic Devices	Tio estas multekosta	That's expensive.	高いですね。	太贵了。	그거 비싸네요.	Это дорого.
3561	Shopping	Electronic Devices	Kiel ĉi tio funkcias?	How does this work?	これはどうやって動くのですか？	这是怎么运作的？	이것은 어떻게 작동하나요?	Как это работает?
3562	Shopping	Electronic Devices	Ĉu estas garantio?	Is there a guarantee?	保証はありますか？	有保障吗？	보증이 있나요?	Гарантия есть?
3563	Shopping	Electronic Devices	Kiom kostas tiu lampo?	How much is that lamp?	そのランプはいくらですか。	那盏灯多少钱？	저 조명은 얼마인가요?	Сколько стоит та лампа?
3564	Shopping	Electronic Devices	Mi bezonas monitoron	I need a monitor.	モニターが必要です。	我需要一台显示器。	모니터가 필요해요.	Мне нужен монитор.
3565	Shopping	Electronic Devices	Mi bezonas novan klavaron	I need a new keyboard.	新しいキーボードが必要です。	我需要一个新键盘。	새 키보드가 필요해요.	Мне нужна новая клавиатура.
3566	Shopping	Electronic Devices	Ĉu vi vendas bateriojn?	Do you sell batteries?	電池は取り扱っていますか？	你们有卖电池吗？	배터리를 판매하시나요?	Вы продаёте батарейки?
