PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	English	日本語	中文	한국어	Русский язык
4156	Leisure Time	Going Camping	Mi ŝatus mapon de la piedvojetoj en ĉi tiu regiono	I'd like a map of the walking trails in this region.	この地域のハイキングコースの地図をいただけますか。	我想要一份本地区步行路线的地图。	이 지역의 산책로 지도가 필요합니다.	Я бы хотел карту пеших маршрутов в этом районе.
4157	Leisure Time	Going Camping	Rakontu historion pri tendumado	Tell a story about a camping trip.	キャンプ旅行の話を聞かせてください。	讲一个关于露营旅行的故事。	캠핑 여행 이야기를 들려주세요.	Расскажи какую-нибудь историю о турпоходе.
4158	Leisure Time	Family Time	Kion ni havos por tagmanĝo?	What's for lunch?	お昼ご飯は何？	午饭吃什么？	점심으로 뭐 먹을까요?	Что на обед?
4159	Leisure Time	Family Time	Ni iru al koncerto	Let's go to a concert.	コンサートに行こう。	我们去听一场音乐会吧。	콘서트에 가요.	Давай пойдём на концерт.
4160	Leisure Time	Family Time	Ĉu ni iru ludi bovlingon?	Shall we go bowling?	ボウリングに行かない？	我们去打保龄球吧？	볼링 치러 갈까요?	Пойдём поиграем в боулинг?
4161	Leisure Time	Family Time	Ni restos hejme	We will stay at home.	私たちは家にいます。	我们会待在家里。	우리는 집에 있을 거예요.	Мы останемся дома.
4162	Leisure Time	Family Time	Ĉu ni iru sketi?	Shall we go skating?	スケートに行かない？	我们去滑冰好吗？	스케이트 타러 갈까요?	Пойдём покатаемся на коньках?
4163	Leisure Time	Family Time	Je kioma horo komenciĝas la matĉo?	What time's the match on?	試合は何時からですか？	比赛几点开始？	경기는 몇 시에 시작해요?	Во сколько начинается матч?
4164	Leisure Time	Family Time	Kiu ludas?	Who's playing?	誰が出場していますか？	谁在表演？	누가 경기하고 있나요?	Кто играет?
4165	Leisure Time	Family Time	Ĉu vi volas spekti filmon?	Do you want to watch a film?	映画を観ませんか？	你想看电影吗？	영화 볼래요?	Хочешь посмотреть фильм?
4166	Leisure Time	Family Time	Mi purigas mian ĉambron	I'm cleaning my room.	部屋を掃除しています。	我正在打扫房间。	방을 청소하고 있어요.	Я убираюсь в своей комнате.
4167	Leisure Time	Family Time	Kion ni havos por deserto?	What's for dessert?	デザートは何ですか？	甜点是什么？	디저트로 뭐가 나오나요?	Что на десерт?
4168	Leisure Time	Family Time	Mi mem kuiris ĝin	I cooked it myself.	自分で作りました。	这是我自己做的。	제가 직접 요리했어요.	Я приготовила его сама.
4169	Leisure Time	Family Time	Ĉu vi volas ludi kartojn?	Do you want a game of cards?	トランプでもしませんか？	你想来一局牌吗？	카드 게임 한 판 하실래요?	Хочешь поиграть в карты?
4170	Leisure Time	Family Time	Ĉu vi volas eliri hodiaŭ vespere?	Do you want to go out tonight?	今夜、出かけない？	你今晚想出去玩吗？	오늘 저녁에 나가고 싶어요?	Хочешь сходить куда-нибудь сегодня вечером?
4171	Leisure Time	Family Time	Ĉu vi volas, ke mi ŝaltu la televidon?	Do you want me to put the TV on?	テレビをつけましょうか？	你要我把电视打开吗？	TV를 켜 드릴까요?	Хочешь, я включу телевизор?
4172	Leisure Time	Family Time	Ĉu vi povas transdoni al mi la telekomandilon?	Can you pass me the remote control?	リモコンを取ってもらえますか？	你能把遥控器递给我吗？	리모컨 좀 건네줄 수 있어요?	Можешь передать мне пульт?
4173	Leisure Time	Family Time	Ĉu hodiaŭ vespere estos iuj bonaj filmoj en la televido?	Are there any good films on TV tonight?	今夜、テレビで面白い映画はやっていますか？	今晚电视上有好看的电影吗？	오늘 밤 TV에서 볼 만한 좋은 영화가 있나요?	Сегодня вечером по телевизору будут какие-нибудь хорошие фильмы?
4174	Leisure Time	Family Time	Pli poste estos bona filmo	There's a good film on later.	あとでいい映画がやるよ。	晚上有一部不错的电影。	나중에 좋은 영화가 해요.	Попозже будет хороший фильм.
4175	Leisure Time	Family Time	Mia patrino estas fanatikulo pri sapoperoj	My mother is a soap opera addict.	私の母は昼ドラが大好きです。	我妈妈特别迷恋肥皂剧。	저희 어머니는 연속극에 푹 빠져 계세요.	Моя мама помешана на мыльных операх.
4176	Leisure Time	Family Time	Ĉu iu volus ludi dartojn?	Does anyone fancy a game of darts?	誰かダーツをやりませんか？	有人想玩飞镖吗？	혹시 다트 게임 한 판 하실 분 계신가요?	Кто-нибудь хочет поиграть в дартс?
4177	Leisure Time	Family Time	Ĉu mi povas proponi al vi legadon, do?	May I suggest reading, then?	それでは、読書をおすすめしてもよろしいでしょうか。	那么我可以建议你读书吗？	그렇다면 책을 읽어보시는 건 어떨까요?	Тогда я могу предложить тебе почитать?
4178	Leisure Time	Family Time	Mia tuta familio sidas ĉirkaŭ la tablo	My whole family is round the table.	家族全員がテーブルを囲んでいます。	我全家人都围坐在桌子旁。	우리 가족 모두가 식탁에 둘러앉아 있어요.	Вся моя семья за столом.
4179	Leisure Time	Gardening	Mi ŝatas maturajn fruktojn	I like ripe fruits.	熟した果物が好きです。	我喜欢成熟的水果。	저는 잘 익은 과일을 좋아해요.	Мне нравятся спелые фрукты.
4180	Leisure Time	Gardening	Mi plantis ajlon	I planted garlic.	にんにくを植えました。	我种了大蒜。	마늘을 심었어요.	Я посадила чеснок.
4181	Leisure Time	Gardening	Ŝi kultivas sojon	She grows soya.	彼女は大豆を栽培しています。	她种植大豆。	그녀는 콩을 재배해요.	Она выращивает сою.
4182	Leisure Time	Gardening	Ni kultivas sekalon	We grow rye.	ライ麦を栽培しています。	我们种植黑麦。	저희는 호밀을 재배합니다.	Мы выращиваем рожь.
4183	Leisure Time	Gardening	Kiujn legomojn vi plantis?	What vegetables did you plant?	どんな野菜を植えましたか？	你种了哪些蔬菜？	어떤 채소를 심으셨나요?	Какие овощи вы посадили?
4184	Leisure Time	Gardening	Ni plantis cepojn	We planted onions.	玉ねぎを植えました。	我们种了洋葱。	우리는 양파를 심었어요.	Мы посадили лук.
4185	Leisure Time	Gardening	Ni kultivas tabakon	We grow tobacco.	私たちはタバコを栽培しています。	我们种植烟草。	저희는 담배를 재배합니다.	Мы выращиваем табак.
4186	Leisure Time	Gardening	Ili kultivas maizon	They grow maize.	彼らはトウモロコシを栽培しています。	他们种玉米。	그들은 옥수수를 재배해요.	Они выращивают кукурузу.
4187	Leisure Time	Gardening	Kiam maturiĝas persikoj?	When do peaches ripen?	桃はいつごろ熟しますか。	桃子什么时候成熟？	복숭아는 언제 익나요?	Когда созревают персики?
4188	Leisure Time	Gardening	Mi falĉas la herbon	I scythe the grass.	草を刈る。	我用镰刀割草。	저는 풀을 낫으로 벱니다.	Я кошу траву.
4189	Leisure Time	Gardening	Mi plantis betojn	I planted beetroot.	ビートルートを植えました。	我种了甜菜。	비트 뿌리를 심었어요.	Я посадила свёклу.
4190	Leisure Time	Gardening	Ŝi havas pirarbojn	She has got pear trees.	彼女はナシの木を持っています。	她种了梨树。	그녀는 배나무를 가지고 있어요.	У неё есть грушевые деревья.
4191	Leisure Time	Gardening	Ili kultivas hordeon	They grow barley.	彼らは大麦を栽培しています。	他们种植大麦。	그들은 보리를 재배해요.	Они выращивают ячмень.
4192	Leisure Time	Gardening	Kiom ofte vi akvumas la plantojn?	How often do you water the plants?	植物にはどのくらいの頻度で水をあげていますか？	你多久给植物浇一次水？	식물에 얼마나 자주 물을 주시나요?	Как часто ты поливаешь растения?
4193	Leisure Time	Gardening	Ne tre ofte	Not very often.	あまり頻繁にはありません。	不是很常。	그렇게 자주 하지는 않아요.	Не очень часто.
4194	Leisure Time	Gardening	Kiam komenciĝas la rikolto de terpomoj?	When does potato harvest start?	じゃがいもの収穫はいつ始まりますか。	土豆什么时候开始收获？	감자 수확은 언제 시작하나요?	Когда начинается сбор картофеля?
4195	Leisure Time	Gardening	Li havas prunarbojn	He has got plum trees.	彼は梅の木を持っています。	他种了李子树。	그는 자두나무를 가지고 있어요.	У него есть сливовые деревья.
4196	Leisure Time	Gardening	Li preferas nematurajn fruktojn	He prefers unripe fruits.	彼は熟していない果物の方が好きです。	他喜欢吃未成熟的水果。	그는 덜 익은 과일을 더 좋아해요.	Он предпочитает незрелые фрукты.
4197	Leisure Time	Gardening	Ŝi rakis la foliojn en amason	She raked the leaves into a pile.	彼女は落ち葉をかき集めて山にした。	她把落叶耙成了一堆。	그녀는 낙엽을 한데 모아 쓸어모았어요.	Она сгребла листья в кучу.
4198	Leisure Time	Gardening	Ili erpis la kampon	They harrowed the field.	彼らは畑を耕した。	他们耙平了田地。	그들은 밭을 써레질했어요.	Они взборонили поле.
4199	Leisure Time	Gardening	Morgaŭ ni plugos la kampon	Tomorrow we're going to plough the field.	明日は畑を耕します。	明天我们要去耕地。	내일 우리는 밭을 갈 거예요.	Завтра мы собираемся вспахать поле.
4200	Leisure Time	Gardening	Kiaj arboj estas en la fruktarbejo?	What kind of trees are in the orchard?	果樹園にはどんな木が植えられていますか？	果园里种的是什么树？	과수원에는 어떤 나무들이 있나요?	Какой вид деревьев растёт в саду?
4201	Leisure Time	Gardening	Kiujn kulturplantojn oni kultivas en ĉi tiu regiono?	What crops are grown in this region?	この地域ではどのような作物が栽培されていますか。	这个地区种植哪些作物？	이 지역에서는 어떤 작물이 재배되나요?	Какие сельскохозяйственные культуры выращивают в этом регионе?
4202	Leisure Time	Having Guests	Eniru!	Come in!	どうぞお入りください。	请进！	들어오세요!	Войдите!
