PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	日本語	中文	한국어	Русский язык	English
1656	Jobs	Business	Jen mia vizitkarto	こちらが私の名刺です。	这是我的名片。	이것이 제 명함입니다.	Вот моя визитная карточка.	This is my business card.
1657	Jobs	Business	Mi pensas, ke ni devus renkontiĝi	お会いしたほうがいいと思います。	我觉得我们应该见一面。	저는 우리가 만나는 것이 좋겠다고 생각해요.	Думаю, нам следует встретиться.	I think we should meet.
1658	Jobs	Business	Kiam konvenus al vi?	ご都合のよい日時はいつでしょうか。	你什么时候方便？	언제가 편하신가요?	Когда вам будет удобно?	When would it suit you?
1659	Jobs	Business	Mi ne povas veni morgaŭ je la 2-a posttagmeze	明日午後2時は都合がつきません。	我明天下午两点有事，去不了。	내일 오후 2시는 참석하기 어려울 것 같아요.	Я не могу сделать это завтра в 2 часа дня.	I can't make it tomorrow at 2 p.m.
1660	Jobs	Business	Bonvolu konfirmi skribe	書面でご確認ください。	请以书面形式确认。	서면으로 확인해 주세요.	Пожалуйста, подтвердите в письменной форме.	Please confirm in writing.
1661	Jobs	Business	Jen mia fakturo	こちらが請求書です。	这是我的发票。	여기 제 인보이스입니다.	Вот мой счёт.	Here is my invoice.
1662	Jobs	Business	Via propono konvenas al ni	ご提案は当社の希望に合致しております。	您的报价符合我们的要求。	귀하의 제안이 저희에게 적합합니다.	Ваше предложение нам подходит.	Your offer suits us.
1663	Jobs	Business	Ni ŝatus nuligi nian mendon	注文をキャンセルさせていただきたいのですが。	我们想取消订单。	주문을 취소하고 싶습니다.	Мы бы хотели отменить наш заказ.	We would like to cancel our order.
1664	Jobs	Business	Mi ofte faras laborvojaĝojn	私はよく出張に行きます。	我经常出差。	저는 자주 출장 갑니다.	Я часто езжу в командировки.	I often go on business trips.
1665	Jobs	Business	Ni ĵus ricevis vian fakson	先ほどファックスを受け取りました。	我们刚刚收到您的传真。	방금 귀하의 팩스를 받았습니다.	Мы только что получили ваш факс.	We have just received your fax.
1666	Jobs	Business	Bonvolu sendi al ni pli detalan informon	さらに詳しい情報をお送りください。	请向我们提供更详细的信息。	더 자세한 정보를 보내주세요.	Пожалуйста, пришлите нам более детальную информацию.	Please send us more detailed information.
1667	Jobs	Business	Ĉu ni povus fari ĝin iom pli frue?	もう少し早い時間にできますか？	我们可以把时间提前一点吗？	조금 더 일찍 할 수 있을까요?	Не могли бы мы сделать это немного пораньше?	Could we make it a bit earlier?
1668	Jobs	Business	Ĉu estus eble aranĝi alian daton?	別の日程に変更することは可能でしょうか。	可以换个日期吗？	다른 날짜로 변경할 수 있을까요?	Возможно ли договориться на другую дату?	Would it be possible to set another date?
1669	Jobs	Business	Ni akceptas viajn kondiĉojn de pago	お支払い条件を承諾いたします。	我们接受您的付款条件。	귀하의 결제 조건을 수락합니다.	Мы принимаем ваши условия оплаты.	We accept your terms of payment.
1670	Jobs	Business	Bonvolu tuj sendi vian pagon	お支払いをお早めにお願いいたします。	请尽快付款。	빠른 결제 부탁드립니다.	Пожалуйста, срочно перечислите свою оплату.	Please send your payment promptly.
1671	Jobs	Business	Ni atendas vian konfirmon	ご確認のほど、よろしくお願いいたします。	期待您的确认。	확인해 주시기를 기다리겠습니다.	Мы ждём вашего подтверждения.	We look forward to your confirmation.
1672	Jobs	Business	Per ĉi tio ni konfirmas vian mendon	ご注文を確かに承りました。	我们特此确认您的订单。	주문이 정상적으로 접수되었음을 확인합니다.	Данным письмом мы подтверждаем ваш заказ.	We hereby confirm your order.
1673	Jobs	Business	Bonvolu resendi subskribitan kopion de la kontrakto	署名済みの契約書をご返送ください。	请返回一份已签署的合同副本。	계약서에 서명하신 후 사본을 보내주시기 바랍니다.	Пожалуйста, верните подписанную копию контракта.	Please return a signed copy of the contract.
1674	Jobs	Business	Mi ŝatus havi rendevuon kun sinjoro Wang, mi petas	ワンさんとの面会をお願いしたいのですが。	我想预约王先生。	왕 선생님과 약속을 잡고 싶습니다.	Я бы хотел встретиться с господином Вэнгом, пожалуйста.	I would like an appointment with Mr Wang, please.
1675	Jobs	Business	Bedaŭrinde mi devas nuligi nian rendevuon	申し訳ありませんが、予定をキャンセルさせていただきます。	恐怕我得取消我们的预约。	죄송하지만 약속을 취소해야 할 것 같아요.	Боюсь, я вынуждена отменить нашу встречу.	I'm afraid I have to cancel our appointment.
1676	Jobs	Business	Mi scivolas, ĉu ni povas prokrasti nian kunvenon?	会議を延期できないかと思っているのですが、いかがでしょうか。	我想知道我们能不能把会议推迟一下？	혹시 우리 회의를 연기할 수 있을까요?	Я хочу знать, можем ли мы отложить нашу встречу?	I wonder whether we can postpone our meeting?
1677	Jobs	Business	Mi estas devigata ŝanĝi la daton de nia renkontiĝo	会議の日程を変更せざるを得なくなりました。	我不得不调整我们的会议日期。	회의 일정을 변경할 수밖에 없게 되었습니다.	Я вынуждена изменить дату нашей встречи.	I am forced to change the date of our meeting.
1678	Jobs	Business	Amiko varme rekomendis vian kompanion	友人から御社を強く勧められました。	我的一位朋友强烈推荐了贵公司。	친구로부터 귀사가 강력히 추천받았습니다.	Вашу компанию настоятельно рекомендовал один друг.	Your company was highly recommended by a friend.
1679	Jobs	Business	Ni ĝojas fari mendon ĉe via kompanio	貴社にご注文させていただくことを嬉しく思います。	我们很高兴向贵公司下订单。	귀사에 주문을 드리게 되어 기쁘게 생각합니다.	Мы рады разместить заказ в вашей компании.	We are pleased to place an order with your company.
1680	Jobs	Business	Via mendo estos traktita kiel eble plej rapide	ご注文はできるだけ早く処理いたします。	您的订单会尽快处理。	고객님의 주문은 최대한 신속하게 처리해 드리겠습니다.	Ваш заказ будет обработан в ближайшее время.	Your order will be processed as quickly as possible.
1681	Jobs	Business	Ĉu vi povus konfirmi la daton de ekspedo?	発送日をご確認いただけますでしょうか。	请您确认一下发货日期。	발송 날짜를 확인해 주시겠어요?	Не могли бы вы, пожалуйста, подтвердить дату отправки?	Could you please confirm the dispatch date?
1682	Jobs	Business	Via varo estos sendita ene de du semajnoj	ご注文の商品は2週間以内に発送いたします。	您的货物将在两周内发出。	고객님의 상품은 2주 이내에 발송될 예정입니다.	Ваш товар будет отправлен в течение двух недель.	Your goods will be dispatched within two weeks.
1683	Jobs	Business	Kiam ni negocios pri la prezo?	価格の交渉はいつ行いますか？	我们什么时候开始谈价格？	가격 협상은 언제 진행할 예정인가요?	Когда вы собираетесь обговорить цену?	When are we going to negotiate the price?
1684	Jobs	Business	Laŭ la politiko de nia kompanio, ni fakturas nur en eŭroj	弊社ではユーロ建てでのみご請求させていただいております。	我们公司规定只以欧元开具发票。	저희 회사는 유로화로만 청구서를 발행하는 정책을 시행하고 있습니다.	Согласно политике нашей компании, мы выставляем счета только в евро.	It is our company policy to invoice only in euros.
1685	Jobs	Business	Ni ankoraŭ ne ricevis pagon por ĉi tiu monato	今月分のお支払いがまだ確認できておりません。	我们尚未收到本月的付款。	이번 달 결제가 아직 입금되지 않았습니다.	Мы ещё не получили плату за этот месяц.	We have not yet received payment for this month.
1686	Jobs	At the Interview	Ĉu vi havas modelon de vivresumo?	履歴書の用紙はお持ちですか？	你有简历表格吗？	이력서 양식이 있으신가요?	У вас есть образец резюме?	Have you got a CV form?
1687	Jobs	At the Interview	Ĉu vi studis en universitato?	大学には行きましたか？	你上过大学吗？	대학교에 다니셨나요?	Вы учились в университете?	Did you go to university?
1688	Jobs	At the Interview	Kion vi studis?	何を勉強しましたか？	你学的是什么专业？	무엇을 전공하셨나요?	Что вы изучали?	What did you study?
1689	Jobs	At the Interview	Mi studis matematikon	数学を勉強しました。	我学过数学。	저는 수학을 공부했어요.	Я изучал математику.	I studied maths.
1690	Jobs	At the Interview	Kia estas la salajro?	給与はいくらですか。	薪资是多少？	급여는 얼마인가요?	Какая зарплата?	What's the salary?
1691	Jobs	At the Interview	Naŭcent dolaroj monate	月額900ドルです。	每月900美元。	한 달에 900달러입니다.	900 долларов в месяц.	900 dollars a month.
1692	Jobs	At the Interview	Kie vi studis en universitato?	どちらの大学に通われていましたか？	你是在哪所大学上的学？	어느 대학교에 다니셨어요?	Где вы учились в университете?	Where did you go to university?
1693	Jobs	At the Interview	Mi studis en Kembriĝo	ケンブリッジで学びました。	我曾在剑桥学习。	저는 케임브리지에 다녔어요.	Я училась в Кембридже.	I went to Cambridge.
1694	Jobs	At the Interview	Mi neniam studis en universitato	私は大学に行ったことがありません。	我从未上过大学。	저는 대학에 다녀본 적이 없어요.	Я никогда не училась в университете.	I have never gone to university.
1695	Jobs	At the Interview	Mi studis politikon	政治を学びました。	我学的是政治。	저는 정치학을 공부했어요.	Я изучал политологию.	I studied politics.
1696	Jobs	At the Interview	Kia laboro ĝi estas?	どのようなお仕事ですか？	这是什么工作？	어떤 종류의 일인가요?	Что это за работа?	What kind of work is it?
1697	Jobs	At the Interview	Kiajn kondiĉojn vi proponas?	どのような条件をご提示いただけますか？	您能提供哪些条件？	어떤 조건을 제공하시나요?	Какие условия вы предлагаете?	What conditions do you offer?
1698	Jobs	At the Interview	Ĉi tio estas la laborpostena priskribo	こちらが職務内容です。	这是职位描述。	이것이 직무 설명입니다.	Это должностная инструкция.	This is the job description.
1699	Jobs	At the Interview	Al kiu mi devus raporti?	私は誰に報告すればよいですか？	我将向谁汇报？	저는 누구에게 보고하면 되나요?	Перед кем я должна буду отчитываться?	Who would I report to?
1700	Jobs	At the Interview	Ĉu estas kompania aŭto?	社用車はありますか？	有公司配车吗？	회사 차량이 있나요?	Есть служебная машина?	Is there a company car?
1701	Jobs	At the Interview	Ĉu ekzistas pensia programo?	年金制度はありますか？	有养老金计划吗？	연금 제도가 있나요?	Есть пенсионная программа?	Is there a pension scheme?
1702	Jobs	At the Interview	Mi ŝatus akcepti tiun laboron	その仕事をお引き受けしたいと思います。	我愿意接受这份工作。	그 일을 맡고 싶어요.	Я бы хотела получить эту работу.	I'd like to take the job.
1703	Jobs	At the Interview	Ĉu vi estas komputile klera?	パソコンの操作には慣れていますか？	你会使用电脑吗？	컴퓨터를 잘 다루시나요?	Вы обладаете компьютерной грамотностью?	Are you computer-literate?
1704	Jobs	At the Interview	Kiam vi povas komenci labori?	いつからご勤務いただけますか？	你什么时候可以开始？	언제부터 시작할 수 있나요?	Когда вы можете приступить к работе?	When can you start?
1705	Jobs	At the Interview	Kian edukon vi havas?	どのような学歴をお持ちですか？	你的学历是什么？	어떤 교육을 받으셨나요?	Какое у вас образование?	What education have you got?
1706	Jobs	At the Interview	Kiujn kvalifikojn vi havas?	どのような資格をお持ちですか？	你有哪些资质？	어떤 자격을 갖추고 계신가요?	Какой квалификацией вы обладаете?	What qualifications have you got?
1707	Jobs	At the Interview	Ĉu vi havas laborsperton?	何かご経験はありますか？	你有相关经验吗？	경험이 있으신가요?	У вас есть опыт работы?	Have you got any experience?
1708	Jobs	At the Interview	Ĉu vi havas validan stirpermesilon?	有効な運転免許証をお持ちですか？	你有有效的驾驶证吗？	유효한 운전면허증이 있으신가요?	У вас есть действующие водительские права?	Have you got a valid driving licence?
1709	Jobs	At the Interview	Kia estas via kariera celo?	あなたのキャリア目標は何ですか。	你的职业目标是什么？	귀하의 경력 목표는 무엇인가요?	Какова ваша карьерная цель?	What is your career objective?
1710	Jobs	At the Interview	Ĉu vi bezonas laborpermesilon?	就労許可が必要ですか？	你需要工作许可证吗？	근로 허가가 필요하신가요?	Вам нужно разрешение на работу?	Do you need a work permit?
1711	Jobs	At the Interview	Ni devos akiri rekomendojn	推薦状を確認させていただく必要があります。	我们需要获取推荐信。	저희가 추천인 확인을 진행해야 합니다.	Нам потребуется получить рекомендации.	We'll need to take up references.
1712	Jobs	At the Interview	Ni ŝatus proponi al vi ĉi tiun laboron	ぜひ、あなたにこの仕事をお願いしたいと考えています。	我们希望聘用您。	저희가 귀하께 이 일을 제안드리고자 합니다.	Мы бы хотели предложить вам эту работу.	We'd like to offer you the job.
1713	Jobs	At the Interview	Ĉi tio estas via laborokontrakto	こちらがあなたの雇用契約書です。	这是你的劳动合同。	이것이 귀하의 근로계약서입니다.	Это ваш трудовой договор.	This is your employment contract.
1714	Jobs	At the Interview	Estas trimonata provperiodo	3か月間の試用期間があります。	有三个月的试用期。	3개월의 수습 기간이 있습니다.	Испытательный срок - три месяца.	There's a three month trial period.
1715	Jobs	At the Interview	Mi ŝatus kandidatiĝi por ĉi tiu laborposteno	この仕事に応募したいと考えています。	我想申请这份工作。	이 일자리에 지원하고 싶습니다.	Я бы хотел откликнуться на эту вакансию.	I would like to apply for this job.
1716	Jobs	At the Interview	Mi laboras silente kaj efike	私は静かに、そして効率よく仕事をします。	我做事安静高效。	저는 조용하고 효율적으로 일합니다.	Я работаю тихо и эффективно.	I work quietly and efficiently.
1717	Jobs	At the Interview	Mi estas sperta uzanto de Excel	私はExcelの使用経験が豊富です。	我是一名有经验的Excel用户。	저는 엑셀을 능숙하게 다루는 사용자입니다.	Я опытный пользователь Excel.	I am an experienced user of Excel.
1718	Jobs	At the Interview	Ĉu mi devos labori laŭvice?	シフト勤務はありますか？	我需要轮班吗？	교대 근무를 해야 하나요?	Должна ли я буду работать посменно?	Will I have to work shifts?
1719	Jobs	At the Interview	Kiuj estas viaj laborhoroj?	勤務時間は何時から何時までですか。	工作时间是几点？	근무 시간은 어떻게 되나요?	Какие у вас часы работы?	What are the working hours?
1720	Jobs	At the Interview	Ĉu estas manĝejo por la personaro?	社員食堂はありますか。	有员工餐厅吗？	직원 식당이 있나요?	Есть ли столовая для сотрудников?	Is there a staff restaurant?
1721	Jobs	At the Interview	Kiom mi gajnos?	私はいくら稼げますか？	我能赚多少钱？	제가 얼마나 벌 수 있나요?	Сколько я буду зарабатывать?	How much will I earn?
1722	Jobs	At the Interview	10 pundoj hore	時給10ポンド	每小时10英镑。	시간당 10파운드입니다.	10 фунтов в час.	10 pounds an hour.
1723	Jobs	At the Interview	Kiam vi volas, ke mi komencu?	いつから始めればよろしいですか？	你希望我什么时候开始？	언제 시작하면 될까요?	Когда вы хотите, чтобы я начала?	When do you want me to start?
1724	Jobs	At the Interview	Mi vidis vian anoncon en la gazeto	新聞で御社の広告を拝見しました。	我在报纸上看到了你的广告。	신문에서 귀하의 광고를 보았습니다.	Я увидел ваше объявление в газете.	I saw your advertisement in the newspaper.
1725	Jobs	At the Interview	Mi ŝatus esti dungita de via kompanio	御社で採用していただきたいと考えております。	我希望能加入贵公司。	귀사에 입사하고 싶습니다.	Я бы хотела быть принятой в вашу компанию.	I would like to get hired by your company.
1726	Jobs	At the Interview	Ĉu mi povus ricevi aliĝilon?	申込書をいただけますか？	请问可以给我一份申请表吗？	신청서를 받을 수 있을까요?	Я могу получить анкету?	Could I have an application form?
1727	Jobs	At the Interview	Mi deziras kandidatiĝi por la posteno de oficejestro	オフィスマネージャーの職に応募したく存じます。	我希望申请办公室经理的职位。	사무실 관리자 직책에 지원하고자 합니다.	Я желаю претендовать на позицию руководителя отдела.	I wish to apply for the post of office manager.
1728	Jobs	At the Interview	Mi tre interesiĝas pri ĉi tiu posteno	このポジションに大変興味があります。	我对这个职位非常感兴趣。	이 직무에 매우 관심이 있습니다.	Я очень заинтересован в этой вакансии.	I'm very interested in this position.
