PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	日本語	中文	한국어	Русский язык	English
1956	Plane	Booking a Flight	Ĉu ĉi tio estas rekta flugo?	これは直行便ですか？	这是直飞航班吗？	이 비행기는 직항인가요?	Это прямой рейс?	Is this a direct flight?
1957	Plane	Booking a Flight	Ĉu estas interhalto?	乗り継ぎはありますか？	有中途停留吗？	경유지가 있나요?	Есть остановка по пути?	Is there a stopover?
1958	Plane	Booking a Flight	Kiam estas la flugo al Romo?	ローマ行きのフライトはいつですか？	飞往罗马的航班什么时候起飞？	로마행 비행기는 언제 출발하나요?	Когда рейс в Рим?	When is the flight to Rome?
1959	Plane	Booking a Flight	Bonvolu kontroli aliajn flugkompaniojn	他の航空会社もご確認ください。	请查询其他航空公司。	다른 항공사들도 확인해 주세요.	Пожалуйста, проверьте другие авиакомпании.	Please check other airlines.
1960	Plane	Booking a Flight	Bileto de komerca klaso	ビジネスクラスの航空券	一张商务舱机票。	비즈니스 클래스 항공권입니다.	Билет бизнес-класса.	A business class ticket.
1961	Plane	Booking a Flight	En kiu valuto ĉi tio estas?	これは何の通貨ですか？	这是什么货币？	이것은 어떤 통화인가요?	В какой это валюте?	What currency is this in?
1962	Plane	Booking a Flight	Kiajn lokojn vi preferus?	どのお席をご希望ですか？	您想要什么样的座位？	어떤 좌석을 원하시나요?	Какие места вы бы предпочли?	What seats would you prefer?
1963	Plane	Booking a Flight	En la antaŭa vico	前の方で。	靠近前面。	앞쪽 근처에요.	В переднем ряду.	Near the front.
1964	Plane	Booking a Flight	En la malantaŭa vico	後ろのほうです。	靠近后面。	뒤쪽 근처에 있습니다.	В заднем ряду.	Near the back.
1965	Plane	Booking a Flight	Bonvolu doni al mi kvitancon	領収書をください。	请给我一张收据。	영수증을 주세요.	Пожалуйста, дайте мне квитанцию.	Please give me a receipt.
1966	Plane	Booking a Flight	Ĉu la flughaveno estas malproksime de la urbo?	空港は市内から遠いですか？	机场离市区远吗？	공항이 도심에서 먼가요?	Аэропорт находится далеко от города?	Is the airport far from the city?
1967	Plane	Booking a Flight	Mi ŝatus rezervi lokon en ĉi tiu aviadilo	この飛行機の座席を予約したいのですが。	我想预订这趟航班的座位。	이 비행기 좌석을 예약하고 싶어요.	Я бы хотела забронировать место на этот самолёт.	I'd like to book a seat on this plane.
1968	Plane	Booking a Flight	Sur ĉi tiu aviadilo ne plu estas lokoj	この飛行機にはもう空席がありません。	这架飞机已经没有座位了。	이 비행기에는 더 이상 좌석이 없습니다.	На этот самолёт больше нет мест.	There are no more seats on this aeroplane.
1969	Plane	Booking a Flight	Kio estas via celloko?	ご目的地はどちらですか。	你的目的地是哪里？	목적지가 어디인가요?	Какое у вас направление?	What is your destination?
1970	Plane	Booking a Flight	Mi ŝatus vojaĝi al Sud-Koreio	韓国に旅行に行きたいです。	我想去韩国旅游。	저는 한국에 여행 가고 싶어요.	Я бы хотел поехать в Южную Корею.	I'd like to travel to South Korea.
1971	Plane	Booking a Flight	Ĉu mi bezonas vizon por Kenio?	ケニアにビザは必要ですか？	我需要办理肯尼亚签证吗？	케냐에 입국하려면 비자가 필요하나요?	Мне нужна виза в Кению?	Do I need a visa for Kenya?
1972	Plane	Booking a Flight	Kiam estas la sekva flugo al Hanojo?	次のハノイ行きの便はいつですか？	下一班飞往河内的航班是什么时候？	하노이행 다음 비행기는 언제 출발하나요?	Когда следующий рейс в Ханой?	When is the next flight to Hanoi?
1973	Plane	Booking a Flight	Kiom ofte estas la flugoj?	フライトの頻度はどのくらいですか。	航班有多频繁？	항공편은 얼마나 자주 있나요?	Как часто выполняются рейсы?	How frequent are the flights?
1974	Plane	Booking a Flight	Je kioma horo foriras la flugo?	そのフライトは何時に出発しますか？	航班几点起飞？	비행기는 몇 시에 출발하나요?	Во сколько отправляется рейс?	What time does the flight leave?
1975	Plane	Booking a Flight	Kiom frue mi devas esti ĉe la flughaveno?	空港にはどれくらい早く到着していればいいですか？	我需要提前多早到机场？	공항에는 얼마나 일찍 도착해야 하나요?	За сколько мне нужно прибыть в аэропорт?	How early must I be at the airport?
1976	Plane	Booking a Flight	Kiom da bagaĝo mi povas preni?	荷物はどれくらい持って行けますか？	我可以带多少行李？	짐은 얼마나 가져갈 수 있나요?	Сколько багажа я могу взять?	How much luggage can I take?
1977	Plane	Booking a Flight	Kie mi devas ŝanĝi aviadilon?	どこで乗り換えればいいですか？	我应该在哪里转机？	어디에서 비행기를 갈아타야 하나요?	Где мне следует пересесть на другой самолёт?	Where should I change planes?
1978	Plane	Booking a Flight	Ĉu mi povas fari la transiron en la sama tago?	同じ日に乗り継ぎはできますか？	我可以当天转机吗？	같은 날에 환승할 수 있나요?	Я могу сделать пересадку в тот же день?	Can I make a connection on the same day?
1979	Plane	Booking a Flight	Mi venis por preni miajn biletojn	チケットを受け取りに来ました。	我来取票。	티켓을 받으러 왔어요.	Я пришёл забрать билеты.	I've come to collect my tickets.
1980	Plane	Booking a Flight	En kiuj tagoj estas flugoj al Teherano?	テヘラン行きのフライトは何曜日に運航していますか。	有哪些天有飞往德黑兰的航班？	테헤란행 항공편은 어떤 요일에 운항하나요?	По каким дням есть рейсы в Тегеран?	On what days are there flights to Tehran?
1981	Plane	Booking a Flight	Bonvolu rezervi la sekvan flugon al Amsterdamo	次のアムステルダム行きの便を予約してください。	请预订下一班飞往阿姆斯特丹的航班。	암스테르담으로 가는 다음 항공편을 예약해 주세요.	Пожалуйста, забронируйте ближайший рейс в Амстердам.	Please book the next flight to Amsterdam.
1982	Plane	Booking a Flight	Mi ŝatus du biletojn de komerca klaso	ビジネスクラスのチケットを2枚お願いします。	我想要两张商务舱机票。	비즈니스 클래스 항공권 두 장을 원합니다.	Я бы хотел два билета бизнес-класса.	I would like two business class tickets.
1983	Plane	Booking a Flight	Ĉu vi ŝatus sidlokon ĉe la fenestro aŭ ĉe la koridoro?	窓側と通路側、どちらのお席がよろしいですか？	您想要靠窗还是靠走道的座位？	창가 쪽 좌석을 원하시나요, 아니면 통로 쪽 좌석을 원하시나요?	Вы бы хотели место у окна или у прохода?	Would you like a window or an aisle seat?
1984	Plane	Booking a Flight	Kiom da tempo antaŭ la forveturo ni devas alveni?	出発時刻のどれくらい前に到着すればいいですか？	我们需要提前多久到达？	출발 시간보다 얼마나 일찍 도착해야 하나요?	За сколько до отправления нам нужно приехать?	How soon before the departure time do we have to arrive?
1985	Plane	Booking a Flight	Mi ŝatus nuligi mian bileton al Helsinko	ヘルシンキ行きのチケットをキャンセルしたいのですが。	我想取消前往赫尔辛基的机票。	헬싱키행 티켓을 취소하고 싶습니다.	Я бы хотел вернуть свой билет до Хельсинки.	I would like to cancel my ticket to Helsinki.
1986	Plane	Booking a Flight	Kiuj flugoj estas al Turkio?	トルコ行きの便はどのようなものがありますか。	有哪些飞往土耳其的航班？	터키로 가는 항공편에는 어떤 것들이 있나요?	Какие рейсы есть в Турцию?	What flights are there to Turkey?
1987	Plane	Booking a Flight	Ĉu estas liberaj lokoj sur ĉi tiu flugo?	この便に空席はありますか？	这趟航班还有空位吗？	이 비행기에 빈 좌석이 있나요?	На этот рейс есть свободные места?	Are there any free seats on this flight?
1988	Plane	Booking a Flight	Ĉu la flugo faras halton en alia urbo?	このフライトは他の都市で乗り継ぎがありますか？	这趟航班中途会在其他城市经停吗？	이 항공편이 다른 도시에 경유하나요?	Самолёт делает остановку в другом городе?	Does the flight make a stopover in another city?
1989	Plane	Booking a Flight	Kiom da tempo necesas por la transŝanĝo?	乗り継ぎにはどれくらい時間がかかりますか？	转机需要多长时间？	환승하는 데 얼마나 걸리나요?	Сколько времени занимает пересадка?	How long does it take to make a connection?
1990	Plane	Booking a Flight	Ĉu ni povas iom butikumi en la flughaveno?	空港で買い物はできますか？	我们可以在机场购物吗？	공항에서 쇼핑할 수 있을까요?	Мы можем пройтись по магазинам в аэропорту?	Can we do some shopping in the airport?
1991	Plane	Booking a Flight	Kiom da ĉokolado mi povas porti tra la dogano?	税関を通してどれくらいのチョコレートを持ち込めますか？	我可以带多少巧克力过海关？	세관을 통과할 때 초콜릿을 얼마나 가져갈 수 있나요?	Сколько шоколада я могу пронести через таможню?	How much chocolate can I take through customs?
1992	Plane	Booking a Flight	Kiam vi revenos?	いつ戻ってきますか？	你什么时候回来？	언제 돌아오실 예정인가요?	Когда вы вернётесь?	When will you be coming back?
1993	Plane	Checking in	Vian pasporton, mi petas	パスポートを拝見できますか。	请出示您的护照。	여권을 보여 주세요.	Ваш паспорт, пожалуйста.	Your passport, please.
1994	Plane	Checking in	Kiu terminalo?	どのターミナルですか？	哪个航站楼？	어느 터미널인가요?	Какой терминал?	Which terminal?
1995	Plane	Checking in	Kiu elirejo?	どのゲートですか？	哪个登机口？	몇 번 게이트인가요?	Какой выход?	Which gate?
1996	Plane	Checking in	Agrablan flugon!	どうぞ良いご旅行を！	祝您旅途愉快！	즐거운 비행 되세요!	Приятного полёта!	Enjoy your flight!
1997	Plane	Checking in	Kien vi flugas?	どちらまでご搭乗ですか？	你要飞去哪儿？	어디로 가는 비행기를 타시나요?	Куда ты летишь?	Where are you flying to?
1998	Plane	Checking in	Mi flugas al Ĉinio	中国に行きます。	我要去中国。	저는 중국에 갈 거예요.	Я лечу в Китай.	I'm going to China.
