PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	日本語	中文	한국어	Русский язык	English
1756	Jobs	Recommendation Letter	Mi ne povas rekomendi lin al via kompanio	御社に彼を推薦することはできません。	我无法推荐他加入贵公司。	저는 그를 귀사에 추천할 수 없습니다.	Я не могу рекомендовать его вашей компании.	I cannot recommend him for your company.
1757	Jobs	Recommendation Letter	Ĉu vi bonvolus skribi rekomendleteron por mi?	私のために推薦状を書いていただけますでしょうか。	您能为我写一封推荐信吗？	저를 위해 추천서를 작성해 주실 수 있으신가요?	Пожалуйста, напишите мне рекомендательное письмо.	Would you, please, write a letter of recommendation for me?
1758	Jobs	Recommendation Letter	Mi estis lia gvidanto dum ĉirkaŭ du jaroj	私は彼の上司を約2年間務めていました。	我曾担任他的主管大约两年。	저는 약 2년 동안 그의 상사였습니다.	Я был его руководителем около двух лет.	I was his supervisor for about two years.
1759	Jobs	Recommendation Letter	Li laboris por mi pri diversaj projektoj	彼は私のもとでさまざまなプロジェクトに携わってくれました。	他曾在多个项目中为我工作。	그는 여러 프로젝트에서 저와 함께 일했습니다.	Он работал на меня в различных проектах.	He worked for me on various projects.
1760	Jobs	Recommendation Letter	Ŝi havas bonegajn komunikajn kapablojn	彼女は優れたコミュニケーション能力を持っています。	她具备出色的沟通能力。	그녀는 뛰어난 의사소통 능력을 갖추고 있어요.	У неё отличные коммуникативные навыки.	She has got excellent communication skills.
1761	Jobs	Recommendation Letter	Mi donas al ŝi mian plej varman rekomendon	彼女を心から推薦いたします。	我强烈推荐她。	저는 그녀를 자신 있게 적극 추천합니다.	Я даю ей наилучшие рекомендации.	I give her my highest recommendation.
1762	Jobs	Recommendation Letter	Bonvolu telefoni al mi, se vi havos demandojn	ご不明な点がございましたら、お気軽にご連絡ください。	如有任何疑问，请随时致电联系我。	궁금한 점이 있으시면 언제든지 전화해 주세요.	Пожалуйста, позвоните мне, если у вас будут какие-нибудь вопросы.	Please call me if you have any questions.
1763	Jobs	Recommendation Letter	Ŝi konstante produktas altkvalitan laboron	彼女は常に高品質な仕事をしています。	她始终如一地产出高质量的工作。	그녀는 항상 높은 수준의 결과물을 꾸준히 만들어냅니다.	Она неизменно демонстрирует высокое качество работы.	She consistently produces high quality work.
1764	Jobs	Recommendation Letter	Ŝi estos bonega aldono al via programo	彼女は貴プログラムにとって素晴らしい戦力となるでしょう。	她将为你的项目带来极大助力。	그녀는 귀하의 프로그램에 큰 도움이 될 것입니다.	Она станет отличным дополнением вашей программы.	She will be a great addition to your programme.
1765	Jobs	Recommendation Letter	Ŝia plej granda talento estas verki rakontojn	彼女の一番の才能は物語を書くことです。	她最大的天赋是写故事。	그녀의 가장 큰 재능은 이야기 쓰기예요.	Её главный талант - писать рассказы.	Her greatest talent is writing stories.
1766	Jobs	Recommendation Letter	Li faris elstaran kontribuon al mia projekto	彼は私のプロジェクトに多大な貢献をしてくれました。	他为我的项目作出了杰出贡献。	그는 제 프로젝트에 뛰어난 기여를 했어요.	Он внёс выдающийся вклад в мой проект.	He brought outstanding contribution to my project.
1767	Jobs	Recommendation Letter	Li estas fidinda persono kun bona humorsento	彼はユーモアのセンスがあり、信頼できる人です。	他是一个可靠而且很有幽默感的人。	그는 유머 감각이 뛰어나고 신뢰할 수 있는 사람입니다.	Он надёжный человек с хорошим чувством юмора.	He is a reliable person with good sense of humour.
1768	Jobs	Recommendation Letter	Mi esperas, ke ĉi tiu informo estos utila por vi	この情報がお役に立てば幸いです。	希望这些信息对你有所帮助。	이 정보가 도움이 되길 바랍니다.	Надеюсь, эта информация будет вам полезной.	I hope this information will be helpful to you.
1769	Travel	Asking Directions	Mi perdiĝis	道に迷ってしまいました。	我迷路了。	길을 잃었어요.	Я потерялась.	I'm lost.
1770	Travel	Asking Directions	Kie estas ĉi tiu adreso?	この住所はどこですか？	这个地址在哪里？	이 주소가 어디인가요?	Где этот адрес?	Where's this address?
1771	Travel	Asking Directions	Ĉu ĝi estas malproksime de ĉi tie?	ここから遠いですか？	离这里远吗？	여기서 먼가요?	Это далеко отсюда?	Is it far from here?
1772	Travel	Asking Directions	Ĉi tien?	こうですか？	这样吗？	이렇게 하면 될까요?	Сюда?	This way?
1773	Travel	Asking Directions	Kiel mi povas atingi la urbon?	町へはどうやって行けばいいですか？	我怎么去镇上？	마을에 어떻게 가야 하나요?	Как мне добраться до города?	How do I get to the town?
1774	Travel	Asking Directions	Kiudirekte estas la urbocentro?	市の中心部へはどちらに行けばいいですか？	去市中心怎么走？	시내 중심지는 어느 방향인가요?	В какую сторону идти к центру города?	Which way is it to the city centre?
1775	Travel	Asking Directions	Kie estas la preĝejo?	教会はどこですか。	教堂在哪里？	교회가 어디에 있나요?	Где находится церковь?	Where is the church?
1776	Travel	Asking Directions	Kie estas la plej proksima apoteko?	一番近い薬局はどこですか。	最近的药店在哪里？	가장 가까운 약국이 어디에 있나요?	Где находится ближайшая аптека?	Where is the nearest pharmacy?
1777	Travel	Asking Directions	Ĉu mi iru rekte?	まっすぐ行けばいいですか？	我应该直走吗？	직진해야 하나요?	Мне следует идти прямо?	Should I go straight?
1778	Travel	Asking Directions	Ĉu ĝi estas ĉi-flanke?	こちら側ですか？	是在这边吗？	이쪽에 있나요?	Оно на этой стороне?	Is it on this side?
1779	Travel	Asking Directions	Ĉu estas tro malproksime por iri piede?	歩いて行くには遠すぎますか？	走路会不会太远？	걸어서 가기엔 너무 먼가요?	Туда слишком далеко идти пешком?	Is it too far to walk?
1780	Travel	Asking Directions	Kiun mallongan vojon mi povas preni?	どんな近道がありますか？	我可以走哪条捷径？	어떤 지름길을 이용할 수 있나요?	Каким коротким путём я могу пройти?	What shortcut can I take?
1781	Travel	Asking Directions	Bonvolu desegni mapon ĉi tie	ここに地図を描いてください。	请在此绘制一张地图。	여기에 지도를 그려 주세요.	Пожалуйста, нарисуйте здесь карту.	Please draw a map here.
1782	Travel	Asking Directions	Kie troviĝas la strato La Rambla?	ラ・ランブラ通りはどこですか？	拉兰布拉大街在哪里？	라 람블라 거리는 어디에 있나요?	Где находится улица Ла Рамбла?	Where's La Rambla street?
1783	Travel	Asking Directions	Ĉu la hotelo estas malproksime de ĉi tie?	このホテルはここから遠いですか？	这家酒店离这里远吗？	호텔이 여기서 먼가요?	Отель далеко отсюда?	Is the hotel far from here?
1784	Travel	Asking Directions	Ĉu estas banko proksime de ĉi tie?	この近くに銀行はありますか？	这附近有银行吗？	이 근처에 은행이 있나요?	Здесь неподалёку есть банк?	Is there a bank near here?
