PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	日本語	中文	한국어	Русский язык	English
1456	Education	Student Life	Ĉu la demandoj povas esti formulitaj skribe?	質問を文書で作成することは可能ですか？	这些问题可以以书面形式提出吗？	질문을 서면으로 작성할 수 있나요?	Вопросы могут быть сформулированы письменно?	Can the questions be formulated in written form?
1457	Education	Student Life	Ĉu plaĉis al vi la raporto pri sanservo?	医療サービスに関する報告書は気に入りましたか？	你觉得那份关于医疗服务的报告怎么样？	보건 서비스에 관한 보고서가 마음에 드셨나요?	Вам понравился доклад о здравоохранении?	Did you like the report on health service?
1458	Education	Student Life	Ili faras esploradon en la kampo de fiziko	彼らは物理学の分野で研究を行っています。	他们从事物理领域的研究。	그들은 물리학 분야에서 연구를 합니다.	Они проводят исследование в области физики.	They do research in the field of physics.
1459	Education	Student Life	Ĉu ĉi tiu kampo estis esplorita antaŭe?	この分野はこれまでに研究されたことがありますか？	这个领域以前有人研究过吗？	이 분야에 대한 연구가 이전에 있었나요?	Эта область изучалась ранее?	Has this field been researched before?
1460	Education	Student Life	Kiu proponis tiun ideon?	そのアイデアを最初に考えたのは誰ですか？	这个想法是谁最早提出的？	이 아이디어는 누가 처음 제안했나요?	Кто выдвинул эту идею?	Who originated the idea?
1461	Education	Student Life	Kiu estas la inventinto de la telefono?	電話の発明者は誰ですか。	电话的发明者是谁？	전화기의 발명가는 누구인가요?	Кто автор этого изобретения?	Who is the inventor of the telephone?
1462	Education	Student Life	Ĉu vi konas la laboron de Maria Curie?	マリー・キュリーの業績についてご存知ですか？	你了解玛丽·居里的研究成果吗？	마리 퀴리의 업적에 대해 잘 알고 계신가요?	Вы знакомы с работой Марии Кюри?	Are you familiar with the work of Marie Curie?
1463	Education	Student Life	Kiom da ekzamenoj vi havas ĉi-semestre?	今学期は試験がいくつありますか？	你这学期有几门考试？	이번 학기에 시험이 몇 개나 있나요?	Сколько экзаменов у тебя в этом семестре?	How many exams have you got this semester?
1464	Education	Student Life	Ĉu vi baldaŭ havos ekzamenojn?	もうすぐ試験がありますか？	你最近有要参加的考试吗？	곧 시험 볼 예정이 있으신가요?	У тебя скоро будут какие-нибудь экзамены?	Have you got any exams coming up?
1465	Education	Student Life	Kiom da tagoj vi havas por preparo?	準備期間は何日ありますか？	你还有多少天可以准备？	준비할 수 있는 날이 며칠이나 되나요?	Сколько дней у тебя есть на подготовку?	How many days have you got for preparation?
1466	Education	Student Life	Ĉi tio estas la lasta ekzamena sesio por ni	これが私たちにとって最後の試験です。	这是我们最后一次考试了。	이번이 우리에게 마지막 시험 기간이에요.	Это последняя экзаменационная сессия для нас.	This is the last exam session for us.
1467	Education	Student Life	Mi ankoraŭ devas ripeti multajn aferojn	まだ復習しなければならないことがたくさんあります。	我还有很多内容需要复习。	아직 복습해야 할 것이 많이 있어요.	Мне всё ещё нужно повторить много вещей.	I still have got many things to revise.
1468	Education	Numbers & Colours	Nulo	ゼロ	零	제로.	Ноль.	Zero.
1469	Education	Numbers & Colours	Unu, du, tri, kvar, kvin	いち、に、さん、し、ご。	一、二、三、四、五。	하나, 둘, 셋, 넷, 다섯.	Один, два, три, четыре, пять.	One, two, three, four, five.
1470	Education	Numbers & Colours	Ses, sep, ok, naŭ, dek	六、七、八、九、十。	六、七、八、九、十。	여섯, 일곱, 여덟, 아홉, 열.	Шесть, семь, восемь, девять, десять.	Six, seven, eight, nine, ten.
1471	Education	Numbers & Colours	Unu plus du egalas tri	1足す2は3です。	一加二等于三。	일 더하기 이는 삼과 같습니다.	Один плюс два равно три.	One plus two is equal to three.
1472	Education	Numbers & Colours	Naŭ minus kvin egalas kvar	九引く五は四です。	九减五等于四。	아홉에서 다섯을 빼면 네가 됩니다.	Девять минус пять равно четыре.	Nine minus five equals four.
1473	Education	Numbers & Colours	Kiukolora ĝi estas?	何色ですか？	这是什么颜色？	무슨 색이에요?	Какого он цвета?	What colour is it?
1474	Education	Numbers & Colours	La pomo estas ruĝa	そのリンゴは赤いです。	苹果是红色的。	사과는 빨간색이에요.	Яблоко - красное.	The apple is red.
1475	Education	Numbers & Colours	Ruĝo kaj blanko faras rozkoloron	赤と白を混ぜるとピンクになります。	红色和白色混合会变成粉色。	빨간색과 흰색을 섞으면 분홍색이 됩니다.	Из красного и белого получается розовый.	Red and white make pink.
1476	Education	Numbers & Colours	Dek unu, dek du, dek tri	十一、十二、十三。	十一，十二，十三。	열하나, 열둘, 열셋.	Одиннадцать, двенадцать, тринадцать.	Eleven, twelve, thirteen.
1477	Education	Numbers & Colours	Dek kvar, dek kvin, dek ses	十四、十五、十六。	十四，十五，十六。	열네, 열다섯, 열여섯.	Четырнадцать, пятнадцать, шестнадцать.	Fourteen, fifteen, sixteen.
1478	Education	Numbers & Colours	Dek sep, dek ok, dek naŭ	十七、十八、十九。	十七，十八，十九。	열일곱, 열여덟, 열아홉.	Семнадцать, восемнадцать, девятнадцать.	Seventeen, eighteen, nineteen.
1479	Education	Numbers & Colours	Kvarfoje tri estas dek du	4かける3は12です。	四乘三等于十二。	4 곱하기 3은 12입니다.	Четыре умножить на три равно двенадцать.	Four times three is twelve.
