PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	日本語	中文	한국어	Русский язык	English
2356	Car	Road Signs	Parkumejo	駐車	停车	주차	Парковка	Parking
2357	Car	Road Signs	Malrapidiĝu	速度を落としてください	慢一点	천천히 하세요.	Снизьте скорость	Slow down
2358	Car	Road Signs	Vojlaboroj	道路工事	道路施工	도로 공사	Дорожные работы	Roadworks
2359	Car	Road Signs	Haltu! Trapaso malpermesita!	止まれ！立入禁止！	停下！禁止通行！	멈추세요! 통행 금지입니다!	Стоп! Проход запрещён!	Stop! No entry!
2360	Car	Road Signs	Parkumado malpermesata	駐車禁止	禁止停车	주차 금지	Парковка запрещена	No parking
2361	Car	Road Signs	Bushaltejo	バス停	公交车站	버스 정류장	Автобусная остановка	Bus stop
2362	Car	Road Signs	Unudirekta trafiko	一方通行	单行道	일방통행	Одностороннее движение	One-way
2363	Car	Road Signs	Rapidlimo	制限速度	限速	제한 속도	Ограничение максимальной скорости	Speed limit
2364	Car	Road Signs	Eniro malpermesata	立入禁止	禁止入内	출입 금지	Въезд запрещён	No entry
2365	Car	Road Signs	Vojo fermita	通行止め	道路封闭	도로 통제	Проезд запрещён	Road closed
2366	Car	Road Signs	Halto malpermesita	駐停車禁止	禁止停车	정차 금지	Остановка запрещена	No stopping
2367	Car	Road Signs	Busstrio	バス専用レーン	公交专用道	버스 전용차로	Полоса общественного транспорта	Bus lane
2368	Car	Road Signs	Cedu vojon	道を譲る	让路	양보하세요	Уступи дорогу	Give way
2369	Car	Road Signs	Preterpasu maldekstre	左側をお通りください	请靠左行驶	좌측으로 이동하세요.	Объезд препятствия слева	Keep left
2370	Car	Road Signs	Piedira zono	歩行者専用区域	步行区	보행자 전용 구역	Пешеходная дорожка	Pedestrian zone
2371	Car	Road Signs	Trafikblokiĝo	渋滞	交通堵塞	교통 체증	Затор	Traffic jam
2372	Car	Road Signs	Malalta ponto	低い橋	低矮桥梁	낮은 교각	Низкий мост	Low bridge
2373	Car	Road Signs	Senpaga parkumado	無料駐車場	免费停车	무료 주차	Бесплатная парковка	Free parking
2374	Car	Road Signs	Trafiklumo-regulado	信号機	红绿灯	신호등	Светофорное регулирование	Traffic lights
2375	Car	Road Signs	Nivelkruciĝo	踏切	道口	건널목	Железнодорожный переезд	Level crossing
2376	Car	Road Signs	Veturu singarde	運転に気をつけてください。	请小心驾驶	조심해서 운전하세요.	Ведите осторожно.	Drive carefully
