PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	日本語	中文	한국어	Русский язык	English
2256	Car	Driving & Parking	La trafiko estis terura hodiaŭ	今日は渋滞がひどかったです。	今天的交通太糟糕了。	오늘 교통이 정말 심각했어요.	Сегодня было ужасное движение.	The traffic was terrible today.
2257	Car	Driving & Parking	Ĉu vi trapasis vian stiradan ekzamenon?	運転免許の試験には合格しましたか？	你通过驾驶考试了吗？	운전면허 시험에 합격하셨나요?	Ты сдал экзамен по вождению?	Have you passed your driving test?
2258	Car	Driving & Parking	Ĉu vi konas ĉi tiujn vojsignojn?	これらの道路標識をご存知ですか？	你认识这些交通标志吗？	이 도로 표지판들을 알고 계신가요?	Ты знаешь эти дорожные знаки?	Do you know these road signs?
2259	Car	Driving & Parking	Ĉi tiu estas unudirekta strato	ここは一方通行です。	此路为单行道。	여기는 일방통행 도로입니다.	Это улица с односторонним движением.	This is a one-way street.
2260	Car	Driving & Parking	Ĉi tiu strato estas nur por piedirantoj	ここは歩行者専用通りです。	此路仅供行人通行。	이곳은 보행자 전용 거리입니다.	Эта улица только для пешеходов.	This is a pedestrian street only.
2261	Car	Driving & Parking	Mi malofte kondukas pli rapide ol 100 km/h	私は100キロ以上で運転することはほとんどありません。	我很少开车超过每小时100公里。	저는 시속 100km를 거의 넘겨서 운전하지 않아요.	Я редко вожу машину со скоростью выше 100 км/ч.	I rarely drive above 100 km/h.
2262	Car	Driving & Parking	Tiu aŭto similas al mia aŭto	あの車は私の車に似ています。	那辆车和我的车很像。	저 차는 제 차와 비슷해요.	Та машина похожа на мою.	That car is similar to my car.
2263	Car	Driving & Parking	Hodiaŭ la vojoj estas glacikovritaj	今日は道路が凍っています。	今天路面结冰了。	오늘 도로가 빙판이에요.	Сегодня дороги обледеневшие.	The roads are icy today.
2264	Car	Driving & Parking	Kien kondukas ĉi tiu vojo?	この道はどこへ続いているんですか？	这条路通向哪里？	이 길은 어디로 가나요?	Куда ведёт эта дорога?	Where does this road go?
2265	Car	Driving & Parking	Ĉu ĉi tio estas la ĝusta vojo al Tokio?	東京へ行くにはこの道で合っていますか？	去东京是这条路吗？	여기가 도쿄로 가는 길이 맞나요?	Это верный путь в Токио?	Is this the right way to Tokyo?
2266	Car	Driving & Parking	Kiel mi atingos la aŭtovojon?	高速道路へはどう行けばいいですか？	请问怎么去高速公路？	고속도로로 가려면 어떻게 해야 하나요?	Как мне добраться до шоссе?	How do I get to the motorway?
2267	Car	Driving & Parking	Turnu dekstren ĉe la T-kruciĝo	T字路を右に曲がってください。	在丁字路口向右转。	T자 교차로에서 오른쪽으로 가세요.	Поверни на Т-образном перекрёстке направо.	Turn right at the T-junction.
2268	Car	Driving & Parking	Kie estas la plej proksima aŭtoriparejo?	一番近い自動車修理工場はどこですか？	最近的修车厂在哪里？	가장 가까운 정비소가 어디에 있나요?	Где ближайший автосервис?	Where is the nearest garage?
2269	Car	Driving & Parking	Kiom longe mi povas parkumi ĉi tie?	ここにはどのくらいの時間駐車できますか？	我可以在这里停车多久？	여기에 얼마나 오래 주차할 수 있나요?	На сколько я могу здесь припарковаться?	How long can I park here?
2270	Car	Driving & Parking	Ĉu mi devas pagi por parkumi ĉi tie?	ここに駐車するには料金が必要ですか？	这里停车需要收费吗？	여기 주차하려면 요금을 내야 하나요?	Здесь нужно платить за парковку?	Must I pay to park here?
2271	Car	Driving & Parking	Kie estas la parkometro?	パーキングメーターはどこですか？	停车收费器在哪里？	주차 미터기는 어디에 있나요?	Где паркомат?	Where's the parking meter?
2272	Car	Driving & Parking	Kiom kostas por horo?	1時間あたりの料金はいくらですか？	每小时收费是多少？	시간당 요금이 얼마인가요?	Сколько стоит в час?	What's the charge per hour?
2273	Car	Driving & Parking	Mia aŭto estas registrita en Ĉilio	私の車はチリで登録されています。	我的车是在智利登记的。	제 차는 칠레에 등록되어 있어요.	Мой автомобиль зарегистрирован в Чили.	My car is registered in Chile.
2274	Car	Driving & Parking	Kie estas la elirejo al la aŭtovojo?	高速道路の出口はどこですか。	高速公路的出口在哪里？	고속도로 출구가 어디에 있나요?	Где выезд на шоссе?	Where is the exit to the motorway?
2275	Car	Driving & Parking	Ĉu ni estas sur la ĝusta vojo al Sarajevo?	この道でサラエボに行けますか？	我们现在走的是去萨拉热窝的正确路吗？	저희가 사라예보로 가는 길이 맞나요?	Мы едем в Сараево по верной дороге?	Are we on the right road for Sarajevo?
2276	Car	Driving & Parking	Kiom da tempo daŭras per aŭto?	車でどのくらいかかりますか？	开车需要多长时间？	차로 얼마나 걸리나요?	Сколько занимает дорога на машине?	How long does it take by car?
2277	Car	Driving & Parking	Ĉu vi povus montri al mi sur la mapo, kie mi estas?	地図で私がどこにいるか教えていただけますか？	你能帮我在地图上指一下我现在的位置吗？	지도에서 제 위치가 어디인지 보여주실 수 있나요?	Не могли бы вы показать мне на карте, где я нахожусь?	Could you show me where I am on the map?
2278	Car	Driving & Parking	Kiom malproksimas la sekva serva areo?	次のサービスエリアまでどれくらい距離がありますか？	下一个服务区还有多远？	다음 휴게소까지 얼마나 남았나요?	Как далеко до следующего пункта техобслуживания?	How far is it to the next service area?
