PhraseID	TopicName_EN	SubtopicName_EN	Esperanto	日本語	中文	한국어	Русский язык	English
1256	Dating	On a Date	Ĉu vi havas fotojn de vi mem?	ご自身の写真はお持ちですか？	你有自己的照片吗？	혹시 본인 사진이 있으신가요?	У тебя есть какие-нибудь фотографии с собой?	Have you got any pictures of yourself?
1257	Dating	On a Date	Ĉu vi scias kuiri?	料理はできますか？	你会做饭吗？	요리할 줄 아세요?	Ты умеешь готовить?	Do you know how to cook?
1258	Dating	On a Date	Mi bakis ĉi tiun kukon por vi	あなたのためにこのケーキを作りました。	我特意为你做了这个蛋糕。	이 케이크는 당신을 위해 만들었어요.	Я испёк этот торт для тебя.	I made this cake for you.
1259	Dating	On a Date	Mi ĝuas pasigi tempon kun vi	あなたと一緒に過ごす時間が楽しいです。	我很喜欢和你在一起。	당신과 함께 시간을 보내는 것이 즐거워요.	Мне нравится проводить с тобой время.	I enjoy spending time with you.
1260	Dating	On a Date	Mi amas vin per mia tuta koro	心の底からあなたを愛しています。	我全心全意地爱你。	진심을 다해 당신을 사랑해요.	Я люблю тебя всем сердцем.	I love you with all my heart.
1261	Dating	On a Date	Mi volas doni al vi donacon	あなたにプレゼントを贈りたいです。	我想送你一份礼物。	당신에게 선물을 드리고 싶어요.	Я хочу подарить тебе подарок.	I want to give you a gift.
1262	Dating	On a Date	Ĉu vi ŝatus enveni por taso da kafo?	よろしければ、コーヒーでもいかがですか？	要不要进来喝杯咖啡？	커피 한 잔 하러 들어오실래요?	Ты бы хотел зайти на чашечку кофе?	Would you like to come in for a coffee?
1263	Dating	On a Date	Ĉu ni iru aliloken?	どこか別の場所に行きましょうか？	我们要不要换个地方？	우리 다른 데로 갈까요?	Может, пойдём в какое-нибудь другое место?	Shall we go somewhere else?
1264	Dating	On a Date	Kial ne? Mi konas bonan loketon	いいじゃない？いいお店を知ってるよ。	为什么不呢？我知道一个不错的地方。	왜 안 돼요? 제가 아는 좋은 곳이 있어요.	Почему бы и нет? Я знаю хорошее местечко.	Why not? I know a good place.
1265	Dating	On a Date	Ĉu vi estis ĉi tie antaŭe?	こちらには以前いらしたことがありますか？	你以前来过这里吗？	여기 와 본 적 있으세요?	Ты бывала здесь раньше?	Have you been here before?
1266	Dating	On a Date	Kial ni do ne dancus?	それじゃあ、踊りましょうか。	那我们跳舞吧？	그럼 우리 춤출까요?	Почему бы нам тогда не потанцевать?	Why don't we dance, then?
1267	Dating	On a Date	Ĉu vi volas iri al alia festo?	別のパーティーに行きたい？	你想去参加另一个派对吗？	다른 파티에 가고 싶어요?	Хочешь пойти на другую вечеринку?	Do you want to go to a different party?
1268	Dating	On a Date	Forigu viajn manojn de mi!	私に触らないで！	把你的手拿开！	나한테 손 대지 마!	Убери от меня свои руки!	Get your hands off me!
1269	Dating	Compliments	Vi estas amuza	面白いね。	你真有趣。	재미있으시네요.	Ты забавный.	You're funny.
1270	Dating	Compliments	Vi estas tre afabla	とてもご親切ですね。	你真是太好了。	정말 친절하시네요.	Вы очень добры.	You're very kind.
1271	Dating	Compliments	Vi aspektas bonege	とても素敵ですね。	你看起来真棒。	정말 멋져 보여요.	Ты отлично выглядишь.	You look great.
1272	Dating	Compliments	Dankon pro la komplimento!	お褒めいただきありがとうございます。	谢谢夸奖！	칭찬해 주셔서 감사합니다!	Спасибо за комплимент!	Thanks for the compliment!
1273	Dating	Compliments	Mi ŝatas vian vestaron	その服装、素敵ですね。	我很喜欢你的穿搭。	옷차림이 정말 멋지네요.	Мне нравится твой наряд.	I like your outfit.
1274	Dating	Compliments	Vi estas ravega	とても綺麗だね。	你真漂亮。	정말 아름다우시네요.	Ты потрясающая.	You're gorgeous.
1275	Dating	Compliments	Vi estas tre kuraĝa	あなたはとても勇敢ですね。	你真的很勇敢。	당신은 정말 용감해요.	Вы очень храбрый.	You're very brave.
1276	Dating	Compliments	Vi estas bonega dancisto	あなたはとてもダンスが上手ですね。	你跳舞跳得真棒。	당신은 정말 춤을 잘 추시네요.	Вы отличный танцор.	You're a great dancer.
1277	Dating	Compliments	Via nova frizaĵo estas bonega	新しい髪型、とても素敵ですね。	你的新发型很好看。	새로 자른 머리가 정말 잘 어울려요.	Ваша новая причёска великолепна.	Your new haircut is great.
1278	Dating	Compliments	Vi estas tre speciala	あなたはとても特別な存在です。	你非常特别。	당신은 정말 특별한 사람이에요.	Вы очень особенная.	You're very special.
1279	Dating	Compliments	Vi estas vere talenta kantistino	あなたは本当に歌が上手ですね。	你真是一位很有才华的歌手。	당신은 정말 재능 있는 가수예요.	Вы действительно талантливая певица.	You're a really talented singer.
1280	Dating	Compliments	Vi vere bone aspektas	あなたは本当にかっこいいですね。	你真的很帅。	정말 잘생기셨네요.	Ты действительно хорошо выглядишь.	You're really good-looking.
1281	Dating	Compliments	Vi havas belajn okulojn	あなたの目はとてもきれいですね。	你的眼睛真漂亮。	눈이 정말 예쁘시네요.	У тебя красивые глаза.	You've got beautiful eyes.
1282	Dating	Compliments	Vi havas bonegan rideton	素敵な笑顔ですね。	你的笑容真迷人。	웃는 모습이 정말 멋지시네요.	У тебя великолепная улыбка.	You've got a great smile.
1283	Dating	Compliments	Mi trovas vin tre alloga	あなたのことをとても魅力的だと感じています。	我觉得你很有魅力。	저는 당신이 정말 매력적이라고 생각해요.	Я нахожу тебя очень привлекательной.	I find you very attractive.
1284	Dating	Compliments	Mi agrable pasigis la tempon kun vi	あなたと一緒に過ごせて楽しかったです。	和你在一起很开心。	당신과 함께해서 즐거웠어요.	Мне было хорошо с тобой.	I had a good time with you.
1285	Dating	Compliments	Vi aspektas tre bele ĉi-vespere	今夜はとても素敵ですね。	你今晚看起来很漂亮。	오늘 정말 멋져 보여요.	Вы отлично выглядите сегодня.	You look very nice tonight.
1286	Dating	Compliments	Vi aspektas bela en tiu robo!	そのドレス、とても似合っていて素敵だよ！	你穿那条裙子真漂亮！	그 옷을 입으니까 정말 예쁘네요!	Ты выглядишь красиво в том платье!	You look beautiful in that dress!
1287	Dating	Compliments	Vi havas belan nomon	とても素敵なお名前ですね。	你的名字真好听。	아름다운 이름을 가지고 계시네요.	У вас красивое имя.	You've got a beautiful name.
1288	Dating	Compliments	Vi havas mirindan guston pri vestoj	とても素敵なセンスをお持ちですね。	你的穿衣品味真棒。	옷을 정말 멋지게 잘 고르시네요.	У вас чудесный вкус в одежде.	You've got wonderful taste in clothes.
1289	Dating	Compliments	Mi pensis pri vi la tutan tagon	一日中あなたのことを考えていました。	我一整天都在想着你。	하루 종일 당신 생각만 했어요.	Я думал о тебе весь день.	I have been thinking about you all day.
1290	Dating	Compliments	Estas tre afable de vi diri tion, dankon	そう言っていただけて嬉しいです。ありがとうございます。	谢谢你的夸奖，你太客气了。	그렇게 말씀해 주셔서 정말 감사합니다.	Очень приятно слышать это от тебя, спасибо.	That's very kind of you to say so, thank you.
1291	Dating	Wedding	Mi amas vin	愛してる。	我爱你。	사랑해요.	Я люблю тебя.	I love you.
1292	Dating	Wedding	Mi ankaŭ amas vin	私もあなたのことが大好きです。	我也爱你。	저도 사랑해요.	Я тоже тебя люблю.	I love you too.
1293	Dating	Wedding	Kisu min	キスして。	吻我。	키스해 주세요.	Поцелуй меня.	Kiss me.
1294	Dating	Wedding	Ĉu vi edziniĝos al mi?	結婚してくれませんか？	你愿意嫁给我吗？	저와 결혼해 주시겠어요?	Ты выйдешь за меня?	Will you marry me?
1295	Dating	Wedding	Estas romantike	ロマンチックですね。	很浪漫。	로맨틱해요.	Это романтично.	It's romantic.
1296	Dating	Wedding	Vi estas mirinda paro	お二人は本当に素敵なご夫婦ですね。	你们真是一对很棒的情侣。	두 분 정말 멋진 커플이세요.	Вы чудесная пара.	You're a wonderful couple.
1297	Dating	Wedding	Mi invitas vin al la nupto	結婚式にご招待いたします。	我邀请你参加婚礼。	결혼식에 초대합니다.	Я приглашаю тебя на свадьбу!	I invite you to the wedding.
1298	Dating	Wedding	Gratulon pro via fianĉiĝo!	ご婚約おめでとうございます！	恭喜你们订婚！	약혼을 축하드려요!	Поздравляю тебя с помолвкой!	Congratulations on your engagement!
1299	Dating	Wedding	Gratulon al la novgeedzoj!	ご結婚おめでとうございます。	新婚快乐，百年好合！	신랑 신부님, 결혼을 진심으로 축하드립니다!	Поздравляю невесту и жениха!	Congratulations to the bride and groom!
1300	Dating	Wedding	Mi esperas, ke vi ambaŭ estos tre feliĉaj kune	お二人の末永いお幸せをお祈りしています。	希望你们俩能够幸福美满。	두 분이 함께 항상 행복하시길 바랍니다.	Надеюсь, вы оба будете очень счастливы вместе.	I hope you will both be very happy together.
1301	Dating	Wedding	Fraŭlino Wane baldaŭ fariĝos sinjorino Jones	ウェインさんはもうすぐジョーンズ夫人になります。	韦恩小姐很快就要成为琼斯太太了。	웨인 양은 곧 존스 부인이 될 예정이에요.	Мисс Уэйн скоро станет миссис Джонс.	Miss Wane is soon to become Mrs Jones.
1302	Dating	Wedding	Venu kaj festu kun ni ilian fianĉiĝon	お二人のご婚約をお祝いする会にぜひご参加ください。	欢迎大家一起来庆祝他们的订婚。	그들의 약혼을 축하하는 자리에 함께해 주세요.	Приходите и отпразднуйте с нами их помолвку.	Come and join us to celebrate their engagement.
1303	Dating	Wedding	Ni ĝojas inviti vin al nia geedziĝo	私たちの結婚式にご招待できることを大変嬉しく思います。	我们诚挚地邀请您参加我们的婚礼。	저희 결혼식에 여러분을 초대하게 되어 매우 기쁩니다.	Мы рады пригласить вас на нашу свадьбу.	We are delighted to invite you to our wedding.
1304	Dating	Wedding	Mi esperas, ke vi faros unu la alian ege feliĉaj	お二人が末永く幸せでいられますように。	希望你们彼此能够非常幸福。	두 분이 서로에게 큰 행복을 주시길 바랍니다.	Надеюсь, вы сделаете друг друга невероятно счастливыми.	I hope you will make each other extremely happy.
1305	Dating	Wedding	Varmajn bondezirojn al vi ambaŭ en via geedziĝa tago	ご結婚おめでとうございます。お二人の門出を心よりお祝い申し上げます。	祝你们新婚快乐，百年好合。	두 분의 결혼을 진심으로 축하드립니다.	Тёплые пожелания вам обоим в день вашей свадьбы.	Warm wishes to both of you on your wedding day.
1306	Dating	Wedding	Ni ĝojas anonci la edziĝon de nia filo	このたび、私たちの息子が結婚いたしましたことをご報告申し上げます。	我们很高兴地宣布我们的儿子即将结婚。	저희 아들의 결혼 소식을 기쁘게 전해드립니다.	Мы рады объявить о свадьбе нашего сына.	We are happy to announce the marriage of our son.
1307	Dating	Wedding	Dankon, ke vi venis ĉi tien hodiaŭ	本日はお越しいただき、ありがとうございます。	感谢大家今天的到来。	오늘 이 자리에 와주셔서 감사합니다.	Спасибо, что пришли сюда сегодня.	Thank you for coming here today.
1308	Dating	Wedding	Ni ĝojas anonci la fianĉiĝon de nia filino	このたび、娘の婚約が整いましたことをご報告申し上げます。	我们很高兴地宣布我们的女儿订婚了。	저희 딸의 약혼 소식을 기쁘게 전해드립니다.	Мы рады объявить о помолвке нашей дочери.	We are happy to announce the engagement of our daughter.
1309	Dating	Wedding	Ĉu vi jam decidis pri la dato de la geedziĝo?	もう結婚式の日取りは決まりましたか？	你们决定好婚礼日期了吗？	아직 결혼 날짜를 정하셨나요?	Вы уже определились с датой свадьбы?	Have you decided upon the big day yet?
1310	Dating	Wedding	Mi deziras al vi ambaŭ ĉian feliĉon de la mondo	お二人の幸せがこの上なく続きますように。	祝你们俩幸福美满，万事如意。	두 분께 세상 모든 행복이 가득하시길 바랍니다.	Желаю вам обоим вселенского счастья.	Wishing the both of you all the happiness in the world.
