idx	Esperanto	Column	Old	New	Reason
101	angulo	Korean_Trans	모서리, 구석	각, 모서리, 구석	数理の「角」義を補完。
107	anstataŭ	Chinese_Trans	代替（介词/连词）	代替；作为…的替代（介词/连词）	前置詞/接続詞として自然な中国語へ。
109	anĝelo	Chinese_Trans	安琪儿，天使	天使	音訳「安琪儿」を外し基本義に統一。
110	aparato	Chinese_Trans	一套装置，仪器；（解）器官；（政）机关	一套装置，仪器；（解）器官；（政）机关；（信息）装置，设备	JAの【情】デバイス義を補完。
110	aparato	Korean_Trans	장치, 기계；（해부） 기관；（정치） 기구	장치, 기계; (해부) 기관; (정치) 기구; (정보) 장치, 디바이스	情報分野の装置義を補完。
112	apartamento	Chinese_Trans	成套房间	公寓套房；公寓中的一户住宅	「成套房间」を現代的で自然な語に修正。
114	apenaŭ	Chinese_Trans	至多；几乎不；刚…就…	几乎不；勉强，才；刚…就…	「至多」を除去し副詞/接続詞義を整合。
114	apenaŭ	Korean_Trans	겨우, 간신히	겨우, 간신히; …하자마자	接続詞義（～するや否や）を補完。
119	apogi	Chinese_Trans	支撑着	支撑，使倚靠；（转）支持	比喩義「支持する」を補完。
119	apogi	Korean_Trans	지탱하다, 받쳐주다	지탱하다, 받쳐 주다; (전) 지지하다	比喩義「支持する」を補完。
122	aprobi	Korean_Trans	찬성하고인정하며승인하다	찬성하다, 동의하다; 인정하다, 승인하다	スペース崩れ修正＋語義をJAに整合。
124	araneo	Chinese_Trans	蜘蛛属动物	蜘蛛	不自然な分類語尾を除去して基本訳へ。
126	arbitra	Chinese_Trans	任性，专横	任意的，武断的	arbitra の中心義（任意/武断）へ補正。
132	arto	Korean_Trans	예술	기술, 예술	「技術」義を補完。
139	atendi	Korean_Trans	기다리다	기다리다; 기대하다	「期待する」義を補完。
140	atenta	Korean_Trans	주의깊은	주의 깊은	語間スペースの自然化。
149	avo	Chinese_Trans	（外）祖父	祖父（爷爷/外公）	片寄った「（外）祖父」を中立表現へ。
150	azeno	Chinese_Trans	驴	驴；（转）笨人，蠢人	転義（愚か者）を補完。
150	azeno	Korean_Trans	당나귀	당나귀; (전) 바보	転義（愚か者）を補完。
151	aĉeti	Chinese_Trans	买	买，购买；（转）收买	転義（買収する）を補完。
151	aĉeti	Korean_Trans	사다, 구입하다	사다, 구입하다; (전) 매수하다	転義（買収する）を補完。
152	aĝo	Korean_Trans	나이, 연령	나이, 연령; 시대	「時代」義を補完。
156	aŭskulti	Chinese_Trans	听	听，倾听	「耳を傾ける」義を補強。
161	aŭtoritato	Korean_Trans	권위	권위, 권한; 당국	aŭtoritato の権限/当局義を補完。
167	balai	Chinese_Trans	扫除，扫掉，打扫干净	扫，清扫；（理）扫描	【理】走査義を補完。
167	balai	Korean_Trans	빗자루로쓸어청소하다	빗자루로 쓸어 청소하다; (물리) 주사하다	語間スペース修正＋走査義補完。
172	balono	Korean_Trans	기구, 풍선	기구(열기구), 풍선; (화학) 구형 플라스크	気球/風船/化学義を明示。
177	bani	Chinese_Trans	洗澡，洗	给…洗澡；浸泡；使沐浴	他動詞の主要義を補完。
178	banko	Chinese_Trans	银行	银行；（赌）庄家资金	賭博義を補完。
178	banko	Korean_Trans	예금과 대출을 취급하는 금융기관	은행; (도박) 판돈의 원금	賭博義を補完。
181	barelo	Chinese_Trans	桶，琵琶桶	桶，酒桶	不自然語「琵琶桶」を自然語へ。
183	bastono	Korean_Trans	막대기	막대기, 지팡이	杖義を補完。
185	bati	Korean_Trans	세게 때리다, 치다	세게 때리다, 치다; (심장) 뛰다	心臓が打つ義を補完。
191	bela	Chinese_Trans	美丽，漂亮；美好	美丽，漂亮；美好；（天气）晴朗的	天気義を補完。
191	bela	Korean_Trans	아름답고 예쁜, 훌륭하다	아름답다, 예쁘다; 훌륭하다; (날씨가) 맑다	天気義を補完。
193	beni	Chinese_Trans	祝福，祈福，赐福；感恩	祝福；祈福，赐福	語義外の「感恩」を除去。
