idx	Esperanto	Column	Old	New	Reason
2800	sekci	Chinese_Trans	切开，切断；割	切开，切断；解剖	JAの「解剖する」義を補完。
2800	sekci	Korean_Trans	절단하다, 자르다	절단하다, 자르다; 해부하다	同上。
2811	solido	Chinese_Trans	固体，立体	固体	「立体」は語義ずれのため除去。
2828	stumpo	Chinese_Trans	残肢，残余物，存根	树桩，残株；残余物	JAの「切り株」に合わせて主義を修正。
2830	subtila	Korean_Trans	섬세하고미묘한	섬세하고 미묘한	スペース崩れ修正。
2831	suplemento	Chinese_Trans	增补；补篇，补遗；补角	增补；补篇，补遗	JAにない数学義（补角）を除去。
2835	takto	Chinese_Trans	拍子，节拍，节奏	拍子，节拍；机敏，分寸感	JAの「機転」義を補完。
2835	takto	Korean_Trans	박자, 리듬	박자, 리듬; 재치, 눈치	同上。
2847	tinkturo	Korean_Trans	염료, 약용 정기	염료; (약학) 팅크제	誤表記を修正し医薬義を明確化。
2848	tinti	Korean_Trans	딸랑딸랑소리나다	딸랑딸랑 소리가 나다	スペース・語形修正。
2854	tramo	Chinese_Trans	电车轨道，（有轨）电车	有轨电车，电车	「轨道」は対象外のため削除。
2856	tribunalo	Chinese_Trans	法庭；法官席	法院，法庭	JAの「裁判所, 法廷」に整合。
2858	tufo	Korean_Trans	한데 뭉친 머리털	한 다발, 한 숱	JAの「房, 茂み」に合わせ一般化。
2862	ve!	Korean_Trans	아아!, 슬프다!	아아!	感嘆詞として簡潔化。
2865	vergo	Chinese_Trans	枝条，小树枝；细长小棒	鞭子；细枝，小枝	JAの「むち」義を補完。
2870	vespo	Chinese_Trans	胡蜂属昆虫	胡蜂，黄蜂	一般語として自然化。
2878	ĉar/umo	Chinese_Trans	独轮车	手推车	JA「手押し車」に整合。
2879	ĉaro	Chinese_Trans	战车；两轮车，车；一对车轮	两轮马车；战车	不自然な語尾説明を整理。
2882	ĉifi	Korean_Trans	구겨서망가뜨리다	구겨서 망가뜨리다	スペース崩れ修正。
2884	ĝibo	Chinese_Trans	驼峰；驼背，鸡胸	驼峰；隆起，肿块	「鸡胸」は語義過剰のため調整。
2887	ŝarĝo	Korean_Trans	짐	짐, 부담, 부하	JAの「負担」義を補完。
2888	ŝpini	Korean_Trans	실을잣다	실을 잣다	スペース崩れ修正。
