row	esperanto	verdict	target_column	suggested_minimal	reason	flags	score_zh	score_ko	Japanese_Trans	Chinese_Trans	Korean_Trans
802	kombini	optional_medium	Chinese_Trans	组合，结合，配合；（化）化合	ZHの「草拟，拟订」は語義が広がりすぎで中心義から外れやすい。	word_choice_zh:8	8	0	{Ｂ}［他］組み合わせる, 結合する; 組み立てる, 案配する; 【化】化合させる	组合，结合，配合；化合；草拟，拟订	결합하거나 조합하여 하나로 만들다
803	komedio	keep	-	-	ZH/KOとも喜劇の核心義を保持している。	balanced	1	1	{Ｂ}喜劇, コメディー, ><〜; 《転》茶番, 見せかけの芝居, >>farso	喜剧；《转》闹剧，做作	희극, 《전》어처구니없는 짓
811	komo	keep	-	-	ZH/KOともコンマ・小数点の中心義がある。	balanced	1	1	{Ｂ}コンマ, 読点; 【数】小数点; 【情】コンマ（，）	逗号；（数）小数点	콤마, 쉼표；（수학） 소수점
812	kompanio	optional_low	Korean_Trans	회사; 동료, 일행	KOが会社義に偏り、同伴・仲間義が薄い。	scope_ko:6	0	6	{Ｂ}会社; （集合的に）仲間, 一同, （同伴者）一行	合股，合伙；公司；结伴	상업을 목적으로 한 회사
815	kompetenta	optional_medium	Korean_Trans	유능하고 자격 있는; 권한·관할이 있는	KOで「権限・管轄」の語義が欠落。	scope_ko:8	0	8	{Ｂ}適任の, 有能な, 資格のある; 権限のある, 所管の, 管轄の	能干的，有能力的，有专长的，能胜任的	유능하고 자격을 갖춘
819	kompreni	keep	-	-	ZH/KOとも「理解する」の核心義として十分。	balanced	1	1	{Ｂ}［他］理解する, わかる; 了解する, 納得する; 精通している	理解	이해하다
820	komuna	optional_low	Chinese_Trans	共同，共通；公共的；普通的	ZHが公共義中心で、一般・共通義の幅が不足。	scope_zh:6	6	0	{Ｂ}共通の, 共有の, 共同の; 一般の, 普通の	公共，共同	공통의, 공동의
821	komuniki	optional_low	Korean_Trans	전달하다, 알리다; 소통하다; (방 등이) 서로 통하다	KOで「相通ずる」義を最小補完。	scope_ko:6	0	6	{Ｂ}［他］伝える, 伝達する, 知らせる	沟通，传达，通知；（房间等）相通	전달하다, 소통하다
824	koncerto	optional_low	Chinese_Trans	音乐会；（转）协同，协作	ZHで転義（協調）を最小補完。	scope_zh:5	5	0	{Ｂ}【楽】コンサート, 演奏会, 音楽会; 《転》協調, 協力	音乐会	콘서트, 음악회, 연주회
825	kondamni	optional_medium	Korean_Trans	유죄를 선고하다; 비난·규탄하다	KOが法義中心で非難義が欠落。	scope_ko:8	0	8	{Ｂ}［他］【法】刑を宣告する, 有罪とする; 非難する, とがめる	宣判（有罪）；谴责，非难	유죄 판결을 내리다
826	kondiĉo	optional_low	Korean_Trans	조건, 조항; 상태, 환경	KOで状態・環境義を補完。	scope_ko:6	0	6	{Ｂ}条件; 約定; 状態, 環境	（必要的）条件；条款	조건, 필요한 요건
827	konduki	keep	-	-	ZH/KOとも導く・運転・結果義まで保持済み。	balanced	1	1	{Ｂ}［他］導く, 連れて行く, 案内する; 至る, 通じる; 指揮する; 運転する, =stiri; =〜ti	带领，引导；驾驶；导致	이끌다, 안내하다; 운전하다; (결과를) 초래하다
832	konfidi	optional_medium	Korean_Trans	신뢰하다; 맡기다, 위탁하다; (비밀을) 털어놓다	KOが信頼義のみで委託・打ち明ける義が不足。	scope_ko:8	0	8	{Ｂ}［他］信頼する（託す）, 信用する; （信頼して）委託する, 預ける; （内密に）打ち明ける	信任，信赖，委托，吐露	신뢰하다
833	konfirmi	optional_low	Korean_Trans	확인·입증하다; 승인·추인하다	KOで承認・追認義を補完。	scope_ko:6	0	6	{Ｂ}［他］確認する, 立証する; 認める, 追認する; =〜acii	确认，证实；批准，认可	사실이나 내용을 확인하다
834	konfuzi	optional_low	Korean_Trans	혼란시키다; 혼동하다; 당황하게 하다	KOで混同・困惑の語義を補完。	scope_ko:6	0	6	{Ｂ}［他］混乱させる, かき乱す; 取り違える, 混同する; まごつかせる, 困惑させる	使混乱，搅乱；混淆	정돈된 것을 흐트러뜨려 혼란하게 하다
835	kongreso	optional_medium	Korean_Trans	대회, 회의; (미국) 연방의회	KOで政治義（米国会）が欠落。	scope_ko:8	0	8	{Ｂ}大会, 会議; 【政】（米の）国会, 連邦議会, （仏国会の）両院合同会議	（代表）大会	대표들이 모이는 큰 대회나 회의
845	konservi	keep	-	-	ZH/KOとも保存・保持の中心義を保持。	balanced	1	1	{Ｂ}［他］保存する, 保管する, 貯蔵する; 保つ, 保持する, 維持する	保存，保持	보존하다, 보관하다, 유지하다
846	konsideri	optional_low	Korean_Trans	고려하다; …로 여기다, 간주하다	KOで「見なす」義を補完。	scope_ko:6	0	6	{Ｂ}［他］考慮する, 考察する; 考慮に入れる; （～と）見なす	考虑；把…看作…	고려하다
852	konstitucio	optional_medium	Korean_Trans	헌법; (의학) 체질, 체격	KOが憲法義のみで医療義が欠落。	scope_ko:8	0	8	{Ｂ}【法】憲法; 【医】体質, 体格	宪法	국가 통치의 기본법
853	konstrui	optional_low	Korean_Trans	건설하다, 건축하다; 조립·구성하다	KOで構成/組み立て義を補完。	scope_ko:6	0	6	{Ｂ}［他］建造する, 建築する, 建設する; 組み立てる, 構成する	建筑；构成	건물을 짓거나 시설을 건설하다
857	kontrakti	optional_low	Korean_Trans	계약을 체결하다	KO語間スペース欠落を最小修正。	style_ko:4	0	4	{Ｂ}［自・他］契約する, 契約を結ぶ	订契约，立合同；缔结	계약을체결하다
858	kontraŭ	keep	-	-	ZH/KOとも前置詞としての核心義が成立。	balanced	1	1	{Ｂ}［前］～に向かって, ～に対して, ～に対抗して, ～に反して	对着，向着	〜에 맞서, 〜에 반대하여
862	konvinki	optional_low	Korean_Trans	논리와 증거로 남을 설득하다	KO語間スペース欠落を最小修正。	style_ko:4	0	4	{Ｂ}［他］（論理や証拠によって）説得する, 説き伏せる	说服，使信服	논리와증거로남을설득하다
