idx	Esperanto	Column	Old	New	Reason
1900	ĉapelo	Korean_Trans	테 있는 모자	테 있는 모자; 버섯의 갓; (기호) 서컴플렉스(^)	JA/ZHにある「キノコのかさ」「^」義がKOで欠落していたため補完。
1902	ĉapo	Chinese_Trans	无檐帽；各种专用帽	无檐帽；瓶盖，盖帽	JAの「ビンのふた, キャップ」に合わせて具体化。
1903	ĉar	Korean_Trans	이유를나타내는접속사	이유를 나타내는 접속사	韓国語の語間スペース不備を修正。
1904	ĉarma	Chinese_Trans	娇艳，妩媚，迷人	迷人的，可爱的，有魅力的	語義が偏っていたため中立的な「魅力的」へ自然化。
1905	ĉasi	Chinese_Trans	打猎	打猎；追逐，追求	JAの転義（追い求める）を補完。
1910	ĉemizo	Chinese_Trans	男衬衣；运动服；制服衫	衬衫；（女式）内衣（衬裙）	原ZHに「运动服」などのずれがあり、語義中心へ修正。
1910	ĉemizo	Korean_Trans	남자용 셔츠, 와이셔츠	셔츠, 와이셔츠; 슈미즈(여성 속옷)	JAのシュミーズ義を補完。
1911	ĉeno	Chinese_Trans	链子，锁链，一连串；联播	链子，锁链；连锁；（广播）联播网；（商）连锁店	JAのネット局・チェーン系列義を補完。
1911	ĉeno	Korean_Trans	쇠사슬, 사슬 모양으로 이은 것	쇠사슬, 체인; 연쇄; (방송) 네트워크; (상업) 체인점	同上。
1915	ĉevalo	Chinese_Trans	马	马；（棋）马（国际象棋），桂马（将棋）	JAの棋駒義を補完。
1915	ĉevalo	Korean_Trans	말[馬]	말[馬]; (체스) 나이트; (쇼기) 계마	同上。
1916	ĉi	Chinese_Trans	这里；这	（近指词）这，这里（与词连用）	`ĉi` は近接を示す機能語なので用法を明確化。
1921	ĉiel	Korean_Trans	여러가지방법으로	여러 가지 방법으로, 어떻게든	スペース修正＋自然な副詞表現へ。
1923	ĉies	Chinese_Trans	每人的	每个人的，大家的	語感を自然化し、包括性を明示。
1924	ĉifono	Chinese_Trans	破烂	破布，碎布；破烂东西	名詞として具体性不足のため補完。
1927	ĉirkaŭ	Korean_Trans	둘레에, 주위에	둘레에, 주위에; (부) 대략, 약	JAの副詞義（約, およそ）を補完。
1930	ĉu	Chinese_Trans	表示疑问；[〜…〜…]不管…，还是…	（疑问副词）吗；（连接词）是否	基本機能（疑問・whether）に整理。
1930	ĉu	Korean_Trans	문장 앞에 두어 의문을 나타냄	의문을 나타냄; (~인지) 여부를 나타냄	接続詞的用法（〜かどうか）を補完。
1937	ĝermo	Korean_Trans	식물의싹, 초기발아상태	싹, 발아체; (비유) 근원, 싹	JA/ZHの比喩義（兆し）に対応。
1943	ĥoro	Chinese_Trans	歌舞团；歌舞；歌咏队	合唱团；合唱；（古希腊戏剧）歌队	歌舞ではなく合唱中心語義へ修正。
1943	ĥoro	Korean_Trans	합창단, 성가대	합창단, 합창대; 합창	合唱（活動/作品）義を補完。
1946	ĵeti	Chinese_Trans	扔，抛，喷	扔，投，抛；甩出，抛散	`喷` が語義ずれのため除去し自然化。
1948	ĵurnalo	Korean_Trans	신문, 특히 일간 신문；（컴퓨터） 로그	일간 신문; 일기; (정보) 로그; (상업) 분개장	JA/ZHにある日記・仕訳帳義を補完。
1951	ŝajni	Chinese_Trans	好象；看样子	好像；看样子	中文の表記ゆれ（象→像）を修正。
1951	ŝajni	Korean_Trans	처럼 보이다	...처럼 보이다, ...인 듯하다	用法を明示して自然化。
1955	ŝarĝi	Korean_Trans	짐을 싣다	짐을 싣다; (기계에) 부하를 주다; 부담을 지우다	JAの機械負荷・転義を補完。
1956	ŝati	Korean_Trans	좋아하다	좋아하다, 높이 평가하다	JAの「価値を認める」義を補完。
1973	ŝranko	Korean_Trans	옷장과찬장등수납장	옷장, 찬장 등 수납장	スペース欠落と可読性を修正。
1990	-an-	Korean_Trans	구성원·주민·신도 나타내는 접미	구성원·주민·신도를 나타내는 접미사	文法不自然を修正。
1994	-ec-	Korean_Trans	성질·특성이나 상태를 나타내는 〜	성질·특성이나 상태를 나타내는 접미사	末尾の曖昧記号を自然な説明へ。
1995	-ej-	Korean_Trans	접미사, 어떤 활동이 이루어지는 장소	어떤 활동이 이루어지는 장소를 나타내는 접미사	定義文として自然化。
1996	-em-	Korean_Trans	어떤 행동이나 성향이 잘 나타나는	어떤 경향·습성이 잘 나타남을 보이는 접미사	文未完だったため接尾辞定義として補完。
