idx	Esperanto	Column	Old	New	Reason
401	erari	Chinese_Trans	迷路；犯错误，犯过失	走错路；犯错误，出差错	erari の「道に迷う/誤る」を自然化。
407	establi	Chinese_Trans	设立	设立，创立；确立，制定	establi の主要義を補完。
410	estingi	Chinese_Trans	扑灭，熄灭	扑灭，熄灭；（转）消灭，使消失	比喩義を補完。
420	fabelo	Chinese_Trans	童话	童话；（转）虚构故事，编造的话	転義（作り話）を補完。
426	fajro	Chinese_Trans	火	火；火灾；（转）热情	火事・比喩義を補完。
426	fajro	Korean_Trans	불, 화재	불, 화재; (전) 열정	比喩義を補完。
430	fali	Chinese_Trans	落下，跌倒	落下，跌倒；降下；（转）灭亡	降る・比喩義を補完。
431	falsi	Korean_Trans	위조하다	위조하다, 변조하다, 위작하다, 조작하다	falsi の語義を補完。
433	familiara	Chinese_Trans	亲昵，不拘礼仪，随便	熟悉的，亲近的；不拘礼节的，随和的	familiara の中心義へ自然化。
440	farmi	Korean_Trans	농지를빌려경작하다	농지를 빌려 경작하다	語間スペース修正。
452	fenomeno	Chinese_Trans	表象，现象	现象，事象；（转）奇异现象，惊人事件；（哲）现象	転義・哲学義を補完。
454	fermi	Chinese_Trans	关	关闭，关上，闭合；（转）结束	fermi の語義を補完。
475	flamo	Chinese_Trans	火焰，火苗	火焰，火苗；（转）激情，热情	比喩義を補完。
476	flanko	Chinese_Trans	面，侧	侧，旁边；侧面；方面	flanko の語義を自然化。
478	flava	Chinese_Trans	黄颜色	黄色，黄色的	語性を自然化。
479	flegi	Chinese_Trans	看护，护理	看护，护理；（转）悉心照料	転義を補完。
483	floro	Chinese_Trans	花	花；（转）精华，最优秀的部分	転義（精華）を補完。
485	flugi	Chinese_Trans	飞	飞，飞行；飞快前进，赶紧	比喩義を補完。
490	folio	Chinese_Trans	叶，张（两面）	叶；薄片（如金属箔）；纸张	folio の多義を補完。
490	folio	Korean_Trans	식물의 잎	식물의 잎; (금속 등의) 얇은 박; 종이 한 장	folio の多義を補完。
497	formulo	Chinese_Trans	公式，分子式；格式；说法，用语	公式；格式；惯用说法	formulo の汎用義へ整理。
499	forta	Chinese_Trans	强有力；坚强	强壮的，强有力的；坚固的；猛烈的	forta の多義を補完。
