idx	Esperanto	Column	Old	New	Reason
204	bileto	Chinese_Trans	票，券，帖	票，券	不自然な「帖」を除去。
205	bindi	Chinese_Trans	装订，精装	装订；装帧	製本義に合わせて自然化。
206	birdo	Chinese_Trans	鸟	鸟；（转）怪人，怪家伙	転義（変なやつ）を補完。
206	birdo	Korean_Trans	새	새; (전) 괴짜	転義（変なやつ）を補完。
208	bleki	Korean_Trans	짐승이 울부짖다	(짐승이) 울다, 울부짖다; (전) (사람이) 고함치다	人への転義を補完。
209	blinda	Chinese_Trans	瞎，盲	盲的，瞎的；（转）盲目的	比喩義を補完。
210	bloko	Chinese_Trans	块，大块；砧板；拍纸簿	块，整块；街区；一沓（纸）；（政）集团，联盟	誤義「砧板」を除去し主要義を補完。
210	bloko	Korean_Trans	덩어리, 블록; 구획, 한 묶음	덩어리, 블록; 구획, 한 묶음; (정치) 블록(연합체)	政治義を補完。
214	bluzo	Chinese_Trans	罩衣；工作服	女衬衫；罩衣，工作服；短夹克（布鲁宗）	衣服語義をJAに整合。
217	boji	Korean_Trans	(개가) 짖다	(개가) 짖다; (전) 고함치다, 악다구니쓰다	人への転義を補完。
218	boli	Chinese_Trans	沸腾	沸腾；（转）激动，群情沸腾	転義を補完。
218	boli	Korean_Trans	끓다, 비등하다	끓다, 비등하다; (전) 격해지다, 들끓다	転義を補完。
220	bona	Chinese_Trans	好	好的；善良的；出色的	語義をJAに整合。
221	bordo	Korean_Trans	물가, 강가	물가, 강가; 가장자리	縁（ふち）義を補完。
226	branĉo	Korean_Trans	나무에서 줄기에서 갈라져 나온 가지	가지; (전) 분파, 지선, 부문	比喩義を補完。
227	brasiko	Chinese_Trans	甘蓝类植物（白菜）	卷心菜；（广）芸薹属蔬菜（如白菜等）	語義をJA説明に整合。
228	brava	Chinese_Trans	出类拔萃，能干，干练，英勇	勇敢的，英勇的；正派的；出色的	brava の主要義へ整理。
235	broso	Chinese_Trans	硬毛刷；电刷	刷子；（电）电刷	一般義を補完し自然化。
242	bubo	Chinese_Trans	顽童，淘气鬼	顽童，淘气鬼；（纸牌）J（杰克）	カード義を補完。
244	buklo	Korean_Trans	곱슬머리의 한 가닥	곱슬머리의 한 가닥; 고리, 고리 모양	輪（ループ）義を補完。
250	butiko	Chinese_Trans	店，铺，杂货铺	小商店，零售店	butiko に自然な語へ。
254	cedi	Korean_Trans	양보하거나 굴복하다	양보하다, 굴복하다; 양도하다, 넘겨주다	他動詞義（譲渡）を補完。
262	certa	Chinese_Trans	有把握的；确实的	确实的，可靠的；某个（特定的）	「ある（特定の）」義を補完。
262	certa	Korean_Trans	확실한, 틀림없는	확실한, 틀림없는; 어떤(특정한)	「ある（特定の）」義を補完。
263	cervo	Chinese_Trans	鹿属动物	鹿	不自然な分類語尾を除去。
267	cigno	Chinese_Trans	天鹅属鸟类	天鹅；（转）诗人（诗圣）	転義を補完。
269	cindro	Korean_Trans	재	재, 잿더미; 유골	遺灰・遺骨義を補完。
278	civito	Korean_Trans	자치도시	자치도시; 시민 전체, 공민 전체	市民全体義を補完。
280	danci	Chinese_Trans	跳舞	跳舞；（他）跳（某种）舞	他動詞義を補完。
284	de	Korean_Trans	소유나 관계를 나타내는 전치사	…의(소유·관계); …에서(기점·원인); …에 의해(행위 주체)	de の主要前置詞義を補完。
286	deci	Chinese_Trans	合礼，合适，适宜；合于	合礼，得体，适宜	末尾の不自然な「合于」を整理。
289	defendi	Chinese_Trans	防御，保卫	防御，保卫；（法）辩护	法律義（弁護）を補完。
289	defendi	Korean_Trans	지키다, 방어하다	지키다, 방어하다; (법) 변호하다	法律義（弁護）を補完。
296	dekstra	Chinese_Trans	右，右边	右的，右边的；（政）右派的	政治義を補完。
296	dekstra	Korean_Trans	오른쪽의	오른쪽의; (정치) 우익의, 우파의	政治義を補完。
297	delegi	Chinese_Trans	派遣（代表）	派为代表；委任，委托（职权）	代表任命・委任義を補完。
297	delegi	Korean_Trans	대표로 파견하다	대표로 파견하다; 대표로 임명하다; (권한을) 위임하다	代表任命・委任義を補完。
