idx	Esperanto	Column	Old	New	Reason
1709	tedi	Chinese_Trans	打扰，纠缠；令人生厌	使厌烦，使腻烦；使人生厌	核心义是“使厌烦/使厌倦”，原译前半偏向“打扰/纠缠”。
1720	tempo	Chinese_Trans	时间	时间；时代，时期；（语法）时制	补齐“时代/时期”“时制”等常见义项。
1720	tempo	Korean_Trans	시간, 때	시간, 때; 시대, 시기; (문법) 시제	补齐“时代/시제”义项，避免仅剩时间义。
1721	tendenco	Chinese_Trans	习性，本性；倾向	倾向，趋势；意向	“习性/本性”语义偏移，改为“倾向/趋势”。
1729	termometro	Chinese_Trans	温标，温度计，体温计	温度计；体温计	“温标”是“温度标尺”非器具本体，删除。
1730	tero	Chinese_Trans	地，陆地	地球；陆地，地面；土地；土壤	补齐“地球/土地/土壤”层级语义。
1730	tero	Korean_Trans	땅, 지면	지구; 땅, 지면; 토양	补齐“지구/토양”义项。
1738	ties	Chinese_Trans	那人的，那些人的	那个人的；那个的	原译复数化且范围不稳，改为“那个人的/那个的”。
1738	ties	Korean_Trans	그 사람의	그 사람의, 그것의	补齐“그것의”以覆盖物主代词用法。
1747	titolo	Korean_Trans	책이나 글의 제목	제목; 칭호, 직함; 자격	补齐“称号/头衔/资格”义项。
1750	tolo	Chinese_Trans	布；画布	亚麻布，麻布；（一般）布；画布	词核偏“亚麻布/麻布”，原译过泛。
1756	tordi	Chinese_Trans	捻，搓，扭；扭曲，扭伤，歪曲	扭，拧，搓；扭曲，歪曲	“扭伤”偏结果性伤害义，非主核心。
1760	trafi	Chinese_Trans	命中，触及	击中，命中；碰到；（偶然）遇到	补齐“碰到/偶遇”义，避免仅军事命中义。
1760	trafi	Korean_Trans	표적을 정확히 맞히다	맞히다, 명중하다; 맞다, 부딪치다; 우연히 마주치다	补齐“부딪치다/우연히 마주치다”义。
1761	trafiko	Chinese_Trans	运输，交通，往来；通信	交通，往来；运输，交通运输；交通量，运输量	“通信”义不稳，改为交通/运输语义群。
1761	trafiko	Korean_Trans	교통, 특히 차량의 통행	교통, 왕래; 운송; 교통량	扩展至 왕래/운송/교통량。
1767	trans	Chinese_Trans	在…的那面	在…那边；越过，跨过	补齐“越过/跨过”动作义。
1783	trovi	Chinese_Trans	发现，找到	找到，发现；觉得，认为	补齐“认为/觉得”义（例如 trovi ion bona）。
1783	trovi	Korean_Trans	찾아내다, 발견하다	찾아내다, 발견하다; …라고 여기다, 생각하다	补齐“...라고 생각하다”语义。
1788	tualeto	Korean_Trans	여성의옷차림이나화장	여성의 옷차림; 화장, 몸단장 도구	修正韩文粘连并补齐“化妆道具”语义。
1798	turmenti	Chinese_Trans	虐待，折磨	折磨，使痛苦	“虐待”语气过强且范围偏窄，改为通用痛苦义。
1799	turni	Chinese_Trans	转动，使转到	转动；转向；翻转	补齐“转向/翻转”常用义。
1799	turni	Korean_Trans	어떤 것을 돌리거나 방향을 바꾸다	돌리다, 회전시키다; 방향을 바꾸다; 뒤집다	补齐“뒤집다”义。
